,Price,Units_Sold,COGS,Inventory_Turnover_Ratio,Quarter,Seasonality_Flag,Company_Hyundai India,Company_Maruti Suzuki,Car_Model_Alcazar,Car_Model_Brezza,Car_Model_Creta,Car_Model_Ertiga,Car_Model_Grand Vitara,Car_Model_Nexon,Car_Model_Safari,Car_Model_Swift,Car_Model_Tiago,Car_Model_Tigor,Car_Model_Tucson,Car_Model_Verna,Car_Model_i20,Car_Type_Compact SUV,Car_Type_Hatchback,Car_Type_MPV,Car_Type_Premium SUV,Car_Type_Sedan,Season_Festive,Season_Monsoon
2480,1696777.2,5.0,6193236.78,-0.7372265383230023,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2481,1590402.06,6.0,6965961.02,-0.35545395913300126,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2482,1668163.94,8.0,9742077.41,0.0294074020712792,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2483,1597542.83,9.0,10495856.39,0.41439486844011725,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2484,1599972.18,4.0,4671918.77,-0.7571933536951694,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2485,1478859.69,5.0,5397837.87,-0.37666874116213944,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2486,1455066.85,10.0,10621988.01,0.08767876857110715,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,1504738.11,9.0,9886129.38,0.028768576767528063,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,1566835.27,13.0,14869266.71,0.5543727308913924,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,1456251.61,7.0,7441445.73,0.39152535928029053,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,546550.58,16.0,6383710.77,-0.1514004966106168,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2491,548008.57,14.0,5600647.59,-0.4658427053238907,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2492,555952.24,13.0,5275986.76,-1.013769945126909,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2493,565997.22,13.0,5371313.62,-0.1817710522639393,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2494,542383.7,6.0,2375640.61,-1.2560928325606047,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2495,679871.57,7.0,3474143.72,-0.7117930217231571,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2496,730514.82,9.0,4799482.37,-0.7164658853798437,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2497,721541.02,3.0,1580174.83,-1.935750097379229,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2498,686594.49,11.0,5513353.75,-0.5729925240847522,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2499,678593.71,10.0,4953734.08,-0.6521702153880014,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2500,888084.03,20.0,12966026.84,0.5052013982835478,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2501,944990.39,15.0,10347644.77,0.6117075270136156,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2502,868165.97,14.0,8872656.21,0.7867792592414531,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2503,863508.7,10.0,6303613.51,-0.31735511667283506,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2504,907684.09,11.0,7288703.24,0.6394710578587757,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2505,1596706.38,6.0,6993573.94,-0.6854054466417463,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,1494175.61,13.0,14179726.54,1.977377707652172,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2507,1539992.58,8.0,8993556.67,0.024285668840787568,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2508,1510733.19,8.0,8822681.83,0.028654050307812467,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,1556906.23,7.0,7955790.84,-0.2724212466503349,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,1589240.53,9.0,10441310.28,-0.16799012626941442,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2511,1700052.96,3.0,3723115.98,-0.04052502729551245,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2512,1635205.13,3.0,3581099.23,-1.0307817898431322,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2513,1573664.41,5.0,5743875.1,-0.6319701681412097,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2514,1642413.28,10.0,11989616.94,0.6586028759974758,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2515,1560710.92,9.0,10253870.74,0.37654966130832795,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,1463963.77,7.0,7480854.86,-0.2646000803794638,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2517,1508886.62,3.0,3304461.7,-0.06850364563386861,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2518,1529865.96,5.0,5584010.75,-0.336889333243427,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2519,1511167.75,19.0,20959896.69,3.7183623735811313,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,558858.77,14.0,5711536.63,-0.7829429658563162,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2521,535907.51,13.0,5085762.27,-0.3232245484318581,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2522,527409.77,15.0,5775136.98,-0.08593828836549429,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2523,542522.66,11.0,4356456.96,-0.8695177786386719,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2524,543994.92,16.0,6353860.67,-0.5749227625922192,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2525,719587.31,12.0,6303584.84,0.1905007958955631,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2526,699572.65,10.0,5106880.34,-0.9605205421919935,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2527,725231.87,6.0,3176515.59,-1.3272088340124624,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2528,667923.56,8.0,3900673.59,-1.0208703595352104,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2529,709640.2,11.0,5698410.81,-0.017510013424791523,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2530,874541.43,11.0,7022567.68,-0.3657533649497501,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2531,870839.64,23.0,14621397.56,0.5859472687487748,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2532,897132.93,19.0,12443233.74,2.6325169216902116,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2533,895888.05,10.0,6539982.77,-0.2601096780464903,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2534,891913.59,14.0,9115356.89,0.08944759383836876,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2535,1588227.15,9.0,10434652.38,-0.1100807394916613,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,1479348.75,13.0,14039019.64,1.3878317520371841,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2537,1581154.9,9.0,10388187.69,0.7694689529220184,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2538,1549682.93,9.0,10181416.85,1.3300671164034308,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,1612015.61,5.0,5883856.98,-0.10359878565863913,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2540,1627013.04,3.0,3563158.56,-0.8776092165655943,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2541,1653456.27,8.0,9656184.62,1.52967167661065,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2542,1595836.27,8.0,5824802.39,-0.7396147293731512,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2543,1709028.67,7.0,8733136.5,0.4903135869783444,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2544,1665050.94,3.0,3646461.56,-1.157855459087519,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2545,1516709.47,5.0,5535989.57,-0.9047053709743464,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,1461919.96,10.0,10672015.71,0.18930788062084902,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,1555470.09,8.0,9083945.33,1.5445114470972952,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2548,1550431.33,13.0,14713593.32,1.228430949428111,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,1444364.19,10.0,10543858.59,0.027435618390424656,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550,543204.64,2.0,793078.77,-2.0997213414140323,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2551,547157.74,15.0,5991377.25,-0.3266464690098478,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2552,542022.61,21.0,8309206.61,0.22598411074179683,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2553,528107.6,7.0,2698629.84,-1.3999098581039808,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2554,530356.22,12.0,4645920.49,-0.03201722144589561,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2555,727013.25,9.0,4776477.05,-0.3702897548992784,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2556,681703.7,7.0,3483505.91,-1.3171009470314186,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2557,674533.44,9.0,4431684.7,-1.0439361162232632,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2558,724448.77,7.0,3701933.21,-0.7406988870817502,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2559,703638.01,8.0,4109245.98,0.18314843911988118,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2560,929100.8,8.0,5425948.67,0.6584288730569618,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2561,933907.23,9.0,6135770.5,-0.4330188074799802,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2562,911090.84,13.0,8646252.07,0.08404609013684468,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2563,883610.76,11.0,7095394.4,-0.08210377050836172,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2564,928498.83,13.0,8811453.9,-0.07849921846698364,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2565,1522465.97,10.0,11114001.58,0.8846002114753044,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2566,1549538.15,9.0,10180465.65,0.81595872974914,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567,1530042.09,10.0,11169307.26,0.5901511015916043,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2568,1502044.84,9.0,9868434.6,0.6595549020937024,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2569,1610939.71,8.0,9407887.91,-0.03602023001123207,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2570,1686533.47,6.0,7387016.6,0.5474466497433774,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2571,1573869.38,2.0,2297849.29,-1.3725312991196241,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2572,1693113.77,2.0,2471946.1,-1.260302039015373,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2573,1666866.17,6.0,7300873.82,-0.1551460889518282,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2574,1655409.53,6.0,7250693.74,0.5719351640688248,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2575,1488211.81,11.0,11950340.83,-0.02870743421952645,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2576,1502818.6,9.0,9873518.2,-0.009128235115409314,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2577,1515640.14,7.0,7744921.12,0.9150656944702676,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,1529052.34,3.0,3348624.62,-1.022044606712039,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2579,1534089.44,6.0,6719311.75,-0.657958652314058,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2580,534861.6,10.0,3904489.68,-1.0883937631671896,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2581,530405.68,14.0,5420746.05,-0.2877609070097292,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2582,558291.48,10.0,4075527.8,-0.8400200990226667,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2583,575163.94,15.0,6298045.14,0.05692340115380955,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2584,572411.68,9.0,3760744.74,-0.5537780625625256,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2585,686116.73,8.0,4006921.7,-0.9197361795338042,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2586,671386.32,5.0,2450560.07,-0.49497967467618614,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2587,720840.85,10.0,5262138.2,-0.6255890042138547,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2588,699565.47,8.0,4085462.34,-1.0605953769610992,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2589,707805.4,4.0,2066791.77,-1.0758625084329418,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2590,878014.06,16.0,10255204.22,0.7599759892939794,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2591,881077.06,14.0,9004607.55,0.2842053546567974,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2592,938096.89,15.0,10272160.95,0.8179819682214468,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2593,869575.58,15.0,9521852.6,-0.1416931046430162,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2594,924637.37,11.0,7424838.08,-0.4387046662795528,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2595,1493412.39,8.0,8721528.36,0.36250254746892535,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2596,1616540.88,10.0,11800748.42,0.13705679925775383,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2597,1514335.25,11.0,12160112.06,0.42930646644617715,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2598,1560363.06,4.0,4556260.14,-0.8506474639107824,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2599,1538588.4,12.0,13478034.38,0.9004783120932981,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,1614912.77,7.0,8252204.25,0.10106041531270314,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2601,1587452.27,1.0,1158840.16,-1.3594248996681653,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2602,1695634.99,7.0,8664694.8,0.8948223662448392,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2603,1574926.25,12.0,13796353.95,1.9377395030893105,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2604,1616794.81,3.0,3540780.63,-0.10302104550306052,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2605,1529377.34,5.0,5582227.29,-0.20313497429707172,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2606,1488509.25,6.0,6519670.51,-0.4871506041717038,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2607,1562445.76,7.0,7984097.83,0.024428165384871907,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,1433799.75,5.0,5233369.09,-0.41212726188622273,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2609,1442866.58,10.0,10532926.03,1.1571664559445423,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,529108.22,7.0,2703743.0,-1.2311979129667032,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2611,570913.79,12.0,5001204.8,-0.5517701210297844,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2612,526536.26,12.0,4612457.64,-0.7213465672150592,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2613,560122.15,21.0,8586672.56,1.869663148084691,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2614,566843.18,12.0,4965546.26,-0.5327277551149505,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2615,724349.61,6.0,3172651.29,-1.2358117254443508,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2616,722905.84,6.0,3166327.58,-1.3192334158954564,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2617,679719.11,7.0,3473364.65,-1.284901937116807,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2618,676434.95,7.0,3456582.59,-0.5650439483790453,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2619,703178.1,14.0,7186480.18,2.2838390685457,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2620,916222.81,19.0,12708010.37,1.144158071254497,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2621,894829.28,20.0,13064507.49,1.43025476698804,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2622,905135.21,12.0,7928984.44,1.203463478393341,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2623,878654.69,16.0,10262686.78,1.410173905504256,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2624,891692.06,16.0,10414963.26,0.13651713972808774,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2625,1572320.15,9.0,10330143.39,1.8374521418584542,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2626,1473890.13,11.0,11835337.74,1.7350893544406305,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,1536045.87,8.0,8970507.88,0.20418490107679324,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2628,1520563.48,7.0,7770079.38,0.3128671388944578,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2629,1590355.41,10.0,11609594.49,0.3841721465820098,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2630,1655140.69,6.0,7249516.22,-0.5750573442557613,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2631,1600412.51,3.0,3504903.4,-0.6077050530100497,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2632,1651164.52,6.0,7232100.6,0.8714233325596913,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2633,1641654.27,1.0,1198407.62,-1.8865543144490688,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2634,1649851.7,8.0,9635133.93,0.586777299720304,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2635,1435305.0,12.0,12573271.8,0.9094107693428741,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2636,1549985.1,13.0,14709358.6,1.541226800239562,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2637,1454623.63,8.0,8495002.0,0.542327642349967,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2638,1425883.77,4.0,4163580.61,-0.8626551091997808,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2639,1499704.33,7.0,7663489.13,-0.14050618570186887,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2640,534610.38,9.0,3512390.2,-1.0355544901331635,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2641,558495.97,17.0,6930934.99,-0.5974665062189854,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2642,525103.18,23.0,8816482.39,0.09993471876443404,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2643,531817.25,10.0,3882265.92,-0.7714304944765586,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2644,576069.59,12.0,5046369.61,-0.13554541037288934,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2645,733886.62,6.0,3214423.4,-0.4981636729422312,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2646,692625.51,8.0,4044932.98,-1.163567855678087,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2647,711513.66,7.0,3635834.8,-0.8406660007706849,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2648,728911.86,11.0,5853162.24,-0.4215609587807815,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2649,667132.05,10.0,4870063.96,0.34823413634450373,1,1.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2650,876228.97,12.0,7675765.78,1.0138571835535894,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2651,897558.83,20.0,13104358.92,0.9925027324796427,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2652,867324.0,17.0,10763490.84,0.28489919683204407,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2653,885735.02,8.8,5819279.08,-0.463142177888529,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2654,936490.4,20.0,13672759.84,2.0734569470062483,1,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2655,1581166.87,8.0,9234014.52,0.5648785950925584,1,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
