Unnamed: 0,Index,Price,Units_Sold,Stock_Quantity,COGS,Avg_Inventory,Reorder_Point,Lead_Time_Days,Inventory_Turnover_Ratio,Days_Sales_Inventory,Month,Quarter,Is_Weekend,Is_Holiday,Promotion_Active,Seasonality_Flag,Day,Company_Hyundai India,Company_Maruti Suzuki,Company_Tata Motors,Car_Model_Alcazar,Car_Model_Baleno,Car_Model_Brezza,Car_Model_Creta,Car_Model_Dzire,Car_Model_Ertiga,Car_Model_Grand Vitara,Car_Model_Harrier,Car_Model_Nexon,Car_Model_Nexon EV,Car_Model_Safari,Car_Model_Swift,Car_Model_Tiago,Car_Model_Tigor,Car_Model_Tucson,Car_Model_Venue,Car_Model_Verna,Car_Model_i20,Car_Type_Compact SUV,Car_Type_Electric SUV,Car_Type_Hatchback,Car_Type_MPV,Car_Type_Premium Hatchback,Car_Type_Premium SUV,Car_Type_SUV,Car_Type_Sedan,Day_of_Week_Friday,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday,Region_Central,Region_East,Region_North,Region_South,Region_West,Season_Festive,Season_Monsoon,Season_Summer,Season_Winter
8992,8992,1699436.7,11.0,112.0,13646476.7,104.5,34.0,5.0,130588.294,0.0,10,4,0,0,1,1.35,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8993,8993,1574319.49,7.0,137.0,,105.0,38.0,7.0,76616.882,0.0,10,4,0,0,0,1.35,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8994,8994,1623942.15,7.0,196.0,8298344.39,163.5,,5.0,50754.4,0.01,10,4,0,0,0,1.35,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8995,8995,1427304.91,9.0,,9377393.26,184.0,24.0,14.0,50964.094,0.01,10,4,0,0,0,1.35,27,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8996,8996,1552431.12,13.0,180.0,14732571.33,211.5,53.0,14.0,69657.548,0.01,10,4,0,0,0,1.35,27,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
8997,8997,1531025.49,8.0,72.0,8941188.86,112.5,51.0,8.0,79477.234,0.0,10,4,0,0,0,1.35,27,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8998,8998,1447360.5,11.0,209.0,11622304.82,189.5,45.0,13.0,61331.424,0.01,10,4,0,0,0,1.35,27,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8999,8999,1566920.03,7.0,266.0,8006961.35,193.5,18.0,5.0,41379.645,0.01,10,4,0,0,0,1.35,27,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9000,9000,559005.91,9.0,159.0,3672668.83,152.0,34.0,11.0,24162.295,0.02,10,4,1,0,1,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
9001,9001,564332.92,14.0,96.0,5767482.44,153.0,37.0,11.0,37695.964,0.01,10,4,1,0,0,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
9002,9002,525175.64,15.0,83.0,5750673.26,152.0,46.0,5.0,37833.377,0.01,10,4,1,0,0,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
9003,9003,525152.71,13.0,130.0,4983699.22,169.0,21.0,15.0,29489.344,0.01,10,4,1,0,1,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
9004,9004,533295.68,18.0,116.0,7007505.24,161.0,30.0,8.0,43524.877,0.01,10,4,1,0,0,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
9005,9005,690440.27,4.0,250.0,2016085.59,203.5,29.0,5.0,9907.054,0.04,10,4,1,0,0,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
9006,9006,675939.16,11.0,247.0,5427791.45,225.5,32.0,4.0,24070.029,0.02,10,4,1,0,0,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
9007,9007,672206.34,9.0,103.0,4416395.65,176.0,52.0,7.0,25093.157,0.01,10,4,1,0,1,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
9008,9008,672105.77,10.0,233.0,4906372.12,200.0,27.0,6.0,24531.861,0.01,10,4,1,0,0,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
9009,9009,732626.25,10.0,66.0,5348171.62,77.5,22.0,11.0,69008.666,0.01,10,4,1,0,0,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
9010,9010,858789.11,16.0,256.0,10030656.8,191.0,30.0,5.0,52516.528,0.01,10,4,1,0,1,1.35,28,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
9011,9011,906783.29,15.0,189.0,9929277.03,169.5,41.0,,58579.805,0.01,10,4,1,0,1,1.35,28,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
9012,9012,859422.74,20.0,45.0,12547572.0,101.0,33.0,13.0,124233.386,0.0,10,4,1,0,0,1.35,28,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
9013,9013,884446.35,18.0,208.0,11621625.04,189.5,29.0,15.0,61327.837,0.01,10,4,1,0,1,1.35,28,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
9014,9014,858648.54,20.0,109.0,12536268.68,92.5,24.0,4.0,135527.229,0.0,10,4,1,0,1,1.35,28,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
9015,9015,1593735.54,11.0,138.0,12797696.39,107.0,27.0,15.0,119604.639,0.0,10,4,1,0,0,1.35,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
9016,9016,1520225.3,12.0,274.0,13317173.63,225.5,51.0,12.0,59056.202,0.01,10,4,1,0,0,1.35,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
9017,9017,1525070.12,23.0,171.0,25605927.31,116.5,38.0,15.0,219793.367,0.0,10,4,1,0,0,1.35,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
9018,9018,1610437.35,13.0,143.0,15283050.45,151.5,33.0,15.0,100878.221,0.0,10,4,1,0,0,1.35,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
9019,9019,1561703.73,16.0,107.0,18240699.57,74.5,45.0,10.0,244841.605,0.0,10,4,1,0,0,1.35,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
9020,9020,1637808.32,,139.0,11956000.74,171.5,57.0,4.0,69714.29,0.01,10,4,1,0,0,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
9021,9021,1605665.26,14.0,125.0,16409898.96,146.0,51.0,7.0,112396.568,0.0,10,4,1,0,1,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
9022,9022,1701524.32,9.0,117.0,11179014.78,106.0,30.0,11.0,105462.404,0.0,10,4,1,0,0,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
9023,9023,1712239.45,9.0,111.0,11249413.19,122.5,22.0,9.0,91831.944,0.0,10,4,1,0,1,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
9024,9024,1651300.24,,103.0,7232695.05,132.0,38.0,15.0,54793.144,0.01,10,4,1,0,0,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
9025,9025,1485860.0,17.0,94.0,18439522.6,140.0,26.0,8.0,131710.876,0.0,10,4,1,0,1,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
9026,9026,1473667.72,6.0,272.0,6454664.61,239.0,29.0,10.0,27006.965,0.01,10,4,1,0,0,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
9027,9027,1448278.78,12.0,50.0,12686922.11,79.0,51.0,15.0,160593.951,0.0,10,4,1,0,1,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
9028,9028,1562235.43,18.0,100.0,20527773.55,117.5,37.0,10.0,174704.456,0.0,10,4,1,0,0,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
9029,9029,1453485.41,13.0,174.0,13793576.54,115.5,56.0,10.0,119424.905,0.0,10,4,1,0,1,1.35,28,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
9030,9030,570478.28,13.0,181.0,5413838.88,167.0,20.0,11.0,32418.197,0.01,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
9031,9031,566547.53,18.0,269.0,,245.5,36.0,13.0,30323.562,0.01,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
9032,9032,544525.09,14.0,137.0,5565046.42,111.5,22.0,8.0,49910.73,0.01,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
9033,9033,566196.55,23.0,258.0,9506440.07,198.5,49.0,5.0,47891.386,0.01,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
9034,9034,565555.15,24.0,233.0,9908526.23,170.5,42.0,5.0,58114.523,0.01,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
9035,9035,678758.06,,108.0,5945920.61,178.0,31.0,13.0,33404.048,0.01,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
9036,9036,679489.46,10.0,263.0,4960273.06,237.5,40.0,12.0,20885.36,0.02,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
9037,9037,711386.05,5.0,247.0,2596559.08,239.0,22.0,9.0,10864.264,0.03,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
9038,9038,689309.6,12.0,126.0,6038352.1,177.0,32.0,6.0,34114.984,0.01,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
9039,9039,678659.21,10.0,191.0,4954212.23,135.5,27.0,5.0,36562.452,0.01,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
9040,9040,902994.05,25.0,147.0,16479641.41,123.0,55.0,7.0,133980.824,0.0,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
9041,9041,859980.45,18.0,70.0,,85.5,22.0,11.0,132165.416,0.0,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
9042,9042,872891.26,21.0,274.0,13381423.02,245.0,52.0,9.0,54618.053,0.01,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
9043,9043,914080.36,21.0,181.0,14012851.92,167.5,33.0,15.0,83658.817,0.0,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
9044,9044,935318.44,14.0,164.0,9558954.46,183.0,35.0,15.0,52234.724,0.01,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
9045,9045,1503977.18,8.0,56.0,8783226.73,123.5,50.0,8.0,71119.245,0.01,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
9046,9046,1549200.57,13.0,77.0,14701913.41,66.5,35.0,11.0,221081.405,0.0,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
9047,9047,1475757.38,5.0,101.0,5386514.44,117.0,47.0,14.0,46038.585,0.01,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
9048,9048,1511390.9,16.0,177.0,17653045.71,202.0,40.0,8.0,87391.315,0.0,10,4,1,0,1,1.35,29,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
9049,9049,1545364.43,13.0,159.0,14665508.44,129.0,55.0,6.0,113686.112,0.0,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
9050,9050,1650650.41,10.0,113.0,12049747.99,165.0,30.0,11.0,73028.776,0.0,10,4,1,0,1,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
9051,9051,1692158.62,7.0,125.0,8646930.55,182.5,22.0,13.0,47380.441,0.01,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
9052,9052,1568192.4,7.0,113.0,8013463.16,117.5,20.0,4.0,68199.686,0.01,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
9053,9053,1640693.73,11.0,128.0,13174770.65,97.5,52.0,14.0,135125.853,0.0,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
9054,9054,1581910.3,6.0,144.0,6928767.11,163.5,29.0,9.0,42377.78,0.01,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
9055,9055,1535583.98,17.0,239.0,19056597.19,179.0,51.0,15.0,106461.437,0.0,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
9056,9056,1526012.55,13.0,109.0,14481859.1,157.0,39.0,9.0,92241.141,0.0,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
9057,9057,1515701.92,9.0,205.0,9958161.61,206.0,45.0,11.0,48340.59,0.01,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
9058,9058,1425788.57,14.0,49.0,14571559.19,111.0,34.0,4.0,131275.308,0.0,10,4,1,0,1,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
9059,9059,1458015.77,13.0,198.0,13836569.66,178.5,18.0,4.0,77515.796,0.0,10,4,1,0,0,1.35,29,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
9060,9060,523567.08,21.0,158.0,8026283.34,109.5,42.0,10.0,73299.391,0.0,10,4,0,0,0,1.35,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9061,9061,566574.3,10.0,94.0,4135992.39,86.0,56.0,5.0,48092.935,0.01,10,4,0,0,0,1.35,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9062,9062,544630.97,21.0,,8349192.77,151.0,31.0,7.0,55292.667,0.01,10,4,0,0,0,1.35,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9063,9063,531232.04,23.0,125.0,8919385.95,181.0,26.0,13.0,49278.375,0.01,10,4,0,0,0,1.35,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9064,9064,575433.39,22.0,252.0,9241460.24,239.0,33.0,7.0,38667.198,0.01,10,4,0,0,0,1.35,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9065,9065,734967.81,13.0,,6974844.52,159.5,55.0,12.0,43729.433,0.01,10,4,0,0,0,1.35,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9066,9066,702667.94,9.0,142.0,4616528.37,95.5,47.0,14.0,48340.611,0.01,10,4,0,0,0,1.35,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9067,9067,729522.25,3.0,185.0,1597653.73,180.0,55.0,7.0,8875.854,0.04,10,4,0,0,1,1.35,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9068,9068,694842.18,14.0,241.0,7101287.08,218.5,40.0,15.0,32500.17,0.01,10,4,0,0,0,1.35,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9069,9069,704517.33,15.0,45.0,7714464.76,116.0,35.0,14.0,66504.007,0.01,10,4,0,0,1,1.35,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9070,9070,931818.87,20.0,261.0,13604555.5,246.5,21.0,13.0,55190.895,0.01,10,4,0,0,0,1.35,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9071,9071,865120.0,27.0,52.0,17051515.2,55.0,34.0,7.0,310027.549,0.0,10,4,0,0,1,1.35,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9072,9072,893165.49,18.0,202.0,11736194.54,170.5,40.0,10.0,68833.986,0.01,10,4,0,0,0,1.35,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9073,9073,903388.88,20.0,208.0,13189477.65,153.0,43.0,7.0,86205.736,0.0,10,4,0,0,1,1.35,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9074,9074,903195.98,12.0,56.0,7911996.78,139.5,42.0,9.0,56716.823,0.01,10,4,0,0,1,1.35,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9075,9075,1516376.01,12.0,237.0,13283453.85,225.0,36.0,11.0,59037.573,0.01,10,4,0,0,1,1.35,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9076,9076,1605771.35,12.0,195.0,14066557.03,161.0,39.0,12.0,87369.919,0.0,10,4,0,0,1,1.35,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9077,9077,1525673.64,18.0,244.0,20047351.63,194.5,56.0,11.0,103071.217,0.0,10,4,0,0,0,1.35,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9078,9078,1472580.8,16.0,56.0,17199743.74,111.0,43.0,15.0,154952.646,0.0,10,4,0,0,0,1.35,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9079,9079,1482145.0,14.0,131.0,15147521.9,131.5,24.0,4.0,115190.281,0.0,10,4,0,0,1,1.35,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
