Date,Company,Car_Model,Car_Type,Region,Price,Units_Sold,Stock_Quantity,COGS,Avg_Inventory,Reorder_Point,Lead_Time_Days,Inventory_Turnover_Ratio,Days_Sales_Inventory,Season,Month,Quarter,Day_of_Week,Is_Weekend,Is_Holiday,Promotion_Active,Seasonality_Flag,Dealer_Network_Size,Service_Type
2023-04-20,Maruti Suzuki,Ertiga,MPV,East,952664.46,4.0,85.0,2857993.38,103.0,36.0,14.0,27747.509,0.01,Summer,4,2,Thursday,0,0,0,1.0,71,Arena
2023-04-20,Maruti Suzuki,Ertiga,MPV,West,981313.88,10.0,250.0,7359854.1,237.5,36.0,3.0,30988.859,0.01,Summer,4,2,Thursday,0,0,0,1.0,148,Nexa
2023-04-20,Maruti Suzuki,Ertiga,MPV,Central,905956.68,7.0,219.0,4756272.57,217.5,48.0,5.0,21867.92,0.02,Summer,4,2,Thursday,0,0,0,1.0,162,Arena
2023-04-20,Maruti Suzuki,Baleno,Premium Hatchback,North,754942.37,,240.0,9059308.44,202.0,51.0,8.0,44848.062,0.01,Summer,4,2,Thursday,0,0,0,1.0,95,Arena
2023-04-20,Maruti Suzuki,Baleno,Premium Hatchback,South,718190.83,10.0,232.0,5386431.22,137.5,35.0,6.0,39174.045,0.01,Summer,4,2,Thursday,0,0,0,1.0,101,Nexa
2023-04-20,Maruti Suzuki,Baleno,Premium Hatchback,East,783786.72,8.0,153.0,4702720.32,144.5,26.0,8.0,32544.777,0.01,Summer,4,2,Thursday,0,0,1,1.0,177,Arena
2023-04-20,Maruti Suzuki,Baleno,Premium Hatchback,West,713154.83,8.0,281.0,4278928.98,219.5,36.0,9.0,19493.982,0.02,Summer,4,2,Thursday,0,0,0,1.0,192,Arena
2023-04-20,Maruti Suzuki,Baleno,Premium Hatchback,Central,759371.88,6.0,223.0,3417173.46,228.5,23.0,11.0,14954.807,0.02,Summer,4,2,Thursday,0,0,0,1.0,142,Arena
2023-04-20,Maruti Suzuki,Grand Vitara,SUV,North,1380963.41,9.0,135.0,9321503.02,139.0,47.0,14.0,67061.173,0.01,Summer,4,2,Thursday,0,0,0,1.12,170,Nexa
2023-04-20,Maruti Suzuki,Grand Vitara,SUV,South,1516758.26,4.0,84.0,4550274.78,181.5,51.0,7.0,25070.384,0.01,Summer,4,2,Thursday,0,0,0,1.12,74,Nexa
2023-04-20,Maruti Suzuki,Grand Vitara,SUV,East,1418571.21,8.0,166.0,8511427.26,176.0,33.0,9.0,48360.382,0.01,Summer,4,2,Thursday,0,0,1,1.12,114,Arena
2023-04-20,Maruti Suzuki,Grand Vitara,SUV,West,1385839.34,8.0,252.0,8315036.04,197.5,43.0,8.0,42101.448,0.01,Summer,4,2,Thursday,0,0,0,1.12,181,Nexa
2023-04-20,Maruti Suzuki,Grand Vitara,SUV,Central,1451676.33,7.0,189.0,7621300.73,183.5,27.0,14.0,41532.974,0.01,Summer,4,2,Thursday,0,0,0,1.12,181,Nexa
2023-04-21,Maruti Suzuki,Swift,Hatchback,North,655758.36,12.0,168.0,5901825.24,145.0,54.0,5.0,40702.243,0.01,Summer,4,2,Friday,0,0,1,1.0,134,Nexa
2023-04-21,Maruti Suzuki,Swift,Hatchback,South,641433.54,14.0,99.0,6735052.17,96.5,31.0,4.0,69793.287,0.01,Summer,4,2,Friday,0,0,0,1.0,128,Nexa
2023-04-21,Maruti Suzuki,Swift,Hatchback,East,672026.31,16.0,93.0,8064315.72,114.5,53.0,9.0,70430.705,0.01,Summer,4,2,Friday,0,0,0,1.0,102,Arena
2023-04-21,Maruti Suzuki,Swift,Hatchback,West,675633.41,13.0,182.0,6587425.75,115.5,24.0,8.0,57033.989,0.01,Summer,4,2,Friday,0,0,1,1.0,150,Arena
2023-04-21,Maruti Suzuki,Swift,Hatchback,Central,633183.23,24.0,226.0,11397298.14,149.0,55.0,10.0,76491.934,0.0,Summer,4,2,Friday,0,0,0,1.0,183,Nexa
2023-04-21,Maruti Suzuki,Dzire,Sedan,North,692778.86,11.0,175.0,5715425.6,211.0,58.0,,27087.325,0.01,Summer,4,2,Friday,0,0,0,1.12,70,Nexa
2023-04-21,Maruti Suzuki,Dzire,Sedan,South,742743.89,9.0,290.0,5013521.26,175.5,50.0,12.0,28567.073,0.01,Summer,4,2,Friday,0,0,1,1.12,76,Nexa
2023-04-21,Maruti Suzuki,Dzire,Sedan,East,736447.48,13.0,64.0,7180362.93,74.0,38.0,7.0,97031.931,0.0,Summer,4,2,Friday,0,0,0,1.12,135,Nexa
2023-04-21,Maruti Suzuki,Dzire,Sedan,West,721307.98,21.0,109.0,11360600.69,119.5,43.0,8.0,95067.788,0.0,Summer,4,2,Friday,0,0,0,1.12,163,Nexa
2023-04-21,Maruti Suzuki,Dzire,Sedan,Central,690005.04,8.0,142.0,4140030.24,126.5,47.0,3.0,32727.512,0.01,Summer,4,2,Friday,0,0,1,1.12,175,Nexa
2023-04-21,Maruti Suzuki,Brezza,Compact SUV,North,1109814.15,13.0,255.0,10820687.96,181.5,55.0,9.0,59618.115,0.01,Summer,4,2,Friday,0,0,0,1.12,68,Arena
2023-04-21,Maruti Suzuki,Brezza,Compact SUV,South,1153351.81,18.0,159.0,15570249.44,181.0,58.0,10.0,86023.478,0.0,Summer,4,2,Friday,0,0,0,1.12,192,Nexa
2023-04-21,Maruti Suzuki,Brezza,Compact SUV,East,1105037.91,21.0,190.0,17404347.08,223.5,22.0,11.0,77871.799,0.0,Summer,4,2,Friday,0,0,0,1.12,89,Arena
2023-04-21,Maruti Suzuki,Brezza,Compact SUV,West,1117402.44,8.0,137.0,6704414.64,157.5,39.0,6.0,42567.712,0.01,Summer,4,2,Friday,0,0,0,1.12,149,Nexa
2023-04-21,Maruti Suzuki,Brezza,Compact SUV,Central,1153541.13,7.0,289.0,6056090.93,265.0,58.0,3.0,22853.173,0.02,Summer,4,2,Friday,0,0,0,1.12,134,Arena
2023-04-21,Maruti Suzuki,Ertiga,MPV,North,942490.51,6.0,168.0,4241207.29,169.5,49.0,,25021.872,0.01,Summer,4,2,Friday,0,0,0,1.0,91,Nexa
2023-04-21,Maruti Suzuki,Ertiga,MPV,South,932288.57,2.0,295.0,1398432.85,239.0,49.0,8.0,5851.183,0.06,Summer,4,2,Friday,0,0,0,1.0,57,Arena
2023-04-21,Maruti Suzuki,Ertiga,MPV,East,981470.04,9.0,88.0,6624922.77,124.0,51.0,6.0,53426.797,0.01,Summer,4,2,Friday,0,0,0,1.0,141,Arena
2023-04-21,Maruti Suzuki,Ertiga,MPV,West,994931.39,5.0,81.0,3730992.71,171.0,36.0,10.0,21818.671,0.02,Summer,4,2,Friday,0,0,1,1.0,134,Arena
2023-04-21,Maruti Suzuki,Ertiga,MPV,Central,915880.24,6.0,101.0,4121461.08,104.5,26.0,8.0,39439.819,0.01,Summer,4,2,Friday,0,0,1,1.0,151,Nexa
2023-04-21,Maruti Suzuki,Baleno,Premium Hatchback,North,756131.47,12.0,220.0,6805183.23,215.0,45.0,5.0,31652.015,0.01,Summer,4,2,Friday,0,0,0,1.0,126,Nexa
2023-04-21,Maruti Suzuki,Baleno,Premium Hatchback,South,715866.02,7.0,159.0,3758296.6,129.0,20.0,14.0,29134.082,0.01,Summer,4,2,Friday,0,0,0,1.0,142,Arena
2023-04-21,Maruti Suzuki,Baleno,Premium Hatchback,East,722472.37,11.0,272.0,5960397.05,164.0,33.0,7.0,36343.884,0.01,Summer,4,2,Friday,0,0,0,1.0,197,Arena
2023-04-21,Maruti Suzuki,Baleno,Premium Hatchback,West,746050.78,9.0,188.0,5035842.76,202.0,32.0,10.0,24929.915,0.01,Summer,4,2,Friday,0,0,1,1.0,87,Nexa
2023-04-21,Maruti Suzuki,Baleno,Premium Hatchback,Central,786303.91,9.0,114.0,,107.0,23.0,6.0,49603.284,0.01,Summer,4,2,Friday,0,0,0,1.0,128,Nexa
2023-04-21,Maruti Suzuki,Grand Vitara,SUV,North,1480489.42,6.0,264.0,6662202.39,229.5,48.0,4.0,29029.204,0.01,Summer,4,2,Friday,0,0,1,1.12,122,Arena
2023-04-21,Maruti Suzuki,Grand Vitara,SUV,South,1416196.1,7.0,216.0,7435029.53,157.5,32.0,9.0,47206.537,0.01,Summer,4,2,Friday,0,0,0,1.12,160,Arena
2023-04-21,Maruti Suzuki,Grand Vitara,SUV,East,1447336.53,10.0,269.0,10855023.97,236.0,48.0,6.0,45995.864,0.01,Summer,4,2,Friday,0,0,1,1.12,95,Nexa
2023-04-21,Maruti Suzuki,Grand Vitara,SUV,West,1475890.16,6.0,226.0,6641505.72,252.0,49.0,5.0,26355.181,0.01,Summer,4,2,Friday,0,0,0,1.12,116,Arena
2023-04-21,Maruti Suzuki,Grand Vitara,SUV,Central,1398627.92,9.0,235.0,9440738.46,200.0,,5.0,47203.692,0.01,Summer,4,2,Friday,0,0,1,1.12,184,Arena
2023-04-22,Maruti Suzuki,Swift,Hatchback,North,658496.39,16.0,135.0,7901956.68,202.5,21.0,8.0,39022.008,0.01,Summer,4,2,Saturday,1,0,0,1.0,100,Arena
2023-04-22,Maruti Suzuki,Swift,Hatchback,South,666662.82,20.0,266.0,9999942.3,249.0,40.0,9.0,40160.411,0.01,Summer,4,2,Saturday,1,0,0,1.0,186,Nexa
2023-04-22,Maruti Suzuki,Swift,Hatchback,East,639070.54,14.0,118.0,6710240.67,147.5,20.0,12.0,45493.157,0.01,Summer,4,2,Saturday,1,0,1,1.0,67,Arena
2023-04-22,Maruti Suzuki,Swift,Hatchback,West,673554.82,11.0,209.0,5556827.26,228.5,29.0,5.0,24318.719,0.02,Summer,4,2,Saturday,1,0,0,1.0,176,Arena
2023-04-22,Maruti Suzuki,Swift,Hatchback,Central,639830.52,15.0,113.0,7198093.35,109.5,33.0,11.0,65736.012,0.01,Summer,4,2,Saturday,1,0,0,1.0,106,Arena
2023-04-22,Maruti Suzuki,Dzire,Sedan,North,750278.04,10.0,183.0,5627085.3,207.5,26.0,5.0,27118.483,0.01,Summer,4,2,Saturday,1,0,0,1.12,60,Arena
2023-04-22,Maruti Suzuki,Dzire,Sedan,South,734349.19,13.0,58.0,7159904.6,58.5,40.0,8.0,122391.532,0.0,Summer,4,2,Saturday,1,0,1,1.12,109,Arena
2023-04-22,Maruti Suzuki,Dzire,Sedan,East,729279.67,17.0,57.0,9298315.79,152.5,40.0,13.0,60972.563,0.01,Summer,4,2,Saturday,1,0,1,1.12,165,Arena
2023-04-22,Maruti Suzuki,Dzire,Sedan,West,723794.26,18.0,136.0,9771222.51,169.0,55.0,13.0,57817.885,0.01,Summer,4,2,Saturday,1,0,1,1.12,79,Nexa
2023-04-22,Maruti Suzuki,Dzire,Sedan,Central,717528.11,10.0,195.0,5381460.83,223.0,57.0,5.0,24132.111,0.02,Summer,4,2,Saturday,1,0,0,1.12,192,Arena
2023-04-22,Maruti Suzuki,Brezza,Compact SUV,North,1088688.39,10.0,284.0,8165162.92,275.5,39.0,13.0,29637.615,0.01,Summer,4,2,Saturday,1,0,0,1.12,66,Arena
2023-04-22,Maruti Suzuki,Brezza,Compact SUV,South,1151078.07,10.0,94.0,8633085.53,149.5,25.0,14.0,57746.392,0.01,Summer,4,2,Saturday,1,0,0,1.12,115,Nexa
2023-04-22,Maruti Suzuki,Brezza,Compact SUV,East,1135544.73,13.0,84.0,11071561.12,127.0,31.0,6.0,87177.647,0.0,Summer,4,2,Saturday,1,0,0,1.12,69,Arena
2023-04-22,Maruti Suzuki,Brezza,Compact SUV,West,1119928.0,15.0,78.0,12599190.0,140.5,22.0,8.0,89673.95,0.0,Summer,4,2,Saturday,1,0,0,1.12,133,Nexa
2023-04-22,Maruti Suzuki,Brezza,Compact SUV,Central,1073596.81,16.0,145.0,12883161.72,114.5,34.0,5.0,112516.696,0.0,Summer,4,2,Saturday,1,0,1,1.12,196,Nexa
2023-04-22,Maruti Suzuki,Ertiga,MPV,North,936649.33,5.0,290.0,3512434.99,272.5,56.0,10.0,12889.67,0.03,Summer,4,2,Saturday,1,0,0,1.0,142,Arena
2023-04-22,Maruti Suzuki,Ertiga,MPV,South,954917.32,6.0,94.0,4297127.94,109.5,40.0,14.0,39243.178,0.01,Summer,4,2,Saturday,1,0,1,1.0,193,Arena
2023-04-22,Maruti Suzuki,Ertiga,MPV,East,964419.35,10.0,297.0,7233145.12,245.5,35.0,14.0,29462.913,0.01,Summer,4,2,Saturday,1,0,0,1.0,119,Arena
2023-04-22,Maruti Suzuki,Ertiga,MPV,West,993773.97,7.0,156.0,5217313.34,174.0,33.0,4.0,29984.559,0.01,Summer,4,2,Saturday,1,0,0,1.0,58,Arena
2023-04-22,Maruti Suzuki,Ertiga,MPV,Central,910885.82,8.0,195.0,5465314.92,157.0,21.0,5.0,34810.923,0.01,Summer,4,2,Saturday,1,0,0,1.0,125,Arena
2023-04-22,Maruti Suzuki,Baleno,Premium Hatchback,North,716680.14,11.0,214.0,5912611.15,198.5,27.0,14.0,29786.454,0.01,Summer,4,2,Saturday,1,0,1,1.0,118,Arena
2023-04-22,Maruti Suzuki,Baleno,Premium Hatchback,South,764037.96,8.0,278.0,4584227.76,221.5,37.0,4.0,20696.288,0.02,Summer,4,2,Saturday,1,0,0,1.0,194,Nexa
2023-04-22,Maruti Suzuki,Baleno,Premium Hatchback,East,727300.98,12.0,217.0,6545708.82,225.5,55.0,13.0,29027.534,0.01,Summer,4,2,Saturday,1,0,0,1.0,179,Arena
2023-04-22,Maruti Suzuki,Baleno,Premium Hatchback,West,727023.65,15.0,,8179016.06,205.5,33.0,4.0,39800.565,0.01,Summer,4,2,Saturday,1,0,0,1.0,112,Nexa
2023-04-22,Maruti Suzuki,Baleno,Premium Hatchback,Central,717073.92,6.0,178.0,3226832.64,135.5,,4.0,23814.263,0.02,Summer,4,2,Saturday,1,0,0,1.0,69,Arena
2023-04-22,Maruti Suzuki,Grand Vitara,SUV,North,1438409.51,14.0,79.0,15103299.86,106.5,50.0,11.0,141815.022,0.0,Summer,4,2,Saturday,1,0,0,1.12,110,Nexa
2023-04-22,Maruti Suzuki,Grand Vitara,SUV,South,1488778.7,11.0,252.0,12282424.27,234.0,31.0,10.0,52488.993,0.01,Summer,4,2,Saturday,1,0,0,1.12,85,Arena
2023-04-22,Maruti Suzuki,Grand Vitara,SUV,East,1382803.04,,194.0,6222613.68,144.5,31.0,9.0,43063.07,0.01,Summer,4,2,Saturday,1,0,0,1.12,159,Nexa
2023-04-22,Maruti Suzuki,Grand Vitara,SUV,West,1487749.84,8.0,224.0,8926499.04,177.5,42.0,13.0,50290.135,0.01,Summer,4,2,Saturday,1,0,0,1.12,145,Arena
2023-04-22,Maruti Suzuki,Grand Vitara,SUV,Central,1442641.65,5.0,150.0,5409906.19,135.0,45.0,7.0,40073.379,0.01,Summer,4,2,Saturday,1,0,1,1.12,151,Arena
2023-04-23,Maruti Suzuki,Swift,Hatchback,North,639905.51,17.0,198.0,8158795.25,144.0,34.0,6.0,56658.3,0.01,Summer,4,2,Sunday,1,0,0,1.0,51,Nexa
2023-04-23,Maruti Suzuki,Swift,Hatchback,South,663057.74,20.0,182.0,9945866.1,216.0,20.0,4.0,46045.676,0.01,Summer,4,2,Sunday,1,0,0,1.0,70,Nexa
2023-04-23,Maruti Suzuki,Swift,Hatchback,East,669010.36,11.0,259.0,5519335.47,180.5,58.0,12.0,30578.036,0.01,Summer,4,2,Sunday,1,0,1,1.0,175,Arena
2023-04-23,Maruti Suzuki,Swift,Hatchback,West,648804.6,16.0,98.0,7785655.2,168.5,55.0,10.0,46205.669,0.01,Summer,4,2,Sunday,1,0,1,1.0,199,Arena
2023-04-23,Maruti Suzuki,Swift,Hatchback,Central,641169.92,9.0,122.0,4327896.96,94.0,56.0,5.0,46041.457,0.01,Summer,4,2,Sunday,1,0,0,1.0,154,Arena
2023-04-23,Maruti Suzuki,Dzire,Sedan,North,722812.62,5.0,79.0,2710547.32,108.0,28.0,10.0,25097.66,0.01,Summer,4,2,Sunday,1,0,0,1.12,81,Arena
2023-04-23,Maruti Suzuki,Dzire,Sedan,South,718389.92,8.0,51.0,4310339.52,124.0,34.0,4.0,34760.803,0.01,Summer,4,2,Sunday,1,0,0,1.12,101,Nexa
2023-04-23,Maruti Suzuki,Dzire,Sedan,East,684553.75,15.0,226.0,7701229.69,172.5,59.0,8.0,44644.81,0.01,Summer,4,2,Sunday,1,0,1,1.12,159,Nexa
2023-04-23,Maruti Suzuki,Dzire,Sedan,West,701999.84,18.0,103.0,9476997.84,191.0,37.0,,49617.79,0.01,Summer,4,2,Sunday,1,0,0,1.12,102,Nexa
2023-04-23,Maruti Suzuki,Dzire,Sedan,Central,715277.86,13.0,76.0,6973959.13,121.5,51.0,8.0,57398.841,0.01,Summer,4,2,Sunday,1,0,1,1.12,115,Nexa
2023-04-23,Maruti Suzuki,Brezza,Compact SUV,North,1109727.39,11.0,296.0,9155250.97,173.0,47.0,14.0,52920.526,0.01,Summer,4,2,Sunday,1,0,0,1.12,199,Arena
2023-04-23,Maruti Suzuki,Brezza,Compact SUV,South,1114129.96,16.0,173.0,13369559.52,114.0,58.0,6.0,117276.838,0.0,Summer,4,2,Sunday,1,0,0,1.12,145,Arena
2023-04-23,Maruti Suzuki,Brezza,Compact SUV,East,1151019.43,9.0,170.0,7769381.15,171.5,54.0,11.0,45302.514,0.01,Summer,4,2,Sunday,1,0,0,1.12,55,Arena
2023-04-23,Maruti Suzuki,Brezza,Compact SUV,West,1092445.63,19.0,51.0,15567350.23,138.5,43.0,5.0,112399.641,0.0,Summer,4,2,Sunday,1,0,1,1.12,111,Arena
2023-04-23,Maruti Suzuki,Brezza,Compact SUV,Central,1118015.57,19.0,231.0,15931721.87,255.0,29.0,8.0,62477.341,0.01,Summer,4,2,Sunday,1,0,0,1.12,185,Arena
2023-04-23,Maruti Suzuki,Ertiga,MPV,North,924948.87,4.0,63.0,2774846.61,138.5,38.0,13.0,20034.994,0.02,Summer,4,2,Sunday,1,0,1,1.0,175,Arena
2023-04-23,Maruti Suzuki,Ertiga,MPV,South,950944.79,6.0,167.0,4279251.55,141.5,42.0,6.0,30242.06,0.01,Summer,4,2,Sunday,1,0,0,1.0,122,Arena
2023-04-23,Maruti Suzuki,Ertiga,MPV,East,983868.64,8.0,293.0,5903211.84,193.5,,8.0,30507.555,0.01,Summer,4,2,Sunday,1,0,0,1.0,195,Arena
2023-04-23,Maruti Suzuki,Ertiga,MPV,West,985670.1,4.0,122.0,2957010.3,93.5,53.0,9.0,31625.779,0.01,Summer,4,2,Sunday,1,0,1,1.0,138,Arena
2023-04-23,Maruti Suzuki,Ertiga,MPV,Central,922605.06,12.0,58.0,8303445.54,161.0,36.0,14.0,51574.196,0.01,Summer,4,2,Sunday,1,0,1,1.0,182,Arena
2023-04-23,Maruti Suzuki,Baleno,Premium Hatchback,North,771583.33,16.0,276.0,9258999.96,193.0,28.0,8.0,47974.093,0.01,Summer,4,2,Sunday,1,0,0,1.0,167,Arena
2023-04-23,Maruti Suzuki,Baleno,Premium Hatchback,South,731146.56,10.0,289.0,5483599.2,204.5,57.0,12.0,26814.666,0.01,Summer,4,2,Sunday,1,0,0,1.0,175,Arena
2023-04-23,Maruti Suzuki,Baleno,Premium Hatchback,East,720688.84,8.0,244.0,4324133.04,212.0,42.0,3.0,20396.854,0.02,Summer,4,2,Sunday,1,0,0,1.0,147,Nexa
2023-04-23,Maruti Suzuki,Baleno,Premium Hatchback,West,722704.55,13.0,120.0,7046369.36,181.0,52.0,5.0,38930.217,0.01,Summer,4,2,Sunday,1,0,0,1.0,100,Arena
2023-04-23,Maruti Suzuki,Baleno,Premium Hatchback,Central,776286.94,10.0,145.0,5822152.05,195.0,37.0,7.0,29857.19,0.01,Summer,4,2,Sunday,1,0,1,1.0,197,Arena
2023-04-23,Maruti Suzuki,Grand Vitara,SUV,North,1387495.29,8.0,190.0,8324971.74,137.0,51.0,,60766.217,0.01,Summer,4,2,Sunday,1,0,0,1.12,158,Nexa
2023-04-23,Maruti Suzuki,Grand Vitara,SUV,South,1437681.63,11.0,216.0,11860873.45,141.5,44.0,9.0,83822.427,0.0,Summer,4,2,Sunday,1,0,1,1.12,184,Nexa
2023-04-23,Maruti Suzuki,Grand Vitara,SUV,East,1414541.7,4.0,145.0,4243625.1,160.0,40.0,11.0,26522.657,0.01,Summer,4,2,Sunday,1,0,1,1.12,136,Nexa
2023-04-23,Maruti Suzuki,Grand Vitara,SUV,West,1393676.1,8.0,214.0,8362056.6,132.5,57.0,4.0,63109.861,0.01,Summer,4,2,Sunday,1,0,1,1.12,91,Nexa
2023-04-23,Maruti Suzuki,Grand Vitara,SUV,Central,1395473.69,9.0,164.0,9419447.41,205.0,28.0,5.0,45948.524,0.01,Summer,4,2,Sunday,1,0,0,1.12,79,Arena
2023-04-24,Maruti Suzuki,Swift,Hatchback,North,634469.53,12.0,201.0,5710225.77,191.0,35.0,4.0,29896.47,0.01,Summer,4,2,Monday,0,0,0,1.0,165,Arena
2023-04-24,Maruti Suzuki,Swift,Hatchback,South,618538.59,25.0,152.0,11597598.56,174.5,47.0,14.0,66461.883,0.01,Summer,4,2,Monday,0,0,0,1.0,152,Arena
2023-04-24,Maruti Suzuki,Swift,Hatchback,East,670175.9,16.0,56.0,8042110.8,50.0,55.0,12.0,160842.216,0.0,Summer,4,2,Monday,0,0,0,1.0,152,Arena
2023-04-24,Maruti Suzuki,Swift,Hatchback,West,679627.78,15.0,,7645812.53,93.5,36.0,,81773.396,0.0,Summer,4,2,Monday,0,0,0,1.0,134,Arena
2023-04-24,Maruti Suzuki,Swift,Hatchback,Central,644478.03,14.0,67.0,6767019.32,147.5,51.0,13.0,45878.097,0.01,Summer,4,2,Monday,0,0,0,1.0,116,Nexa
2023-04-24,Maruti Suzuki,Dzire,Sedan,North,688356.83,9.0,294.0,4646408.6,286.0,47.0,13.0,16246.184,0.02,Summer,4,2,Monday,0,0,0,1.12,141,Nexa
2023-04-24,Maruti Suzuki,Dzire,Sedan,South,688918.16,9.0,141.0,4650197.58,201.0,53.0,12.0,23135.311,0.02,Summer,4,2,Monday,0,0,0,1.12,129,Nexa
2023-04-24,Maruti Suzuki,Dzire,Sedan,East,696451.2,9.0,160.0,4701045.6,160.5,26.0,9.0,29290.004,0.01,Summer,4,2,Monday,0,0,1,1.12,161,Arena
2023-04-24,Maruti Suzuki,Dzire,Sedan,West,690821.53,8.0,99.0,4144929.18,137.5,33.0,4.0,30144.939,0.01,Summer,4,2,Monday,0,0,0,1.12,198,Arena
2023-04-24,Maruti Suzuki,Dzire,Sedan,Central,754006.78,14.0,65.0,7917071.19,62.0,34.0,11.0,127694.697,0.0,Summer,4,2,Monday,0,0,0,1.12,61,Arena
2023-04-24,Maruti Suzuki,Brezza,Compact SUV,North,1062657.36,15.0,262.0,11954895.3,167.0,29.0,8.0,71586.199,0.01,Summer,4,2,Monday,0,0,1,1.12,52,Nexa
2023-04-24,Maruti Suzuki,Brezza,Compact SUV,South,1069521.91,14.0,61.0,11229980.05,83.0,22.0,3.0,135300.964,0.0,Summer,4,2,Monday,0,0,0,1.12,161,Arena
2023-04-24,Maruti Suzuki,Brezza,Compact SUV,East,1066895.82,9.0,246.0,7201546.79,188.5,42.0,5.0,38204.492,0.01,Summer,4,2,Monday,0,0,0,1.12,90,Arena
2023-04-24,Maruti Suzuki,Brezza,Compact SUV,West,1076843.18,16.0,70.0,12922118.16,131.5,42.0,14.0,98267.058,0.0,Summer,4,2,Monday,0,0,0,1.12,170,Nexa
2023-04-24,Maruti Suzuki,Brezza,Compact SUV,Central,1085832.83,11.0,182.0,8958120.85,133.5,30.0,7.0,67102.029,0.01,Summer,4,2,Monday,0,0,0,1.12,58,Nexa
2023-04-24,Maruti Suzuki,Ertiga,MPV,North,981083.44,10.0,164.0,7358125.8,166.0,22.0,12.0,44326.059,0.01,Summer,4,2,Monday,0,0,0,1.0,98,Arena
2023-04-24,Maruti Suzuki,Ertiga,MPV,South,961856.39,9.0,212.0,6492530.63,174.5,44.0,8.0,37206.479,0.01,Summer,4,2,Monday,0,0,0,1.0,81,Nexa
2023-04-24,Maruti Suzuki,Ertiga,MPV,East,961013.0,7.0,108.0,5045318.25,99.0,26.0,13.0,50962.811,0.01,Summer,4,2,Monday,0,0,1,1.0,54,Arena
2023-04-24,Maruti Suzuki,Ertiga,MPV,West,927437.96,11.0,203.0,7651363.17,195.5,41.0,9.0,39137.408,0.01,Summer,4,2,Monday,0,0,0,1.0,54,Arena
2023-04-24,Maruti Suzuki,Ertiga,MPV,Central,932052.15,12.0,299.0,8388469.35,194.0,42.0,12.0,43239.533,0.01,Summer,4,2,Monday,0,0,0,1.0,66,Nexa
2023-04-24,Maruti Suzuki,Baleno,Premium Hatchback,North,744253.43,15.0,238.0,8372851.09,205.5,26.0,12.0,40743.801,0.01,Summer,4,2,Monday,0,0,0,1.0,103,Arena
2023-04-24,Maruti Suzuki,Baleno,Premium Hatchback,South,783521.73,9.0,196.0,5288771.68,233.5,44.0,7.0,22649.986,0.02,Summer,4,2,Monday,0,0,1,1.0,174,Arena
2023-04-24,Maruti Suzuki,Baleno,Premium Hatchback,East,731799.28,9.0,231.0,4939645.14,182.0,,11.0,27140.907,0.01,Summer,4,2,Monday,0,0,0,1.0,101,Arena
2023-04-24,Maruti Suzuki,Baleno,Premium Hatchback,West,730264.53,8.0,295.0,4381587.18,206.5,43.0,7.0,21218.34,0.02,Summer,4,2,Monday,0,0,0,1.0,144,Arena
2023-04-24,Maruti Suzuki,Baleno,Premium Hatchback,Central,714275.0,7.0,55.0,3749943.75,136.5,23.0,6.0,27472.115,0.01,Summer,4,2,Monday,0,0,0,1.0,104,Arena
2023-04-24,Maruti Suzuki,Grand Vitara,SUV,North,1438987.27,9.0,269.0,9713164.07,214.0,33.0,8.0,45388.617,0.01,Summer,4,2,Monday,0,0,0,1.12,160,Nexa
2023-04-24,Maruti Suzuki,Grand Vitara,SUV,South,1461913.23,7.0,91.0,7675044.46,179.5,56.0,12.0,42757.908,0.01,Summer,4,2,Monday,0,0,0,1.12,190,Arena
2023-04-24,Maruti Suzuki,Grand Vitara,SUV,East,1486215.21,5.0,209.0,5573307.04,241.5,46.0,3.0,23077.876,0.02,Summer,4,2,Monday,0,0,0,1.12,101,Nexa
2023-04-24,Maruti Suzuki,Grand Vitara,SUV,West,1505875.21,9.0,53.0,10164657.67,99.5,34.0,7.0,102157.364,0.0,Summer,4,2,Monday,0,0,1,1.12,154,Arena
2023-04-24,Maruti Suzuki,Grand Vitara,SUV,Central,1484782.67,12.0,101.0,13363044.03,188.5,38.0,9.0,70891.48,0.01,Summer,4,2,Monday,0,0,0,1.12,114,Nexa
2023-04-25,Maruti Suzuki,Swift,Hatchback,North,665465.97,,121.0,10980188.5,123.0,28.0,9.0,89269.825,0.0,Summer,4,2,Tuesday,0,0,0,1.0,169,Arena
2023-04-25,Maruti Suzuki,Swift,Hatchback,South,644342.62,14.0,154.0,,97.0,46.0,3.0,69748.428,0.01,Summer,4,2,Tuesday,0,0,0,1.0,100,Arena
2023-04-25,Maruti Suzuki,Swift,Hatchback,East,665180.42,16.0,175.0,7982165.04,160.0,49.0,5.0,49888.531,0.01,Summer,4,2,Tuesday,0,0,1,1.0,159,Arena
2023-04-25,Maruti Suzuki,Swift,Hatchback,West,664322.94,17.0,263.0,8470117.48,231.0,45.0,13.0,36667.175,0.01,Summer,4,2,Tuesday,0,0,0,1.0,196,Arena
2023-04-25,Maruti Suzuki,Swift,Hatchback,Central,621955.4,18.0,185.0,8396397.9,167.5,25.0,13.0,50127.749,0.01,Summer,4,2,Tuesday,0,0,0,1.0,184,Arena
