Price,Units_Sold,COGS,Inventory_Turnover_Ratio,Days_Sales_Inventory,Quarter,Seasonality_Flag,Company_Hyundai India,Company_Maruti Suzuki,Car_Model_Alcazar,Car_Model_Brezza,Car_Model_Creta,Car_Model_Ertiga,Car_Model_Grand Vitara,Car_Model_Nexon,Car_Model_Safari,Car_Model_Swift,Car_Model_Tiago,Car_Model_Tigor,Car_Model_Tucson,Car_Model_Verna,Car_Model_i20,Car_Type_Compact SUV,Car_Type_Hatchback,Car_Type_MPV,Car_Type_Premium SUV,Car_Type_Sedan,Season_Festive,Season_Monsoon
577258.59,12.0,5056785.25,22524.656,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
683454.41,10.0,4989217.19,52243.112,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
694227.29,2.0,1013571.84,6966.129,0.05,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
712701.53,4.0,2081088.47,14707.339,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
697601.33,6.0,3055493.83,20101.933,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
673789.64,10.0,4918664.37,40482.834,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
874087.11,6.0,3828501.54,20044.511,0.02,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
919780.52,15.0,10071596.69,68051.329,0.01,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
897550.43,8.0,8576910.252,35902.017,0.01,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
920133.55,11.0,7388672.41,52776.232,0.01,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
941115.67,6.0,4122086.63,21413.437,0.02,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1566603.26,8.0,9148963.04,82423.09,0.0,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1506607.43,12.0,13197881.09,80968.596,0.0,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1542712.62,8.0,9009441.7,66003.236,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1515215.74,5.0,5530537.45,56434.056,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1603731.9,7.0,8195070.01,49969.939,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1679105.9,7.4,6128736.53,30042.826,0.01,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1691670.01,2.0,2469838.21,12731.125,0.03,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1572405.55,1.0,1147856.05,6009.718,0.06,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1647393.57,5.0,6012986.53,43415.065,0.01,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1685830.69,4.0,4922625.61,25505.832,0.01,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1537777.06,9.0,10103195.28,111024.124,0.0,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1481159.75,6.0,6487479.71,49712.488,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1432272.08,8.0,8364468.95,59533.587,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1463810.01,13.0,13891556.99,80764.866,0.0,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1434485.28,17.0,17801962.32,98353.383,0.0,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
540808.92,7.0,2763533.58,16449.605,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
524346.45,11.0,4210501.99,59302.845,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
537570.5,11.0,4316691.11,27149.001,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
572220.47,9.0,3759488.49,20944.226,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
553986.55,12.0,4852922.18,42569.493,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
694016.51,10.0,5066320.52,31177.357,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
732531.46,14.0,7486471.52,42902.416,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
719526.98,8.8,7765607.387999999,22351.264,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
715972.54,7.0,3658619.68,17298.438,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
728751.8,7.0,3723921.7,25950.674,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
920164.63,11.0,7388921.98,87442.864,0.0,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
861349.4,13.0,8174205.81,32437.325,0.01,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
935276.33,13.0,8875772.37,49724.215,0.01,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
934160.59,9.0,6137435.08,31554.936,0.01,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
942263.57,8.0,11005638.5,130244.243,0.0,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1542954.98,7.0,7884499.95,40124.682,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1625317.08,8.0,9491851.75,49053.497,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1539266.63,7.0,7865652.48,38557.12,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1475595.35,9.0,9694661.45,76036.56,0.0,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1542032.49,3.0,3125169.482,18453.831,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1572892.48,1.0,1148211.51,7176.322,0.05,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1665066.85,5.0,6077494.0,50645.783,0.01,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1693503.95,3.0,3708773.65,17494.215,0.02,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1721208.58,2.0,2512964.53,11634.095,0.03,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1570733.97,7.0,8026450.59,59898.885,0.01,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1538921.67,5.0,5617064.1,39143.304,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1435984.02,3.0,3144805.0,31448.05,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1508820.23,11.0,12115826.45,73207.411,0.0,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1492507.35,7.0,7626712.56,54282.652,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1452432.68,10.0,10602758.56,74931.156,0.0,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
527506.45,9.0,6013728.554,20752.799,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
550906.33,10.0,4021616.21,21738.466,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
575674.88,12.0,5042911.95,65492.363,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
549158.56,17.0,6815057.73,61396.916,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
539092.12,6.0,2361223.49,12266.096,0.03,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
713975.22,15.0,7818028.66,48710.459,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
696572.17,6.0,5537926.998000001,43585.516,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
696371.77,5.0,2541756.96,14482.946,0.03,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
683321.11,4.0,1995297.64,12278.755,0.03,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
732586.3,8.0,4278303.99,36881.931,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
895588.64,8.0,5230237.66,23719.899,0.02,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
893306.93,7.4,6521140.59,28664.354,0.01,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
875812.81,5.0,3196716.76,35322.837,0.01,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
875906.89,5.0,3197060.15,35132.529,0.01,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
892487.12,14.0,9121218.37,52420.795,0.01,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1486835.52,11.0,11939289.23,76046.428,0.0,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1548056.81,5.0,5650407.36,37173.733,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1620546.67,5.0,5914995.35,28713.57,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1539611.42,4.0,4495665.35,26367.539,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1624461.29,13.0,15416137.64,74835.62,0.0,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1673229.9,4.0,4885831.31,35533.319,0.01,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1670210.66,5.0,6096268.91,39844.895,0.01,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1621971.96,11.0,13024434.84,75723.458,0.0,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1706424.52,0.0,0.0,0.0,0.0,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1727067.79,5.0,6303797.43,31053.189,0.01,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1540162.67,10.0,8914487.586,65942.449,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1490807.05,10.0,10882891.46,103155.369,0.0,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1459935.46,12.0,12789034.63,97255.016,0.0,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1440990.25,13.0,13674997.47,70489.678,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1558204.56,7.0,7962425.3,52557.263,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
525759.99,16.0,6140876.68,38743.701,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
543960.36,12.0,4765092.75,29689.051,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
552546.44,10.0,4033589.01,25691.65,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
540857.71,10.0,3948261.28,15127.438,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
561283.23,11.0,4507104.34,37248.796,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
707902.44,9.0,7666481.08,24937.904,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
678535.52,5.0,2476654.65,15978.417,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
696559.38,4.0,4908078.915999999,21410.036,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
699533.98,6.0,3063958.83,18971.881,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
692514.11,4.0,2022141.2,16711.911,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
923042.37,19.0,12802597.67,81029.099,0.0,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
865763.04,11.0,6952077.21,46193.204,0.01,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
937867.71,10.0,6846434.28,55213.18,0.01,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
917181.2,14.0,7529067.025999999,50395.655,0.01,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
932651.86,8.0,5446686.86,65622.733,0.01,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1600831.88,6.0,7011643.63,34797.239,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1539525.42,4.0,4495414.23,27579.228,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1501307.48,12.0,13151453.52,64626.307,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1590345.54,6.0,6965713.47,49933.43,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1539735.82,8.0,8992057.19,62014.188,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1696653.83,2.0,2477114.59,19896.503,0.02,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1626004.87,1.0,1186983.56,6486.249,0.06,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1576762.54,3.0,3453109.96,26977.422,0.01,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1635658.7,5.0,5970154.25,36514.705,0.01,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1670159.39,6.0,7315298.13,40416.012,0.01,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1525298.43,6.0,6680807.12,44988.6,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1440986.21,10.0,10519199.33,43921.5,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1562917.69,13.0,14832088.88,141257.989,0.0,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1475078.55,5.0,5384036.71,39881.753,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1462570.93,7.0,7473737.45,34761.57,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
528289.85,16.0,6170425.45,36728.723,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
577324.36,8.0,3371574.26,17201.909,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
522744.59,9.0,3434431.96,23523.507,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
533965.85,16.0,6236721.13,55192.222,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
529366.72,4.0,1545750.82,7826.586,0.05,3,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
723094.04,10.0,5278586.49,35308.271,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
666553.08,3.0,1459751.25,12318.576,0.03,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
678844.11,3.0,1486668.6,7396.361,0.05,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
680947.11,6.0,2982548.34,19751.976,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
674433.5,10.0,4923364.55,31866.437,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
856089.01,11.0,6874394.75,42565.912,0.01,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
861841.01,10.0,6291439.37,25679.344,0.01,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
872659.12,18.0,11466740.84,59259.643,0.01,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
932740.11,8.0,5447202.24,26314.987,0.01,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
871850.43,11.0,7000958.95,60353.094,0.01,3,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1534514.5,5.0,5600977.92,23935.803,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1626434.26,6.0,7123782.06,38197.223,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1532895.64,7.0,7833096.72,64469.932,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1575996.13,11.0,12655248.92,161213.362,0.0,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1583085.73,7.0,8089568.08,55031.075,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1573031.97,5.0,5741566.69,57415.667,0.01,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1728230.63,6.0,7569650.16,34564.613,0.01,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1653189.92,3.0,3620485.92,21942.339,0.02,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1607398.35,10.0,5867003.98,41758.035,0.01,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1665019.46,0.0,0.0,0.0,0.0,3,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1461599.08,12.4,2133934.66,14666.218,0.02,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1463435.83,9.0,9614773.4,72839.192,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1444036.17,11.0,11595610.45,90590.707,0.0,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1493525.26,9.0,9812460.96,97153.079,0.0,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1498959.01,12.0,13130880.93,72949.338,0.01,3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
557614.18,25.0,10176458.79,83756.862,0.0,4,1.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
564911.31,17.0,7010549.36,33623.738,0.01,4,1.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
529783.01,27.0,10442023.13,48567.549,0.01,4,1.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
552414.45,18.0,7258725.87,43465.424,0.01,4,1.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
566800.02,7.2,4551404.16,21418.373,0.02,4,1.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
703142.61,10.0,5132941.05,41731.228,0.01,4,1.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
696285.27,7.8,5082882.47,59448.918,0.01,4,1.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
679627.23,7.0,3472895.15,27894.74,0.01,4,1.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
704725.58,7.0,3601147.71,26675.168,0.01,4,1.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
704475.91,5.0,2571337.07,13052.472,0.03,4,1.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
863100.96,17.0,10711082.91,79636.304,0.0,4,1.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
858696.9,24.0,15044369.69,110215.163,0.0,4,1.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
894076.96,18.0,11748171.25,58594.37,0.01,4,1.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
858483.35,16.0,10027085.53,56650.201,0.01,4,1.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
856136.56,19.0,11874614.09,68049.364,0.01,4,1.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1487713.21,16.0,17376490.29,134701.475,0.0,4,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1611896.87,10.4,11766847.15,109970.534,0.0,4,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1525792.07,13.0,14479766.74,76009.274,0.0,4,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1524190.02,16.0,17802539.43,110574.779,0.0,4,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1574115.24,9.0,10341937.13,136979.3,0.0,4,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1672182.21,12.0,7845116.308,177555.347,0.0,4,1.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1608878.81,8.0,9395852.25,48809.622,0.01,4,1.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1578551.18,8.0,9218738.89,63577.51,0.01,4,1.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1642301.01,7.0,8392158.16,58481.938,0.01,4,1.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1691601.27,9.0,11113820.34,135534.394,0.0,4,1.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1487628.9,3.0,3257907.29,19625.948,0.02,4,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1565145.14,21.0,23993675.0,212333.407,0.0,4,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1466431.76,15.0,16057427.77,150773.97,0.0,4,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1541686.96,15.0,16881472.21,182502.402,0.0,4,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1470790.52,18.0,19326187.43,117128.409,0.0,4,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
538944.71,19.0,7475163.13,44895.875,0.01,4,1.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
534177.38,17.0,6629141.29,32655.868,0.01,4,1.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
534021.57,18.0,7017043.43,28936.262,0.01,4,1.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
571138.61,22.0,9172486.08,72224.3,0.01,4,1.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
570338.76,11.0,4579820.24,18846.997,0.02,4,1.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
729362.81,10.0,5324348.51,34350.636,0.01,4,1.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
690573.62,7.0,3528831.2,38149.526,0.01,4,1.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
