Date,Company,Car_Model,Car_Type,Region,Price,Units_Sold,Stock_Quantity,COGS,Avg_Inventory,Reorder_Point,Lead_Time_Days,Inventory_Turnover_Ratio,Days_Sales_Inventory,Season,Month,Quarter,Day_of_Week,Is_Weekend,Is_Holiday,Promotion_Active,Seasonality_Flag,EV_Charging_Stations_Nearby,Govt_Subsidy_Applied
2023-05-16,Tata Motors,Tigor,Sedan,North,734845.08,8.0,169.0,4291495.27,208.5,,8.0,20582.711,0.02,Summer,5,2,Tuesday,0,0,0,1.12,9,0
2023-05-16,Tata Motors,Tigor,Sedan,South,671876.77,7.0,146.0,3433290.29,102.0,38.0,14.0,33659.709,0.01,Summer,5,2,Tuesday,0,0,0,1.12,14,0
2023-05-16,Tata Motors,Tigor,Sedan,East,677795.86,7.0,207.0,3463536.84,181.5,34.0,9.0,19082.848,0.02,Summer,5,2,Tuesday,0,0,0,1.12,19,0
2023-05-16,Tata Motors,Tigor,Sedan,West,685568.93,8.0,187.0,4003722.55,115.5,22.0,7.0,34664.265,0.01,Summer,5,2,Tuesday,0,0,1,1.12,7,0
2023-05-16,Tata Motors,Tigor,Sedan,Central,722998.11,9.0,54.0,4750097.58,136.5,29.0,10.0,34799.25,0.01,Summer,5,2,Tuesday,0,0,0,1.12,17,0
2023-05-16,Tata Motors,Nexon,Compact SUV,North,941901.89,11.0,153.0,7563472.18,197.0,,4.0,38393.26,0.01,Summer,5,2,Tuesday,0,0,0,1.12,16,0
2023-05-16,Tata Motors,Nexon,Compact SUV,South,881695.42,15.0,160.0,9654564.85,167.5,29.0,15.0,57639.193,0.01,Summer,5,2,Tuesday,0,0,0,1.12,7,0
2023-05-16,Tata Motors,Nexon,Compact SUV,East,877266.45,15.0,244.0,9606067.63,155.5,38.0,14.0,61775.355,0.01,Summer,5,2,Tuesday,0,0,1,1.12,8,0
2023-05-16,Tata Motors,Nexon,Compact SUV,West,869767.92,11.0,243.0,6984236.4,196.5,34.0,10.0,35543.188,0.01,Summer,5,2,Tuesday,0,0,0,1.12,5,0
2023-05-16,Tata Motors,Nexon,Compact SUV,Central,932039.62,12.0,77.0,8164667.07,92.0,55.0,8.0,88746.381,0.0,Summer,5,2,Tuesday,0,0,0,1.12,0,0
2023-05-16,Tata Motors,Harrier,SUV,North,1569416.65,8.0,248.0,9165393.24,196.0,24.0,5.0,46762.21,0.01,Summer,5,2,Tuesday,0,0,0,1.12,17,0
2023-05-16,Tata Motors,Harrier,SUV,South,1474654.76,12.0,196.0,12917975.7,195.0,41.0,15.0,66246.029,0.01,Summer,5,2,Tuesday,0,0,0,1.12,15,0
2023-05-16,Tata Motors,Harrier,SUV,East,1592601.35,14.0,277.0,16276385.8,181.5,55.0,13.0,89677.057,0.0,Summer,5,2,Tuesday,0,0,0,1.12,9,0
2023-05-16,Tata Motors,Harrier,SUV,West,1488225.23,14.0,78.0,15209661.85,67.0,33.0,12.0,227009.878,0.0,Summer,5,2,Tuesday,0,0,1,1.12,19,0
2023-05-16,Tata Motors,Harrier,SUV,Central,1594596.63,10.0,86.0,11640555.4,123.5,23.0,11.0,94255.509,0.0,Summer,5,2,Tuesday,0,0,1,1.12,1,0
2023-05-16,Tata Motors,Safari,MPV,North,1694357.03,3.0,216.0,3710641.9,150.5,27.0,7.0,24655.428,0.01,Summer,5,2,Tuesday,0,0,0,1.0,13,0
2023-05-16,Tata Motors,Safari,MPV,South,1588426.65,10.0,139.0,11595514.54,163.0,53.0,12.0,71138.126,0.01,Summer,5,2,Tuesday,0,0,0,1.0,18,0
2023-05-16,Tata Motors,Safari,MPV,East,1719419.36,9.0,208.0,11296585.2,158.0,55.0,9.0,71497.375,0.01,Summer,5,2,Tuesday,0,0,0,1.0,0,0
2023-05-16,Tata Motors,Safari,MPV,West,1587807.71,7.0,125.0,8113697.4,185.5,47.0,13.0,43739.609,0.01,Summer,5,2,Tuesday,0,0,0,1.0,17,0
2023-05-16,Tata Motors,Safari,MPV,Central,1731401.82,5.0,115.0,6319616.64,116.5,39.0,15.0,54245.636,0.01,Summer,5,2,Tuesday,0,0,1,1.0,13,0
2023-05-16,Tata Motors,Nexon EV,Electric SUV,North,1565168.74,11.0,130.0,12568304.98,113.0,57.0,14.0,111223.938,0.0,Summer,5,2,Tuesday,0,0,0,1.0,12,1
2023-05-16,Tata Motors,Nexon EV,Electric SUV,South,1532793.95,12.0,60.0,13427275.0,55.0,35.0,13.0,244132.273,0.0,Summer,5,2,Tuesday,0,0,1,1.0,17,0
2023-05-16,Tata Motors,Nexon EV,Electric SUV,East,1561506.94,12.0,224.0,13678800.79,208.0,55.0,5.0,65763.465,0.01,Summer,5,2,Tuesday,0,0,0,1.0,8,0
2023-05-16,Tata Motors,Nexon EV,Electric SUV,West,1527987.75,13.0,92.0,14500603.75,143.0,41.0,5.0,101402.823,0.0,Summer,5,2,Tuesday,0,0,0,1.0,12,1
2023-05-16,Tata Motors,Nexon EV,Electric SUV,Central,1493711.0,8.0,138.0,8723272.24,145.0,55.0,4.0,60160.498,0.01,Summer,5,2,Tuesday,0,0,0,1.0,11,0
2023-05-17,Tata Motors,Tiago,Hatchback,North,557737.27,11.0,266.0,4478630.28,233.5,39.0,10.0,19180.429,0.02,Summer,5,2,Wednesday,0,0,1,1.0,19,0
2023-05-17,Tata Motors,Tiago,Hatchback,South,556768.96,9.0,185.0,3657972.07,209.0,31.0,12.0,17502.259,0.02,Summer,5,2,Wednesday,0,0,1,1.0,5,0
2023-05-17,Tata Motors,Tiago,Hatchback,East,563198.31,11.0,167.0,4522482.43,143.0,19.0,10.0,31625.751,0.01,Summer,5,2,Wednesday,0,0,0,1.0,11,0
2023-05-17,Tata Motors,Tiago,Hatchback,West,531561.67,15.0,261.0,5820600.29,248.5,52.0,12.0,23422.939,0.02,Summer,5,2,Wednesday,0,0,0,1.0,5,0
2023-05-17,Tata Motors,Tiago,Hatchback,Central,534417.5,14.0,134.0,5461746.85,137.0,43.0,8.0,39866.765,0.01,Summer,5,2,Wednesday,0,0,0,1.0,14,0
2023-05-17,Tata Motors,Tigor,Sedan,North,679080.28,10.0,60.0,4957286.04,148.5,,12.0,33382.398,0.01,Summer,5,2,Wednesday,0,0,0,1.12,8,0
2023-05-17,Tata Motors,Tigor,Sedan,South,684164.75,8.0,185.0,,185.0,25.0,13.0,21597.417,0.02,Summer,5,2,Wednesday,0,0,0,1.12,14,0
2023-05-17,Tata Motors,Tigor,Sedan,East,697074.53,8.0,109.0,4070915.26,117.0,51.0,12.0,34794.148,0.01,Summer,5,2,Wednesday,0,0,1,1.12,5,0
2023-05-17,Tata Motors,Tigor,Sedan,West,715432.13,16.0,56.0,8356247.28,101.0,31.0,5.0,82735.122,0.0,Summer,5,2,Wednesday,0,0,0,1.12,9,0
2023-05-17,Tata Motors,Tigor,Sedan,Central,719903.12,9.0,112.0,4729763.5,150.5,33.0,9.0,31427.0,0.01,Summer,5,2,Wednesday,0,0,0,1.12,17,0
2023-05-17,Tata Motors,Nexon,Compact SUV,North,936931.92,13.0,187.0,8891483.92,157.0,44.0,15.0,56633.656,0.01,Summer,5,2,Wednesday,0,0,0,1.12,2,0
2023-05-17,Tata Motors,Nexon,Compact SUV,South,896140.84,21.0,95.0,13737839.08,76.0,48.0,9.0,180761.041,0.0,Summer,5,2,Wednesday,0,0,0,1.12,11,0
2023-05-17,Tata Motors,Nexon,Compact SUV,East,927801.1,13.0,205.0,8804832.44,166.0,41.0,5.0,53041.159,0.01,Summer,5,2,Wednesday,0,0,1,1.12,4,0
2023-05-17,Tata Motors,Nexon,Compact SUV,West,865469.08,17.0,75.0,10740471.28,111.5,57.0,9.0,96327.097,0.0,Summer,5,2,Wednesday,0,0,1,1.12,3,0
2023-05-17,Tata Motors,Nexon,Compact SUV,Central,904524.28,18.0,94.0,11885449.04,110.0,51.0,10.0,108049.537,0.0,Summer,5,2,Wednesday,0,0,0,1.12,4,0
2023-05-17,Tata Motors,Harrier,SUV,North,1606682.13,10.0,256.0,11728779.55,186.0,37.0,7.0,63057.955,0.01,Summer,5,2,Wednesday,0,0,1,1.12,12,0
2023-05-17,Tata Motors,Harrier,SUV,South,1587976.9,8.0,235.0,9273785.1,196.0,31.0,5.0,47315.23,0.01,Summer,5,2,Wednesday,0,0,1,1.12,5,0
2023-05-17,Tata Motors,Harrier,SUV,East,1544919.22,11.0,147.0,12405701.34,154.0,33.0,11.0,80556.502,0.0,Summer,5,2,Wednesday,0,0,1,1.12,17,0
2023-05-17,Tata Motors,Harrier,SUV,West,1597465.2,11.0,153.0,12827645.56,162.5,36.0,6.0,78939.357,0.0,Summer,5,2,Wednesday,0,0,0,1.12,7,0
2023-05-17,Tata Motors,Harrier,SUV,Central,1602548.54,6.0,210.0,7019162.61,181.0,34.0,10.0,38779.904,0.01,Summer,5,2,Wednesday,0,0,0,1.12,11,0
2023-05-17,Tata Motors,Safari,MPV,North,1694471.54,6.0,170.0,7421785.35,207.5,23.0,12.0,35767.64,0.01,Summer,5,2,Wednesday,0,0,0,1.0,12,0
2023-05-17,Tata Motors,Safari,MPV,South,1672170.63,,277.0,3662053.68,209.0,48.0,13.0,17521.788,0.02,Summer,5,2,Wednesday,0,0,0,1.0,1,0
2023-05-17,Tata Motors,Safari,MPV,East,1580625.78,8.0,218.0,9230854.56,209.5,36.0,12.0,44061.358,0.01,Summer,5,2,Wednesday,0,0,1,1.0,1,0
2023-05-17,Tata Motors,Safari,MPV,West,1677794.28,10.0,277.0,12247898.24,225.0,26.0,15.0,54435.103,0.01,Summer,5,2,Wednesday,0,0,0,1.0,14,0
2023-05-17,Tata Motors,Safari,MPV,Central,1664808.7,5.0,159.0,6076551.75,130.5,27.0,8.0,46563.615,0.01,Summer,5,2,Wednesday,0,0,1,1.0,13,0
2023-05-17,Tata Motors,Nexon EV,Electric SUV,North,1478727.74,7.0,48.0,7556298.75,96.5,32.0,7.0,78303.614,0.0,Summer,5,2,Wednesday,0,0,0,1.0,0,1
2023-05-17,Tata Motors,Nexon EV,Electric SUV,South,1511006.56,5.0,88.0,5515173.94,89.0,38.0,12.0,61968.247,0.01,Summer,5,2,Wednesday,0,0,0,1.0,11,0
2023-05-17,Tata Motors,Nexon EV,Electric SUV,East,1529092.93,2.0,97.0,2232475.68,147.0,,4.0,15186.909,0.02,Summer,5,2,Wednesday,0,0,1,1.0,13,0
2023-05-17,Tata Motors,Nexon EV,Electric SUV,West,1526932.12,12.0,207.0,13375925.37,196.5,26.0,4.0,68070.867,0.01,Summer,5,2,Wednesday,0,0,0,1.0,0,0
2023-05-17,Tata Motors,Nexon EV,Electric SUV,Central,1551702.76,11.0,188.0,12460173.16,213.5,23.0,4.0,58361.467,0.01,Summer,5,2,Wednesday,0,0,0,1.0,13,1
2023-05-18,Tata Motors,Tiago,Hatchback,North,549973.24,15.0,248.0,6022206.98,153.0,19.0,15.0,39360.83,0.01,Summer,5,2,Thursday,0,0,1,1.0,14,0
2023-05-18,Tata Motors,Tiago,Hatchback,South,544273.2,14.0,195.0,5562472.1,162.0,32.0,8.0,34336.248,0.01,Summer,5,2,Thursday,0,0,0,1.0,7,0
2023-05-18,Tata Motors,Tiago,Hatchback,East,548319.65,13.0,71.0,5203553.48,156.0,30.0,7.0,33356.112,0.01,Summer,5,2,Thursday,0,0,1,1.0,3,0
2023-05-18,Tata Motors,Tiago,Hatchback,West,551118.64,13.0,105.0,5230115.89,84.0,22.0,11.0,62263.284,0.01,Summer,5,2,Thursday,0,0,0,1.0,9,0
2023-05-18,Tata Motors,Tiago,Hatchback,Central,533659.28,13.0,158.0,5064426.57,194.0,33.0,4.0,26105.292,0.01,Summer,5,2,Thursday,0,0,0,1.0,1,0
2023-05-18,Tata Motors,Tigor,Sedan,North,725114.64,7.0,112.0,3705335.81,150.5,32.0,10.0,24620.171,0.01,Summer,5,2,Thursday,0,0,0,1.12,17,0
2023-05-18,Tata Motors,Tigor,Sedan,South,688681.52,10.0,204.0,5027375.1,156.5,18.0,15.0,32123.803,0.01,Summer,5,2,Thursday,0,0,0,1.12,13,0
2023-05-18,Tata Motors,Tigor,Sedan,East,696001.55,8.0,225.0,4064649.05,194.0,41.0,4.0,20951.799,0.02,Summer,5,2,Thursday,0,0,0,1.12,6,0
2023-05-18,Tata Motors,Tigor,Sedan,West,694353.94,8.0,274.0,4055027.01,171.0,46.0,14.0,23713.608,0.02,Summer,5,2,Thursday,0,0,1,1.12,16,0
2023-05-18,Tata Motors,Tigor,Sedan,Central,704387.14,13.0,131.0,,159.0,55.0,9.0,42041.723,0.01,Summer,5,2,Thursday,0,0,0,1.12,6,0
2023-05-18,Tata Motors,Nexon,Compact SUV,North,861780.14,17.0,263.0,10694691.54,235.0,44.0,13.0,45509.326,0.01,Summer,5,2,Thursday,0,0,0,1.12,8,0
2023-05-18,Tata Motors,Nexon,Compact SUV,South,862602.95,5.0,62.0,3148500.77,125.5,29.0,8.0,25087.656,0.01,Summer,5,2,Thursday,0,0,0,1.12,7,0
2023-05-18,Tata Motors,Nexon,Compact SUV,East,941911.34,17.0,191.0,11689119.73,200.5,27.0,10.0,58299.849,0.01,Summer,5,2,Thursday,0,0,0,1.12,17,0
2023-05-18,Tata Motors,Nexon,Compact SUV,West,923577.98,6.0,45.0,4045271.55,87.0,40.0,10.0,46497.374,0.01,Summer,5,2,Thursday,0,0,1,1.12,16,0
2023-05-18,Tata Motors,Nexon,Compact SUV,Central,926721.72,23.0,47.0,15559657.68,103.5,45.0,8.0,150334.857,0.0,Summer,5,2,Thursday,0,0,0,1.12,0,0
2023-05-18,Tata Motors,Harrier,SUV,North,1491093.66,11.0,119.0,11973482.09,177.0,25.0,10.0,67646.791,0.01,Summer,5,2,Thursday,0,0,0,1.12,11,0
2023-05-18,Tata Motors,Harrier,SUV,South,1549654.32,13.0,231.0,14706219.5,222.5,22.0,11.0,66095.369,0.01,Summer,5,2,Thursday,0,0,0,1.12,13,0
2023-05-18,Tata Motors,Harrier,SUV,East,1494995.13,11.0,215.0,12004810.89,157.0,29.0,6.0,76463.764,0.0,Summer,5,2,Thursday,0,0,0,1.12,19,0
2023-05-18,Tata Motors,Harrier,SUV,West,1517656.99,10.0,131.0,11078896.03,128.5,21.0,15.0,86217.09,0.0,Summer,5,2,Thursday,0,0,1,1.12,8,0
2023-05-18,Tata Motors,Harrier,SUV,Central,1617887.6,7.0,90.0,8267405.64,148.5,49.0,11.0,55672.765,0.01,Summer,5,2,Thursday,0,0,0,1.12,3,0
2023-05-18,Tata Motors,Safari,MPV,North,1651618.2,9.0,204.0,10851131.57,187.5,42.0,12.0,57872.702,0.01,Summer,5,2,Thursday,0,0,1,1.0,10,0
2023-05-18,Tata Motors,Safari,MPV,South,1665283.52,10.0,83.0,12156569.7,165.5,55.0,10.0,73453.593,0.0,Summer,5,2,Thursday,0,0,0,1.0,14,0
2023-05-18,Tata Motors,Safari,MPV,East,1665494.88,1.0,272.0,1215811.26,231.5,28.0,8.0,5251.884,0.07,Summer,5,2,Thursday,0,0,0,1.0,12,0
2023-05-18,Tata Motors,Safari,MPV,West,1698901.42,6.0,69.0,7441188.22,128.5,23.0,14.0,57908.08,0.01,Summer,5,2,Thursday,0,0,0,1.0,5,0
2023-05-18,Tata Motors,Safari,MPV,Central,1627064.05,10.0,155.0,11877567.56,176.0,48.0,4.0,67486.179,0.01,Summer,5,2,Thursday,0,0,0,1.0,10,0
2023-05-18,Tata Motors,Nexon EV,Electric SUV,North,1538538.66,8.0,184.0,8985065.77,146.5,29.0,12.0,61331.507,0.01,Summer,5,2,Thursday,0,0,1,1.0,0,1
2023-05-18,Tata Motors,Nexon EV,Electric SUV,South,1517782.85,7.0,167.0,7755870.36,184.0,50.0,,42151.469,0.01,Summer,5,2,Thursday,0,0,0,1.0,15,0
2023-05-18,Tata Motors,Nexon EV,Electric SUV,East,1511193.25,3.0,203.0,3309513.22,171.5,37.0,15.0,19297.453,0.02,Summer,5,2,Thursday,0,0,1,1.0,16,1
2023-05-18,Tata Motors,Nexon EV,Electric SUV,West,1539154.59,6.0,57.0,6741497.1,124.5,46.0,7.0,54148.571,0.01,Summer,5,2,Thursday,0,0,0,1.0,6,0
2023-05-18,Tata Motors,Nexon EV,Electric SUV,Central,1463953.26,9.0,178.0,9618172.92,194.0,52.0,9.0,49578.211,0.01,Summer,5,2,Thursday,0,0,0,1.0,7,1
2023-05-19,Tata Motors,Tiago,Hatchback,North,569900.12,9.0,94.0,3744243.79,109.0,36.0,7.0,34350.86,0.01,Summer,5,2,Friday,0,0,1,1.0,15,0
2023-05-19,Tata Motors,Tiago,Hatchback,South,570946.99,15.0,170.0,6251869.54,112.5,26.0,13.0,55572.174,0.01,Summer,5,2,Friday,0,0,0,1.0,0,0
2023-05-19,Tata Motors,Tiago,Hatchback,East,564246.8,15.0,112.0,6178502.46,166.0,52.0,11.0,37219.894,0.01,Summer,5,2,Friday,0,0,1,1.0,5,0
2023-05-19,Tata Motors,Tiago,Hatchback,West,565408.92,12.0,109.0,4952982.14,143.0,47.0,13.0,34636.239,0.01,Summer,5,2,Friday,0,0,0,1.0,4,0
2023-05-19,Tata Motors,Tiago,Hatchback,Central,529260.35,18.0,59.0,6954481.0,60.0,32.0,9.0,115908.017,0.0,Summer,5,2,Friday,0,0,0,1.0,19,0
2023-05-19,Tata Motors,Tigor,Sedan,North,681423.66,9.0,270.0,4476953.45,172.0,34.0,7.0,26028.799,0.01,Summer,5,2,Friday,0,0,0,1.12,5,0
2023-05-19,Tata Motors,Tigor,Sedan,South,667167.23,8.0,62.0,3896256.62,140.5,32.0,9.0,27731.364,0.01,Summer,5,2,Friday,0,0,0,1.12,5,0
2023-05-19,Tata Motors,Tigor,Sedan,East,697711.86,7.0,,3565307.6,59.5,33.0,8.0,59921.136,0.01,Summer,5,2,Friday,0,0,1,1.12,6,0
2023-05-19,Tata Motors,Tigor,Sedan,West,727011.55,7.0,98.0,3715029.02,155.0,47.0,13.0,23967.929,0.02,Summer,5,2,Friday,0,0,1,1.12,14,0
2023-05-19,Tata Motors,Tigor,Sedan,Central,725865.56,6.0,207.0,3179291.15,163.5,27.0,6.0,19445.206,0.02,Summer,5,2,Friday,0,0,0,1.12,3,0
2023-05-19,Tata Motors,Nexon,Compact SUV,North,900236.85,6.0,71.0,3943037.4,74.0,38.0,13.0,53284.289,0.01,Summer,5,2,Friday,0,0,0,1.12,1,0
2023-05-19,Tata Motors,Nexon,Compact SUV,South,912222.71,16.0,233.0,10654761.25,149.5,38.0,15.0,71269.306,0.01,Summer,5,2,Friday,0,0,1,1.12,16,0
2023-05-19,Tata Motors,Nexon,Compact SUV,East,924557.65,16.0,249.0,10798833.35,190.5,36.0,11.0,56686.789,0.01,Summer,5,2,Friday,0,0,0,1.12,9,0
2023-05-19,Tata Motors,Nexon,Compact SUV,West,857282.2,22.0,96.0,13767952.13,88.5,54.0,10.0,155570.081,0.0,Summer,5,2,Friday,0,0,1,1.12,13,0
2023-05-19,Tata Motors,Nexon,Compact SUV,Central,934100.34,9.0,180.0,6137039.23,129.0,21.0,4.0,47573.948,0.01,Summer,5,2,Friday,0,0,1,1.12,9,0
2023-05-19,Tata Motors,Harrier,SUV,North,1615781.44,6.0,273.0,7077122.71,172.0,42.0,10.0,41146.062,0.01,Summer,5,2,Friday,0,0,1,1.12,15,0
2023-05-19,Tata Motors,Harrier,SUV,South,1598916.68,,139.0,15173719.29,170.5,35.0,6.0,88995.421,0.0,Summer,5,2,Friday,0,0,0,1.12,3,0
2023-05-19,Tata Motors,Harrier,SUV,East,1479115.14,,239.0,6478524.31,177.0,57.0,4.0,36601.832,0.01,Summer,5,2,Friday,0,0,0,1.12,19,0
2023-05-19,Tata Motors,Harrier,SUV,West,1528080.81,5.0,209.0,5577494.96,206.0,32.0,9.0,27075.218,0.01,Summer,5,2,Friday,0,0,1,1.12,9,0
2023-05-19,Tata Motors,Harrier,SUV,Central,1546689.04,6.0,267.0,6774498.0,185.0,50.0,6.0,36618.908,0.01,Summer,5,2,Friday,0,0,0,1.12,15,0
2023-05-19,Tata Motors,Safari,MPV,North,1657146.11,2.0,74.0,2419433.32,97.5,38.0,7.0,24814.701,0.01,Summer,5,2,Friday,0,0,0,1.0,3,0
2023-05-19,Tata Motors,Safari,MPV,South,1615459.74,5.0,67.0,5896428.05,107.5,27.0,8.0,54850.493,0.01,Summer,5,2,Friday,0,0,1,1.0,8,0
2023-05-19,Tata Motors,Safari,MPV,East,1631232.47,10.0,122.0,11907997.03,107.0,54.0,9.0,111289.692,0.0,Summer,5,2,Friday,0,0,0,1.0,13,0
2023-05-19,Tata Motors,Safari,MPV,West,1623853.54,3.0,105.0,3556239.25,146.0,44.0,10.0,24357.803,0.01,Summer,5,2,Friday,0,0,0,1.0,8,0
2023-05-19,Tata Motors,Safari,MPV,Central,1599178.65,5.0,238.0,5837002.07,208.5,55.0,11.0,27995.214,0.01,Summer,5,2,Friday,0,0,1,1.0,9,0
2023-05-19,Tata Motors,Nexon EV,Electric SUV,North,1462536.22,4.0,103.0,4270605.76,137.5,46.0,9.0,31058.951,0.01,Summer,5,2,Friday,0,0,1,1.0,13,0
2023-05-19,Tata Motors,Nexon EV,Electric SUV,South,1488712.36,4.0,207.0,4347040.09,177.5,27.0,10.0,24490.367,0.01,Summer,5,2,Friday,0,0,0,1.0,13,0
2023-05-19,Tata Motors,Nexon EV,Electric SUV,East,1547313.44,8.0,57.0,9036310.49,92.5,29.0,5.0,97689.843,0.0,Summer,5,2,Friday,0,0,0,1.0,9,0
2023-05-19,Tata Motors,Nexon EV,Electric SUV,West,1472115.04,11.0,192.0,11821083.77,189.0,18.0,6.0,62545.417,0.01,Summer,5,2,Friday,0,0,0,1.0,5,1
2023-05-19,Tata Motors,Nexon EV,Electric SUV,Central,1472143.63,6.0,60.0,6447989.1,152.5,56.0,8.0,42281.896,0.01,Summer,5,2,Friday,0,0,1,1.0,6,1
2023-05-20,Tata Motors,Tiago,Hatchback,North,558407.15,15.0,228.0,6114558.29,228.5,23.0,5.0,26759.555,0.01,Summer,5,2,Saturday,1,0,1,1.0,1,0
2023-05-20,Tata Motors,Tiago,Hatchback,South,565869.5,17.0,198.0,7022440.5,216.5,27.0,10.0,32436.215,0.01,Summer,5,2,Saturday,1,0,0,1.0,15,0
2023-05-20,Tata Motors,Tiago,Hatchback,East,559617.18,9.0,228.0,3676684.87,155.0,52.0,7.0,23720.548,0.02,Summer,5,2,Saturday,1,0,0,1.0,3,0
2023-05-20,Tata Motors,Tiago,Hatchback,West,529073.57,15.0,91.0,5793355.59,94.0,29.0,13.0,61631.442,0.01,Summer,5,2,Saturday,1,0,1,1.0,15,0
2023-05-20,Tata Motors,Tiago,Hatchback,Central,553964.3,9.0,87.0,3639545.45,158.5,24.0,7.0,22962.432,0.02,Summer,5,2,Saturday,1,0,1,1.0,0,0
2023-05-20,Tata Motors,Tigor,Sedan,North,708952.6,10.0,235.0,5175353.98,216.0,38.0,15.0,23959.972,0.02,Summer,5,2,Saturday,1,0,0,1.12,2,0
2023-05-20,Tata Motors,Tigor,Sedan,South,713964.41,9.0,101.0,4690746.17,153.5,33.0,8.0,30558.607,0.01,Summer,5,2,Saturday,1,0,1,1.12,1,0
2023-05-20,Tata Motors,Tigor,Sedan,East,729010.9,9.0,50.0,4789601.61,110.0,47.0,15.0,43541.833,0.01,Summer,5,2,Saturday,1,0,1,1.12,2,0
2023-05-20,Tata Motors,Tigor,Sedan,West,720521.57,5.0,227.0,2629903.73,181.0,28.0,7.0,14529.855,0.03,Summer,5,2,Saturday,1,0,0,1.12,0,0
2023-05-20,Tata Motors,Tigor,Sedan,Central,713597.95,14.0,193.0,7292971.05,130.5,55.0,10.0,55884.836,0.01,Summer,5,2,Saturday,1,0,0,1.12,2,0
2023-05-20,Tata Motors,Nexon,Compact SUV,North,943088.43,16.0,210.0,11015272.86,178.5,22.0,9.0,61710.212,0.01,Summer,5,2,Saturday,1,0,1,1.12,4,0
2023-05-20,Tata Motors,Nexon,Compact SUV,South,942448.06,10.0,55.0,6879870.84,49.5,36.0,5.0,138987.29,0.0,Summer,5,2,Saturday,1,0,0,1.12,16,0
2023-05-20,Tata Motors,Nexon,Compact SUV,East,921803.43,17.0,61.0,11439580.57,72.0,48.0,13.0,158883.063,0.0,Summer,5,2,Saturday,1,0,0,1.12,3,0
2023-05-20,Tata Motors,Nexon,Compact SUV,West,855925.82,18.0,131.0,11246865.27,176.0,41.0,10.0,63902.644,0.01,Summer,5,2,Saturday,1,0,1,1.12,12,0
2023-05-20,Tata Motors,Nexon,Compact SUV,Central,913887.7,15.0,81.0,10007070.31,73.0,56.0,14.0,137083.155,0.0,Summer,5,2,Saturday,1,0,0,1.12,1,0
2023-05-20,Tata Motors,Harrier,SUV,North,1560787.13,13.0,268.0,14811869.86,224.5,49.0,7.0,65977.149,0.01,Summer,5,2,Saturday,1,0,0,1.12,17,0
2023-05-20,Tata Motors,Harrier,SUV,South,1537653.7,7.0,115.0,,161.0,25.0,4.0,48803.791,0.01,Summer,5,2,Saturday,1,0,0,1.12,15,0
2023-05-20,Tata Motors,Harrier,SUV,East,1589277.98,,244.0,11601729.25,153.5,52.0,5.0,75581.298,0.0,Summer,5,2,Saturday,1,0,0,1.12,0,0
2023-05-20,Tata Motors,Harrier,SUV,West,1597977.0,11.0,133.0,12831755.31,182.5,22.0,13.0,70310.988,0.01,Summer,5,2,Saturday,1,0,0,1.12,10,0
2023-05-20,Tata Motors,Harrier,SUV,Central,1526841.84,11.0,145.0,12260539.98,104.0,39.0,13.0,117889.808,0.0,Summer,5,2,Saturday,1,0,1,1.12,4,0
2023-05-20,Tata Motors,Safari,MPV,North,1645230.49,14.0,132.0,16814255.61,173.0,20.0,9.0,97192.229,0.0,Summer,5,2,Saturday,1,0,0,1.0,16,0
2023-05-20,Tata Motors,Safari,MPV,South,1721113.87,6.0,215.0,7538478.75,136.0,41.0,9.0,55429.991,0.01,Summer,5,2,Saturday,1,0,0,1.0,0,0
2023-05-20,Tata Motors,Safari,MPV,East,1720052.9,9.0,201.0,11300747.55,171.5,32.0,7.0,65893.572,0.01,Summer,5,2,Saturday,1,0,1,1.0,10,0
2023-05-20,Tata Motors,Safari,MPV,West,1722986.39,7.0,94.0,8804460.45,163.5,23.0,8.0,53849.911,0.01,Summer,5,2,Saturday,1,0,0,1.0,14,0
2023-05-20,Tata Motors,Safari,MPV,Central,1731575.9,7.0,,8848352.85,218.0,46.0,,40588.775,0.01,Summer,5,2,Saturday,1,0,1,1.0,5,0
2023-05-20,Tata Motors,Nexon EV,Electric SUV,North,1552187.92,6.0,202.0,6798583.09,159.5,32.0,8.0,42624.345,0.01,Summer,5,2,Saturday,1,0,0,1.0,14,1
2023-05-20,Tata Motors,Nexon EV,Electric SUV,South,1505730.74,8.0,153.0,8793467.52,113.5,29.0,7.0,77475.485,0.0,Summer,5,2,Saturday,1,0,1,1.0,0,1
2023-05-20,Tata Motors,Nexon EV,Electric SUV,East,1449415.96,4.0,249.0,4232294.6,153.5,39.0,12.0,27571.952,0.01,Summer,5,2,Saturday,1,0,0,1.0,5,1
2023-05-20,Tata Motors,Nexon EV,Electric SUV,West,1508680.54,4.0,217.0,4405347.18,186.0,50.0,5.0,23684.662,0.02,Summer,5,2,Saturday,1,0,0,1.0,18,0
2023-05-20,Tata Motors,Nexon EV,Electric SUV,Central,1463156.69,12.0,56.0,12817252.6,129.5,43.0,14.0,98974.924,0.0,Summer,5,2,Saturday,1,0,0,1.0,17,1
2023-05-21,Tata Motors,Tiago,Hatchback,North,575618.41,12.0,105.0,5042417.27,105.0,37.0,7.0,48023.022,0.01,Summer,5,2,Sunday,1,0,0,1.0,2,0
