,Date,Company,Car_Model,Car_Type,Region,Price,Units_Sold,Stock_Quantity,COGS,Avg_Inventory,Reorder_Point,Lead_Time_Days,Inventory_Turnover_Ratio,Days_Sales_Inventory,Season,Month,Quarter,Day_of_Week,Is_Weekend,Is_Holiday,Promotion_Active,Seasonality_Flag,EV_Charging_Stations_Nearby,Govt_Subsidy_Applied,Dealer_Network_Size,Service_Type,Warranty_Years,Export_Units
17906,2024-08-19,Tata Motors,Nexon EV,Electric SUV,South,1529633.41,9.0,263.0,10049691.5,252.0,52.0,9.0,39879.728,0.01,Monsoon,8,3,Monday,0,0,0,0.82,17.0,1.0,,,,
17907,2024-08-19,Tata Motors,Nexon EV,Electric SUV,East,1464624.82,9.0,228.0,9622585.07,236.0,52.0,14.0,40773.666,0.01,Monsoon,8,3,Monday,0,0,0,0.82,14.0,0.0,,,,
17908,2024-08-19,Tata Motors,Nexon EV,Electric SUV,West,1425980.34,8.0,258.0,8327725.19,230.5,38.0,7.0,36128.96,0.01,Monsoon,8,3,Monday,0,0,0,0.82,6.0,1.0,,,,
17909,2024-08-19,Tata Motors,Nexon EV,Electric SUV,Central,1451919.64,5.0,225.0,5299506.69,219.0,49.0,6.0,24198.661,0.02,Monsoon,8,3,Monday,0,0,0,0.82,3.0,0.0,,,,
17910,2024-08-20,Tata Motors,Tiago,Hatchback,North,557491.0,11.0,250.0,4476652.73,241.0,38.0,11.0,18575.323,0.02,Monsoon,8,3,Tuesday,0,0,0,0.82,11.0,0.0,,,,
17911,2024-08-20,Tata Motors,Tiago,Hatchback,South,540626.33,10.0,279.0,3946572.21,166.0,42.0,10.0,23774.531,0.02,Monsoon,8,3,Tuesday,0,0,0,0.82,19.0,0.0,,,,
17912,2024-08-20,Tata Motors,Tiago,Hatchback,East,529285.13,6.0,235.0,2318268.87,138.0,32.0,13.0,16799.05,0.02,Monsoon,8,3,Tuesday,0,0,1,0.82,11.0,0.0,,,,
17913,2024-08-20,Tata Motors,Tiago,Hatchback,West,523098.34,7.0,200.0,2673032.52,172.0,26.0,15.0,15540.887,0.02,Monsoon,8,3,Tuesday,0,0,0,0.82,6.0,0.0,,,,
17914,2024-08-20,Tata Motors,Tiago,Hatchback,Central,562251.55,8.0,57.0,3283549.05,128.5,54.0,12.0,25552.911,0.01,Monsoon,8,3,Tuesday,0,0,1,0.82,11.0,0.0,,,,
17915,2024-08-20,Tata Motors,Tigor,Sedan,North,719100.94,6.0,160.0,3149662.12,102.0,52.0,14.0,30879.04,0.01,Monsoon,8,3,Tuesday,0,0,0,0.82,10.0,0.0,,,,
17916,2024-08-20,Tata Motors,Tigor,Sedan,South,718448.27,5.0,65.0,2622336.19,140.5,36.0,13.0,18664.315,0.02,Monsoon,8,3,Tuesday,0,0,0,0.82,9.0,0.0,,,,
17917,2024-08-20,Tata Motors,Tigor,Sedan,East,712818.54,5.0,75.0,2601787.67,101.5,36.0,10.0,25633.376,0.01,Monsoon,8,3,Tuesday,0,0,1,0.82,4.0,0.0,,,,
17918,2024-08-20,Tata Motors,Tigor,Sedan,West,692263.7,8.0,134.0,4042820.01,168.5,38.0,12.0,23992.997,0.02,Monsoon,8,3,Tuesday,0,0,0,0.82,19.0,0.0,,,,
17919,2024-08-20,Tata Motors,Tigor,Sedan,Central,732750.22,3.0,177.0,1604722.98,207.0,32.0,9.0,7752.285,0.05,Monsoon,8,3,Tuesday,0,0,1,0.82,1.0,0.0,,,,
17920,2024-08-20,Tata Motors,Nexon,Compact SUV,North,928198.96,9.0,63.0,6098267.17,105.5,53.0,11.0,57803.48,0.01,Monsoon,8,3,Tuesday,0,0,1,0.82,6.0,0.0,,,,
17921,2024-08-20,Tata Motors,Nexon,Compact SUV,South,861147.99,8.0,70.0,5029104.26,70.5,45.0,6.0,71334.812,0.01,Monsoon,8,3,Tuesday,0,0,1,0.82,18.0,0.0,,,,
17922,2024-08-20,Tata Motors,Nexon,Compact SUV,East,869963.26,9.0,121.0,5715658.62,130.0,32.0,11.0,43966.605,0.01,Monsoon,8,3,Tuesday,0,0,0,0.82,14.0,0.0,,,,
17923,2024-08-20,Tata Motors,Nexon,Compact SUV,West,912431.07,5.0,258.0,3330373.41,228.0,22.0,10.0,14606.901,0.02,Monsoon,8,3,Tuesday,0,0,0,0.82,16.0,0.0,,,,
17924,2024-08-20,Tata Motors,Nexon,Compact SUV,Central,870860.89,8.0,61.0,5085827.6,152.5,48.0,8.0,33349.689,0.01,Monsoon,8,3,Tuesday,0,0,1,0.82,14.0,0.0,,,,
17925,2024-08-20,Tata Motors,Harrier,SUV,North,1474166.93,9.0,223.0,9685276.73,216.5,38.0,4.0,44735.689,0.01,Monsoon,8,3,Tuesday,0,0,1,0.82,11.0,0.0,,,,
17926,2024-08-20,Tata Motors,Harrier,SUV,South,1626965.68,16.0,159.0,19002959.14,172.5,28.0,7.0,110162.082,0.0,Monsoon,8,3,Tuesday,0,0,0,0.82,9.0,0.0,,,,
17927,2024-08-20,Tata Motors,Harrier,SUV,East,1587217.71,10.0,,11586689.28,252.5,21.0,10.0,45887.878,0.01,Monsoon,8,3,Tuesday,0,0,1,0.82,10.0,0.0,,,,
17928,2024-08-20,Tata Motors,Harrier,SUV,West,1578388.09,6.0,109.0,6913339.83,99.0,24.0,7.0,69831.715,0.01,Monsoon,8,3,Tuesday,0,0,0,0.82,16.0,0.0,,,,
17929,2024-08-20,Tata Motors,Harrier,SUV,Central,1601683.33,8.0,233.0,9353830.65,192.5,23.0,12.0,48591.328,0.01,Monsoon,8,3,Tuesday,0,0,1,0.82,5.0,0.0,,,,
17930,2024-08-20,Tata Motors,Safari,MPV,North,1686835.34,4.0,173.0,4925559.19,118.5,34.0,11.0,41565.9,0.01,Monsoon,8,3,Tuesday,0,0,0,0.82,14.0,0.0,,,,
17931,2024-08-20,Tata Motors,Safari,MPV,South,1570920.8,9.0,153.0,10320949.66,139.0,22.0,4.0,74251.436,0.0,Monsoon,8,3,Tuesday,0,0,0,0.82,11.0,0.0,,,,
17932,2024-08-20,Tata Motors,Safari,MPV,East,1625847.52,0.0,245.0,0.0,188.5,43.0,8.0,0.0,0.0,Monsoon,8,3,Tuesday,0,0,0,0.82,9.0,0.0,,,,
17933,2024-08-20,Tata Motors,Safari,MPV,West,1699685.41,4.0,66.0,4963081.4,141.5,57.0,9.0,35074.78,0.01,Monsoon,8,3,Tuesday,0,0,0,0.82,17.0,0.0,,,,
17934,2024-08-20,Tata Motors,Safari,MPV,Central,1666656.09,4.0,231.0,4866635.78,169.0,40.0,,28796.661,0.01,Monsoon,8,3,Tuesday,0,0,0,0.82,17.0,0.0,,,,
17935,2024-08-20,Tata Motors,Nexon EV,Electric SUV,North,1464222.22,11.0,208.0,11757704.43,180.0,57.0,12.0,65320.58,0.01,Monsoon,8,3,Tuesday,0,0,0,0.82,6.0,1.0,,,,
17936,2024-08-20,Tata Motors,Nexon EV,Electric SUV,South,1485784.96,11.0,212.0,11930853.23,195.5,19.0,7.0,61027.382,0.01,Monsoon,8,3,Tuesday,0,0,0,0.82,2.0,1.0,,,,
17937,2024-08-20,Tata Motors,Nexon EV,Electric SUV,East,1532934.64,8.0,224.0,8952338.3,218.5,41.0,9.0,40971.8,0.01,Monsoon,8,3,Tuesday,0,0,1,0.82,5.0,1.0,,,,
17938,2024-08-20,Tata Motors,Nexon EV,Electric SUV,West,1537114.44,14.0,263.0,15709309.58,251.0,50.0,12.0,62586.891,0.01,Monsoon,8,3,Tuesday,0,0,0,0.82,3.0,1.0,,,,
17939,2024-08-20,Tata Motors,Nexon EV,Electric SUV,Central,1535062.44,7.0,245.0,7844169.07,178.0,23.0,11.0,44068.366,0.01,Monsoon,8,3,Tuesday,0,0,0,0.82,0.0,1.0,,,,
17940,2024-08-21,Tata Motors,Tiago,Hatchback,North,539943.12,,190.0,4729901.73,155.5,34.0,13.0,30417.374,0.01,Monsoon,8,3,Wednesday,0,0,0,0.82,12.0,0.0,,,,
17941,2024-08-21,Tata Motors,Tiago,Hatchback,South,542020.07,16.0,165.0,,186.0,32.0,14.0,34036.529,0.01,Monsoon,8,3,Wednesday,0,0,0,0.82,8.0,0.0,,,,
17942,2024-08-21,Tata Motors,Tiago,Hatchback,East,563989.04,9.0,114.0,3705407.99,165.5,49.0,4.0,22389.172,0.02,Monsoon,8,3,Wednesday,0,0,1,0.82,11.0,0.0,,,,
17943,2024-08-21,Tata Motors,Tiago,Hatchback,West,553134.12,11.0,180.0,,210.0,39.0,9.0,21150.795,0.02,Monsoon,8,3,Wednesday,0,0,0,0.82,6.0,0.0,,,,
17944,2024-08-21,Tata Motors,Tiago,Hatchback,Central,573791.98,9.0,191.0,3769813.31,209.0,26.0,7.0,18037.384,0.02,Monsoon,8,3,Wednesday,0,0,0,0.82,10.0,0.0,,,,
17945,2024-08-21,Tata Motors,Tigor,Sedan,North,692969.18,5.0,242.0,2529337.51,144.5,24.0,14.0,17504.066,0.02,Monsoon,8,3,Wednesday,0,0,1,0.82,3.0,0.0,,,,
17946,2024-08-21,Tata Motors,Tigor,Sedan,South,731149.6,2.0,277.0,1067478.42,256.0,53.0,8.0,4169.838,0.09,Monsoon,8,3,Wednesday,0,0,1,0.82,13.0,0.0,,,,
17947,2024-08-21,Tata Motors,Tigor,Sedan,East,677318.35,2.0,251.0,988884.79,162.0,51.0,6.0,6104.227,0.06,Monsoon,8,3,Wednesday,0,0,0,0.82,19.0,0.0,,,,
17948,2024-08-21,Tata Motors,Tigor,Sedan,West,718690.41,3.0,265.0,1573932.0,230.5,49.0,5.0,6828.338,0.05,Monsoon,8,3,Wednesday,0,0,0,0.82,7.0,0.0,,,,
17949,2024-08-21,Tata Motors,Tigor,Sedan,Central,679342.36,6.0,98.0,2975519.54,135.5,36.0,8.0,21959.554,0.02,Monsoon,8,3,Wednesday,0,0,1,0.82,0.0,0.0,,,,
17950,2024-08-21,Tata Motors,Nexon,Compact SUV,North,887598.26,5.0,239.0,3239733.65,236.5,39.0,9.0,13698.662,0.03,Monsoon,8,3,Wednesday,0,0,0,0.82,16.0,0.0,,,,
17951,2024-08-21,Tata Motors,Nexon,Compact SUV,South,867033.06,15.0,155.0,9494012.01,127.0,22.0,4.0,74756.0,0.0,Monsoon,8,3,Wednesday,0,0,1,0.82,13.0,0.0,,,,
17952,2024-08-21,Tata Motors,Nexon,Compact SUV,East,885939.47,7.0,120.0,4527150.69,128.0,27.0,12.0,35368.365,0.01,Monsoon,8,3,Wednesday,0,0,0,0.82,4.0,0.0,,,,
17953,2024-08-21,Tata Motors,Nexon,Compact SUV,West,891665.99,5.0,102.0,3254580.86,116.5,31.0,12.0,27936.316,0.01,Monsoon,8,3,Wednesday,0,0,0,0.82,1.0,0.0,,,,
17954,2024-08-21,Tata Motors,Nexon,Compact SUV,Central,903034.75,8.0,232.0,5273722.94,138.0,29.0,11.0,38215.384,0.01,Monsoon,8,3,Wednesday,0,0,0,0.82,6.0,0.0,,,,
17955,2024-08-21,Tata Motors,Harrier,SUV,North,1474791.97,5.0,83.0,5382990.69,93.0,52.0,14.0,57881.62,0.01,Monsoon,8,3,Wednesday,0,0,0,0.82,4.0,0.0,,,,
17956,2024-08-21,Tata Motors,Harrier,SUV,South,1610369.32,8.0,222.0,9404556.83,211.0,43.0,5.0,44571.359,0.01,Monsoon,8,3,Wednesday,0,0,1,0.82,19.0,0.0,,,,
17957,2024-08-21,Tata Motors,Harrier,SUV,East,1536012.49,6.0,175.0,6727734.71,154.0,53.0,9.0,43686.589,0.01,Monsoon,8,3,Wednesday,0,0,0,0.82,7.0,0.0,,,,
17958,2024-08-21,Tata Motors,Harrier,SUV,West,1563723.82,9.0,267.0,,183.5,,5.0,55987.278,0.01,Monsoon,8,3,Wednesday,0,0,1,0.82,10.0,0.0,,,,
17959,2024-08-21,Tata Motors,Harrier,SUV,Central,1524501.09,7.0,,7790200.57,136.0,46.0,11.0,57280.887,0.01,Monsoon,8,3,Wednesday,0,0,0,0.82,7.0,0.0,,,,
17960,2024-08-21,Tata Motors,Safari,MPV,North,1595174.1,8.0,57.0,9315816.74,133.0,54.0,6.0,70043.735,0.01,Monsoon,8,3,Wednesday,0,0,1,0.82,9.0,0.0,,,,
17961,2024-08-21,Tata Motors,Safari,MPV,South,1683577.94,3.0,256.0,3687035.69,231.0,39.0,4.0,15961.193,0.02,Monsoon,8,3,Wednesday,0,0,0,0.82,5.0,0.0,,,,
17962,2024-08-21,Tata Motors,Safari,MPV,East,1692763.17,8.0,197.0,9885736.91,130.5,53.0,12.0,75752.773,0.0,Monsoon,8,3,Wednesday,0,0,0,0.82,4.0,0.0,,,,
17963,2024-08-21,Tata Motors,Safari,MPV,West,1721895.15,4.0,121.0,5027933.84,162.5,20.0,15.0,30941.131,0.01,Monsoon,8,3,Wednesday,0,0,0,0.82,4.0,0.0,,,,
17964,2024-08-21,Tata Motors,Safari,MPV,Central,1583134.0,7.0,,8089814.74,176.5,33.0,12.0,45834.644,0.01,Monsoon,8,3,Wednesday,0,0,1,0.82,5.0,0.0,,,,
17965,2024-08-21,Tata Motors,Nexon EV,Electric SUV,North,1491046.38,7.0,62.0,7619247.0,83.5,39.0,10.0,91248.467,0.0,Monsoon,8,3,Wednesday,0,0,0,0.82,4.0,1.0,,,,
17966,2024-08-21,Tata Motors,Nexon EV,Electric SUV,South,1457200.3,9.0,154.0,9573805.97,144.0,42.0,5.0,66484.764,0.01,Monsoon,8,3,Wednesday,0,0,1,0.82,18.0,1.0,,,,
17967,2024-08-21,Tata Motors,Nexon EV,Electric SUV,East,1457022.72,16.0,79.0,17018025.37,161.0,49.0,15.0,105702.021,0.0,Monsoon,8,3,Wednesday,0,0,0,0.82,11.0,1.0,,,,
17968,2024-08-21,Tata Motors,Nexon EV,Electric SUV,West,1442188.31,3.0,242.0,3158392.4,162.5,30.0,9.0,19436.261,0.02,Monsoon,8,3,Wednesday,0,0,0,0.82,1.0,0.0,,,,
17969,2024-08-21,Tata Motors,Nexon EV,Electric SUV,Central,1494397.13,6.0,140.0,6545459.43,163.0,36.0,15.0,40156.193,0.01,Monsoon,8,3,Wednesday,0,0,0,0.82,4.0,0.0,,,,
17970,2024-08-22,Tata Motors,Tiago,Hatchback,North,543844.69,13.0,72.0,5161086.11,97.0,55.0,6.0,53207.073,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,11.0,0.0,,,,
17971,2024-08-22,Tata Motors,Tiago,Hatchback,South,577337.56,13.0,187.0,5478933.44,204.0,35.0,,26857.517,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,6.0,0.0,,,,
17972,2024-08-22,Tata Motors,Tiago,Hatchback,East,552660.29,8.0,170.0,3227536.09,168.5,36.0,7.0,19154.517,0.02,Monsoon,8,3,Thursday,0,0,0,0.82,19.0,0.0,,,,
17973,2024-08-22,Tata Motors,Tiago,Hatchback,West,546525.46,12.0,182.0,4787563.03,144.5,23.0,,33131.924,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,13.0,0.0,,,,
17974,2024-08-22,Tata Motors,Tiago,Hatchback,Central,539980.18,15.0,200.0,5912782.97,150.5,40.0,4.0,39287.594,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,18.0,0.0,,,,
17975,2024-08-22,Tata Motors,Tigor,Sedan,North,725570.49,6.0,214.0,3177998.75,177.0,32.0,15.0,17954.795,0.02,Monsoon,8,3,Thursday,0,0,1,0.82,4.0,0.0,,,,
17976,2024-08-22,Tata Motors,Tigor,Sedan,South,721626.46,3.0,148.0,1580361.95,158.0,23.0,10.0,10002.291,0.04,Monsoon,8,3,Thursday,0,0,1,0.82,3.0,0.0,,,,
17977,2024-08-22,Tata Motors,Tigor,Sedan,East,698993.87,6.0,102.0,3061593.15,169.5,,15.0,18062.496,0.02,Monsoon,8,3,Thursday,0,0,1,0.82,15.0,0.0,,,,
17978,2024-08-22,Tata Motors,Tigor,Sedan,West,701795.77,5.0,276.0,2561554.56,204.0,20.0,6.0,12556.64,0.03,Monsoon,8,3,Thursday,0,0,1,0.82,17.0,0.0,,,,
17979,2024-08-22,Tata Motors,Tigor,Sedan,Central,690477.39,3.0,152.0,1512145.48,166.0,41.0,4.0,9109.31,0.04,Monsoon,8,3,Thursday,0,0,0,0.82,16.0,0.0,,,,
17980,2024-08-22,Tata Motors,Nexon,Compact SUV,North,931759.83,6.0,231.0,4081108.06,175.0,32.0,12.0,23320.617,0.02,Monsoon,8,3,Thursday,0,0,1,0.82,4.0,0.0,,,,
17981,2024-08-22,Tata Motors,Nexon,Compact SUV,South,905430.09,7.0,,4626747.76,198.5,19.0,4.0,23308.553,0.02,Monsoon,8,3,Thursday,0,0,0,0.82,14.0,0.0,,,,
17982,2024-08-22,Tata Motors,Nexon,Compact SUV,East,915797.79,6.0,123.0,4011194.32,128.5,55.0,15.0,31215.52,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,16.0,0.0,,,,
17983,2024-08-22,Tata Motors,Nexon,Compact SUV,West,938796.13,8.0,71.0,5482569.4,151.0,54.0,15.0,36308.407,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,18.0,0.0,,,,
17984,2024-08-22,Tata Motors,Nexon,Compact SUV,Central,933188.26,8.0,202.0,5449819.44,158.0,53.0,12.0,34492.528,0.01,Monsoon,8,3,Thursday,0,0,1,0.82,3.0,0.0,,,,
17985,2024-08-22,Tata Motors,Harrier,SUV,North,1583807.65,3.0,122.0,3468538.75,145.0,40.0,15.0,23920.957,0.02,Monsoon,8,3,Thursday,0,0,0,0.82,3.0,0.0,,,,
17986,2024-08-22,Tata Motors,Harrier,SUV,South,1530570.23,16.0,50.0,17877060.29,108.0,43.0,11.0,165528.336,0.0,Monsoon,8,3,Thursday,0,0,1,0.82,14.0,0.0,,,,
17987,2024-08-22,Tata Motors,Harrier,SUV,East,1592736.23,15.0,128.0,17440461.72,111.5,56.0,9.0,156416.697,0.0,Monsoon,8,3,Thursday,0,0,1,0.82,13.0,0.0,,,,
17988,2024-08-22,Tata Motors,Harrier,SUV,West,1569662.87,5.0,235.0,5729269.48,217.0,32.0,5.0,26402.164,0.01,Monsoon,8,3,Thursday,0,0,1,0.82,1.0,0.0,,,,
17989,2024-08-22,Tata Motors,Harrier,SUV,Central,1585706.27,5.0,96.0,5787827.89,159.0,46.0,7.0,36401.433,0.01,Monsoon,8,3,Thursday,0,0,1,0.82,11.0,0.0,,,,
17990,2024-08-22,Tata Motors,Safari,MPV,North,1569855.5,4.0,229.0,4583978.06,202.0,28.0,6.0,22692.961,0.02,Monsoon,8,3,Thursday,0,0,0,0.82,8.0,0.0,,,,
17991,2024-08-22,Tata Motors,Safari,MPV,South,1606510.92,3.0,199.0,3518258.91,195.0,47.0,4.0,18042.353,0.02,Monsoon,8,3,Thursday,0,0,0,0.82,6.0,0.0,,,,
17992,2024-08-22,Tata Motors,Safari,MPV,East,1668316.85,6.0,262.0,7307227.8,186.5,51.0,4.0,39180.846,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,15.0,0.0,,,,
17993,2024-08-22,Tata Motors,Safari,MPV,West,1608702.54,3.0,159.0,3523058.56,178.5,51.0,4.0,19737.023,0.02,Monsoon,8,3,Thursday,0,0,0,0.82,9.0,0.0,,,,
17994,2024-08-22,Tata Motors,Safari,MPV,Central,1590083.19,7.0,214.0,8125325.1,153.0,33.0,7.0,53106.7,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,7.0,0.0,,,,
17995,2024-08-22,Tata Motors,Nexon EV,Electric SUV,North,1476299.4,12.0,204.0,12932382.74,212.0,36.0,5.0,61001.805,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,10.0,1.0,,,,
17996,2024-08-22,Tata Motors,Nexon EV,Electric SUV,South,1504780.59,11.0,87.0,12083388.14,69.5,32.0,4.0,173861.7,0.0,Monsoon,8,3,Thursday,0,0,1,0.82,18.0,1.0,,,,
17997,2024-08-22,Tata Motors,Nexon EV,Electric SUV,East,1464831.98,8.0,190.0,8554618.76,193.5,23.0,13.0,44209.916,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,16.0,1.0,,,,
17998,2024-08-22,Tata Motors,Nexon EV,Electric SUV,West,1527915.48,12.0,231.0,13384539.6,200.0,46.0,10.0,66922.698,0.01,Monsoon,8,3,Thursday,0,0,1,0.82,1.0,0.0,,,,
17999,2024-08-22,Tata Motors,Nexon EV,Electric SUV,Central,1487549.36,12.0,98.0,13030932.39,138.0,26.0,10.0,94427.046,0.0,Monsoon,8,3,Thursday,0,0,0,0.82,19.0,1.0,,,,
18000,2024-08-23,Tata Motors,Tiago,Hatchback,North,556656.47,9.0,178.0,3657233.01,140.5,46.0,4.0,26030.128,0.01,Monsoon,8,3,Friday,0,0,1,0.82,11.0,0.0,,,,
18001,2024-08-23,Tata Motors,Tiago,Hatchback,South,558314.54,10.0,132.0,4075696.14,152.0,45.0,9.0,26813.79,0.01,Monsoon,8,3,Friday,0,0,0,0.82,13.0,0.0,,,,
18002,2024-08-23,Tata Motors,Tiago,Hatchback,East,544426.14,8.0,256.0,3179448.66,207.5,,7.0,15322.644,0.02,Monsoon,8,3,Friday,0,0,0,0.82,4.0,0.0,,,,
18003,2024-08-23,Tata Motors,Tiago,Hatchback,West,528377.24,8.0,237.0,3085723.08,170.5,34.0,5.0,18098.083,0.02,Monsoon,8,3,Friday,0,0,0,0.82,2.0,0.0,,,,
18004,2024-08-23,Tata Motors,Tiago,Hatchback,Central,541263.82,7.0,205.0,2765858.12,151.5,33.0,8.0,18256.489,0.02,Monsoon,8,3,Friday,0,0,0,0.82,1.0,0.0,,,,
18005,2024-08-23,Tata Motors,Tigor,Sedan,North,668527.08,10.0,234.0,4880247.68,231.5,18.0,14.0,21080.983,0.02,Monsoon,8,3,Friday,0,0,1,0.82,11.0,0.0,,,,
18006,2024-08-23,Tata Motors,Tigor,Sedan,South,734576.13,6.0,248.0,3217443.45,184.5,30.0,12.0,17438.718,0.02,Monsoon,8,3,Friday,0,0,0,0.82,11.0,0.0,,,,
18007,2024-08-23,Tata Motors,Tigor,Sedan,East,667874.62,3.0,258.0,1462645.42,170.5,34.0,8.0,8578.566,0.04,Monsoon,8,3,Friday,0,0,1,0.82,4.0,0.0,,,,
18008,2024-08-23,Tata Motors,Tigor,Sedan,West,691194.34,3.0,91.0,1513715.6,151.5,31.0,13.0,9991.522,0.04,Monsoon,8,3,Friday,0,0,0,0.82,11.0,0.0,,,,
18009,2024-08-23,Tata Motors,Tigor,Sedan,Central,731305.44,7.0,123.0,3736970.8,159.5,54.0,4.0,23429.284,0.02,Monsoon,8,3,Friday,0,0,0,0.82,10.0,0.0,,,,
18010,2024-08-23,Tata Motors,Nexon,Compact SUV,North,862687.17,5.0,219.0,3148808.17,161.5,30.0,14.0,19497.264,0.02,Monsoon,8,3,Friday,0,0,0,0.82,15.0,0.0,,,,
18011,2024-08-23,Tata Motors,Nexon,Compact SUV,South,935637.93,9.0,200.0,6147141.2,204.0,46.0,13.0,30133.045,0.01,Monsoon,8,3,Friday,0,0,0,0.82,7.0,0.0,,,,
18012,2024-08-23,Tata Motors,Nexon,Compact SUV,East,936592.97,8.0,127.0,5469702.94,186.5,37.0,9.0,29328.166,0.01,Monsoon,8,3,Friday,0,0,1,0.82,0.0,0.0,,,,
18013,2024-08-23,Tata Motors,Nexon,Compact SUV,West,861278.95,8.0,81.0,5029869.07,82.0,27.0,7.0,61339.867,0.01,Monsoon,8,3,Friday,0,0,0,0.82,15.0,0.0,,,,
18014,2024-08-23,Tata Motors,Nexon,Compact SUV,Central,875044.43,12.0,97.0,7665389.21,69.0,30.0,7.0,111092.597,0.0,Monsoon,8,3,Friday,0,0,0,0.82,1.0,0.0,,,,
18015,2024-08-23,Tata Motors,Harrier,SUV,North,1551640.83,4.0,184.0,4530791.22,128.5,36.0,12.0,35259.076,0.01,Monsoon,8,3,Friday,0,0,1,0.82,5.0,0.0,,,,
18016,2024-08-23,Tata Motors,Harrier,SUV,South,1624361.37,9.0,270.0,10672054.2,181.5,30.0,9.0,58799.197,0.01,Monsoon,8,3,Friday,0,0,1,0.82,10.0,0.0,,,,
18017,2024-08-23,Tata Motors,Harrier,SUV,East,1503122.36,5.0,256.0,5486396.61,233.5,18.0,5.0,23496.345,0.02,Monsoon,8,3,Friday,0,0,1,0.82,0.0,0.0,,,,
18018,2024-08-23,Tata Motors,Harrier,SUV,West,1571625.6,8.0,257.0,9178293.5,152.5,19.0,4.0,60185.531,0.01,Monsoon,8,3,Friday,0,0,0,0.82,16.0,0.0,,,,
18019,2024-08-23,Tata Motors,Harrier,SUV,Central,1622919.92,3.0,253.0,3554194.62,231.5,53.0,5.0,15352.893,0.02,Monsoon,8,3,Friday,0,0,0,0.82,1.0,0.0,,,,
18020,2024-08-23,Tata Motors,Safari,MPV,North,1583301.74,2.0,69.0,2311620.54,145.0,,4.0,15942.211,0.02,Monsoon,8,3,Friday,0,0,0,0.82,13.0,0.0,,,,
18021,2024-08-23,Tata Motors,Safari,MPV,South,1626485.97,4.0,126.0,4749339.03,153.0,51.0,7.0,31041.432,0.01,Monsoon,8,3,Friday,0,0,0,0.82,18.0,0.0,,,,
18022,2024-08-23,Tata Motors,Safari,MPV,East,1657282.67,6.0,156.0,7258898.09,161.5,41.0,7.0,44946.737,0.01,Monsoon,8,3,Friday,0,0,0,0.82,3.0,0.0,,,,
18023,2024-08-23,Tata Motors,Safari,MPV,West,1597271.03,7.0,249.0,8162054.96,222.0,33.0,10.0,36766.013,0.01,Monsoon,8,3,Friday,0,0,1,0.82,19.0,0.0,,,,
18024,2024-08-23,Tata Motors,Safari,MPV,Central,1615442.79,6.0,128.0,7075639.42,108.0,57.0,8.0,65515.18,0.01,Monsoon,8,3,Friday,0,0,0,0.82,7.0,0.0,,,,
18025,2024-08-23,Tata Motors,Nexon EV,Electric SUV,North,1474510.31,13.0,57.0,13993102.84,74.5,40.0,6.0,187826.884,0.0,Monsoon,8,3,Friday,0,0,0,0.82,12.0,0.0,,,,
18026,2024-08-23,Tata Motors,Nexon EV,Electric SUV,South,1518121.63,13.0,214.0,14406974.27,189.5,26.0,10.0,76026.249,0.0,Monsoon,8,3,Friday,0,0,0,0.82,11.0,0.0,,,,
18027,2024-08-23,Tata Motors,Nexon EV,Electric SUV,East,1455797.34,5.0,52.0,5313660.29,75.5,35.0,4.0,70379.606,0.01,Monsoon,8,3,Friday,0,0,0,0.82,17.0,0.0,,,,
18028,2024-08-23,Tata Motors,Nexon EV,Electric SUV,West,1466049.23,7.0,228.0,7491511.57,227.5,53.0,14.0,32929.721,0.01,Monsoon,8,3,Friday,0,0,0,0.82,9.0,0.0,,,,
18029,2024-08-23,Tata Motors,Nexon EV,Electric SUV,Central,1451016.31,8.0,127.0,8473935.25,170.5,33.0,13.0,49700.5,0.01,Monsoon,8,3,Friday,0,0,0,0.82,16.0,1.0,,,,
18030,2024-08-24,Tata Motors,Tiago,Hatchback,North,549140.06,20.0,148.0,8017444.88,194.0,53.0,9.0,41327.035,0.01,Monsoon,8,3,Saturday,1,0,0,0.82,10.0,0.0,,,,
18031,2024-08-24,Tata Motors,Tiago,Hatchback,South,557719.47,14.0,195.0,5699892.98,201.0,42.0,8.0,28357.677,0.01,Monsoon,8,3,Saturday,1,0,1,0.82,14.0,0.0,,,,
18032,2024-08-24,Tata Motors,Tiago,Hatchback,East,574946.21,9.0,107.0,3777396.6,111.0,45.0,4.0,34030.6,0.01,Monsoon,8,3,Saturday,1,0,0,0.82,18.0,0.0,,,,
18033,2024-08-24,Tata Motors,Tiago,Hatchback,West,576129.22,9.0,66.0,3785168.98,116.0,,7.0,32630.767,0.01,Monsoon,8,3,Saturday,1,0,0,0.82,6.0,0.0,,,,
