Date,Company,Car_Model,Car_Type,Region,Price,Units_Sold,Stock_Quantity,COGS,Avg_Inventory,Reorder_Point,Lead_Time_Days,Inventory_Turnover_Ratio,Days_Sales_Inventory,Season,Month,Quarter,Day_of_Week,Is_Weekend,Is_Holiday,Promotion_Active,Seasonality_Flag,Warranty_Years,Export_Units
2023-04-12,Hyundai India,Creta,SUV,South,1201369.72,12.0,241.0,10379834.38,185.5,30.0,11.0,55955.98,0.01,Summer,4,2,Wednesday,0,0,0,1.12,5,33
2023-04-12,Hyundai India,Creta,SUV,East,1118313.82,13.0,83.0,10467417.36,146.5,50.0,9.0,71449.948,0.01,Summer,4,2,Wednesday,0,0,0,1.12,3,1
2023-04-12,Hyundai India,Creta,SUV,West,1121252.92,20.0,107.0,16146042.05,134.0,18.0,8.0,120492.851,0.0,Summer,4,2,Wednesday,0,0,0,1.12,5,17
2023-04-12,Hyundai India,Creta,SUV,Central,1135035.34,16.0,176.0,13075607.12,178.0,15.0,16.0,73458.467,0.0,Summer,4,2,Wednesday,0,0,0,1.12,5,11
2023-04-12,Hyundai India,Venue,Compact SUV,North,806715.65,13.0,94.0,7550858.48,90.0,47.0,17.0,83898.428,0.0,Summer,4,2,Wednesday,0,0,0,1.12,5,1
2023-04-12,Hyundai India,Venue,Compact SUV,South,804065.32,7.0,182.0,4052489.21,115.5,25.0,16.0,35086.487,0.01,Summer,4,2,Wednesday,0,0,0,1.12,7,7
2023-04-12,Hyundai India,Venue,Compact SUV,East,821596.49,4.0,209.0,2366197.89,178.0,51.0,6.0,13293.247,0.03,Summer,4,2,Wednesday,0,0,1,1.12,5,46
2023-04-12,Hyundai India,Venue,Compact SUV,West,771525.62,15.0,200.0,8332476.7,143.0,31.0,16.0,58269.068,0.01,Summer,4,2,Wednesday,0,0,0,1.12,5,45
2023-04-12,Hyundai India,Venue,Compact SUV,Central,815155.32,12.0,217.0,7042941.96,177.0,35.0,14.0,39790.633,0.01,Summer,4,2,Wednesday,0,0,0,1.12,7,27
2023-04-12,Hyundai India,Alcazar,MPV,North,1673522.73,1.0,120.0,1204936.37,124.5,47.0,14.0,9678.204,0.04,Summer,4,2,Wednesday,0,0,0,1.0,3,0
2023-04-12,Hyundai India,Alcazar,MPV,South,1616132.13,7.0,122.0,8145305.94,163.5,25.0,16.0,49818.385,0.01,Summer,4,2,Wednesday,0,0,1,1.0,7,21
2023-04-12,Hyundai India,Alcazar,MPV,East,1523577.25,3.0,43.0,3290926.86,53.0,53.0,17.0,62092.96,0.01,Summer,4,2,Wednesday,0,0,0,1.0,3,28
2023-04-12,Hyundai India,Alcazar,MPV,West,1609932.46,6.0,133.0,6954908.23,107.0,24.0,8.0,64999.142,0.01,Summer,4,2,Wednesday,0,0,0,1.0,5,24
2023-04-12,Hyundai India,Alcazar,MPV,Central,1583978.65,9.0,64.0,10264181.65,137.5,49.0,14.0,74648.594,0.0,Summer,4,2,Wednesday,0,0,1,1.0,7,7
2023-04-12,Hyundai India,Tucson,Premium SUV,North,2922068.81,5.0,70.0,10519447.72,108.5,25.0,13.0,96953.435,0.0,Summer,4,2,Wednesday,0,0,0,1.12,7,37
2023-04-12,Hyundai India,Tucson,Premium SUV,South,2766207.01,3.0,249.0,5975007.14,185.5,42.0,12.0,32210.281,0.01,Summer,4,2,Wednesday,0,0,0,1.12,7,14
2023-04-12,Hyundai India,Tucson,Premium SUV,East,2959621.87,1.0,139.0,2130927.75,162.0,38.0,16.0,13153.875,0.03,Summer,4,2,Wednesday,0,0,0,1.12,3,27
2023-04-12,Hyundai India,Tucson,Premium SUV,West,2999439.37,7.0,175.0,,135.5,38.0,7.0,111565.863,0.0,Summer,4,2,Wednesday,0,0,0,1.12,7,7
2023-04-12,Hyundai India,Tucson,Premium SUV,Central,2790893.03,5.0,244.0,10047214.91,170.5,51.0,14.0,58927.947,0.01,Summer,4,2,Wednesday,0,0,0,1.12,5,7
2023-04-13,Hyundai India,i20,Hatchback,North,766343.89,15.0,69.0,8276514.01,88.5,27.0,10.0,93519.932,0.0,Summer,4,2,Thursday,0,0,1,1.0,3,44
2023-04-13,Hyundai India,i20,Hatchback,South,772485.84,10.0,171.0,5561898.05,107.5,37.0,13.0,51738.587,0.01,Summer,4,2,Thursday,0,0,0,1.0,5,8
2023-04-13,Hyundai India,i20,Hatchback,East,753341.94,11.0,147.0,5966468.16,97.5,22.0,15.0,61194.545,0.01,Summer,4,2,Thursday,0,0,1,1.0,7,21
2023-04-13,Hyundai India,i20,Hatchback,West,784008.93,8.0,76.0,4515891.44,65.5,45.0,13.0,68944.907,0.01,Summer,4,2,Thursday,0,0,0,1.0,7,30
2023-04-13,Hyundai India,i20,Hatchback,Central,784060.89,13.0,96.0,7338809.93,72.5,49.0,6.0,101224.965,0.0,Summer,4,2,Thursday,0,0,0,1.0,7,31
2023-04-13,Hyundai India,Verna,Sedan,North,1054593.32,6.0,89.0,4555843.14,91.5,32.0,8.0,49790.635,0.01,Summer,4,2,Thursday,0,0,1,1.12,5,30
2023-04-13,Hyundai India,Verna,Sedan,South,1143683.81,6.0,150.0,4940714.06,166.5,27.0,13.0,29673.958,0.01,Summer,4,2,Thursday,0,0,0,1.12,5,48
2023-04-13,Hyundai India,Verna,Sedan,East,1133926.44,8.0,130.0,6531416.29,172.5,45.0,10.0,37863.283,0.01,Summer,4,2,Thursday,0,0,0,1.12,3,3
2023-04-13,Hyundai India,Verna,Sedan,West,1067669.93,8.0,155.0,6149778.8,147.0,42.0,6.0,41835.23,0.01,Summer,4,2,Thursday,0,0,1,1.12,3,3
2023-04-13,Hyundai India,Verna,Sedan,Central,1141453.31,8.0,45.0,6574771.07,80.0,17.0,14.0,82184.638,0.0,Summer,4,2,Thursday,0,0,0,1.12,7,11
2023-04-13,Hyundai India,Creta,SUV,North,1151625.88,18.0,200.0,14925071.4,131.0,44.0,9.0,113931.843,0.0,Summer,4,2,Thursday,0,0,0,1.12,5,43
2023-04-13,Hyundai India,Creta,SUV,South,1143295.83,14.0,41.0,11524421.97,52.0,42.0,9.0,221623.499,0.0,Summer,4,2,Thursday,0,0,0,1.12,5,42
2023-04-13,Hyundai India,Creta,SUV,East,1193194.48,16.0,45.0,13745600.41,73.0,37.0,12.0,188295.896,0.0,Summer,4,2,Thursday,0,0,0,1.12,3,34
2023-04-13,Hyundai India,Creta,SUV,West,1170920.65,7.0,113.0,5901440.08,101.0,52.0,11.0,58430.1,0.01,Summer,4,2,Thursday,0,0,1,1.12,7,33
2023-04-13,Hyundai India,Creta,SUV,Central,1113086.35,14.0,204.0,11219910.41,188.5,21.0,14.0,59522.071,0.01,Summer,4,2,Thursday,0,0,1,1.12,5,14
2023-04-13,Hyundai India,Venue,Compact SUV,North,764540.73,14.0,94.0,7706570.56,94.5,42.0,7.0,81551.011,0.0,Summer,4,2,Thursday,0,0,0,1.12,7,34
2023-04-13,Hyundai India,Venue,Compact SUV,South,833999.87,6.0,49.0,3602879.44,59.5,47.0,15.0,60552.596,0.01,Summer,4,2,Thursday,0,0,0,1.12,7,7
2023-04-13,Hyundai India,Venue,Compact SUV,East,766094.6,13.0,132.0,7170645.46,98.0,33.0,11.0,73169.852,0.0,Summer,4,2,Thursday,0,0,0,1.12,3,2
2023-04-13,Hyundai India,Venue,Compact SUV,West,806221.42,9.0,223.0,5224314.8,164.0,50.0,11.0,31855.578,0.01,Summer,4,2,Thursday,0,0,0,1.12,3,13
2023-04-13,Hyundai India,Venue,Compact SUV,Central,823540.24,13.0,155.0,7708336.65,111.0,33.0,11.0,69444.474,0.01,Summer,4,2,Thursday,0,0,1,1.12,5,37
2023-04-13,Hyundai India,Alcazar,MPV,North,1606891.69,10.0,85.0,11569620.17,127.5,51.0,6.0,90742.119,0.0,Summer,4,2,Thursday,0,0,1,1.0,7,42
2023-04-13,Hyundai India,Alcazar,MPV,South,1544457.43,6.0,160.0,6672056.1,114.0,36.0,15.0,58526.808,0.01,Summer,4,2,Thursday,0,0,0,1.0,5,1
2023-04-13,Hyundai India,Alcazar,MPV,East,1657785.28,8.0,,9548843.21,163.5,44.0,8.0,58402.711,0.01,Summer,4,2,Thursday,0,0,1,1.0,7,35
2023-04-13,Hyundai India,Alcazar,MPV,West,1594159.08,2.0,208.0,2295589.08,151.0,51.0,8.0,15202.577,0.02,Summer,4,2,Thursday,0,0,0,1.0,5,24
2023-04-13,Hyundai India,Alcazar,MPV,Central,1609505.03,11.0,123.0,12747279.84,103.0,21.0,15.0,123759.998,0.0,Summer,4,2,Thursday,0,0,0,1.0,3,46
2023-04-13,Hyundai India,Tucson,Premium SUV,North,3034255.65,3.0,128.0,6553992.2,130.5,40.0,16.0,50222.162,0.01,Summer,4,2,Thursday,0,0,1,1.12,3,16
2023-04-13,Hyundai India,Tucson,Premium SUV,South,2898542.59,7.0,54.0,14608654.65,121.5,21.0,13.0,120235.841,0.0,Summer,4,2,Thursday,0,0,1,1.12,3,26
2023-04-13,Hyundai India,Tucson,Premium SUV,East,2836124.34,9.0,122.0,18378085.72,154.5,54.0,6.0,118952.011,0.0,Summer,4,2,Thursday,0,0,0,1.12,5,27
2023-04-13,Hyundai India,Tucson,Premium SUV,West,3002749.27,5.0,181.0,10809897.37,126.5,45.0,10.0,85453.734,0.0,Summer,4,2,Thursday,0,0,0,1.12,3,0
2023-04-13,Hyundai India,Tucson,Premium SUV,Central,2948068.44,1.0,105.0,2122609.28,78.5,41.0,5.0,27039.609,0.01,Summer,4,2,Thursday,0,0,1,1.12,3,3
2023-04-14,Hyundai India,i20,Hatchback,North,743837.09,9.0,157.0,4820064.34,118.5,39.0,14.0,40675.648,0.01,Summer,4,2,Friday,0,1,0,1.0,3,10
2023-04-14,Hyundai India,i20,Hatchback,South,736508.92,,122.0,6893723.49,138.5,39.0,10.0,49774.177,0.01,Summer,4,2,Friday,0,1,0,1.0,5,40
2023-04-14,Hyundai India,i20,Hatchback,East,761017.54,18.0,222.0,9862787.32,161.0,49.0,8.0,61259.549,0.01,Summer,4,2,Friday,0,1,0,1.0,3,25
2023-04-14,Hyundai India,i20,Hatchback,West,716515.63,11.0,249.0,5674803.79,209.5,49.0,10.0,27087.369,0.01,Summer,4,2,Friday,0,1,1,1.0,7,7
2023-04-14,Hyundai India,i20,Hatchback,Central,766189.75,10.0,41.0,5516566.2,105.5,34.0,7.0,52289.727,0.01,Summer,4,2,Friday,0,1,0,1.0,5,42
2023-04-14,Hyundai India,Verna,Sedan,North,1061987.37,16.0,147.0,12234094.5,142.0,15.0,16.0,86155.595,0.0,Summer,4,2,Friday,0,1,0,1.12,3,3
2023-04-14,Hyundai India,Verna,Sedan,South,1129433.65,6.0,124.0,4879153.37,160.5,48.0,16.0,30399.709,0.01,Summer,4,2,Friday,0,1,0,1.12,7,8
2023-04-14,Hyundai India,Verna,Sedan,East,1072178.57,5.0,151.0,3859842.85,118.5,19.0,9.0,32572.514,0.01,Summer,4,2,Friday,0,1,1,1.12,7,40
2023-04-14,Hyundai India,Verna,Sedan,West,1117282.29,8.0,242.0,6435545.99,141.5,33.0,9.0,45480.89,0.01,Summer,4,2,Friday,0,1,1,1.12,7,22
2023-04-14,Hyundai India,Verna,Sedan,Central,1068746.24,10.0,112.0,7694972.93,142.0,21.0,17.0,54189.95,0.01,Summer,4,2,Friday,0,1,0,1.12,5,19
2023-04-14,Hyundai India,Creta,SUV,North,1122007.45,11.0,56.0,8886299.0,119.0,23.0,17.0,74674.782,0.0,Summer,4,2,Friday,0,1,0,1.12,7,20
2023-04-14,Hyundai India,Creta,SUV,South,1131928.92,14.0,59.0,11409843.51,57.5,45.0,6.0,198432.061,0.0,Summer,4,2,Friday,0,1,1,1.12,7,36
2023-04-14,Hyundai India,Creta,SUV,East,1146437.67,12.0,78.0,9905221.47,146.0,16.0,6.0,67843.983,0.01,Summer,4,2,Friday,0,1,1,1.12,3,16
2023-04-14,Hyundai India,Creta,SUV,West,1146630.81,20.0,124.0,16511483.66,93.0,18.0,12.0,177542.835,0.0,Summer,4,2,Friday,0,1,0,1.12,3,27
2023-04-14,Hyundai India,Creta,SUV,Central,1196824.41,17.0,92.0,14649130.78,136.0,29.0,10.0,107714.197,0.0,Summer,4,2,Friday,0,1,0,1.12,7,31
2023-04-14,Hyundai India,Venue,Compact SUV,North,820490.9,10.0,85.0,5907534.48,86.5,37.0,5.0,68295.196,0.01,Summer,4,2,Friday,0,1,0,1.12,3,29
2023-04-14,Hyundai India,Venue,Compact SUV,South,772529.4,14.0,82.0,7787096.35,65.5,45.0,12.0,118886.967,0.0,Summer,4,2,Friday,0,1,0,1.12,7,6
2023-04-14,Hyundai India,Venue,Compact SUV,East,807136.72,7.0,142.0,4067969.07,94.5,43.0,12.0,43047.292,0.01,Summer,4,2,Friday,0,1,0,1.12,5,29
2023-04-14,Hyundai India,Venue,Compact SUV,West,776721.05,9.0,97.0,5033152.4,129.0,42.0,10.0,39016.685,0.01,Summer,4,2,Friday,0,1,0,1.12,7,23
2023-04-14,Hyundai India,Venue,Compact SUV,Central,791480.58,9.0,120.0,5128794.16,78.5,16.0,9.0,65334.957,0.01,Summer,4,2,Friday,0,1,0,1.12,5,26
2023-04-14,Hyundai India,Alcazar,MPV,North,1558651.93,6.0,221.0,6733376.34,192.5,40.0,16.0,34978.578,0.01,Summer,4,2,Friday,0,1,0,1.0,3,40
2023-04-14,Hyundai India,Alcazar,MPV,South,1535564.8,4.0,114.0,4422426.62,155.5,22.0,5.0,28440.043,0.01,Summer,4,2,Friday,0,1,0,1.0,3,31
2023-04-14,Hyundai India,Alcazar,MPV,East,1543612.17,6.0,93.0,6668404.57,154.5,22.0,7.0,43161.195,0.01,Summer,4,2,Friday,0,1,0,1.0,5,38
2023-04-14,Hyundai India,Alcazar,MPV,West,1581181.51,1.0,62.0,1138450.69,130.0,43.0,13.0,8757.313,0.04,Summer,4,2,Friday,0,1,0,1.0,7,25
2023-04-14,Hyundai India,Alcazar,MPV,Central,1538081.57,9.0,113.0,9966768.57,137.5,38.0,8.0,72485.59,0.01,Summer,4,2,Friday,0,1,1,1.0,5,12
2023-04-14,Hyundai India,Tucson,Premium SUV,North,2798344.12,1.0,,2014807.77,102.0,15.0,7.0,19753.017,0.02,Summer,4,2,Friday,0,1,0,1.12,5,5
2023-04-14,Hyundai India,Tucson,Premium SUV,South,2945425.16,3.0,89.0,6362118.35,103.5,41.0,11.0,61469.743,0.01,Summer,4,2,Friday,0,1,0,1.12,7,10
2023-04-14,Hyundai India,Tucson,Premium SUV,East,2938889.4,5.0,75.0,10580001.84,62.0,31.0,12.0,170645.191,0.0,Summer,4,2,Friday,0,1,1,1.12,5,27
2023-04-14,Hyundai India,Tucson,Premium SUV,West,2970330.76,4.0,131.0,8554552.59,136.5,48.0,7.0,62670.715,0.01,Summer,4,2,Friday,0,1,1,1.12,3,34
2023-04-14,Hyundai India,Tucson,Premium SUV,Central,2866141.79,6.0,125.0,12381732.53,155.0,53.0,14.0,79882.145,0.0,Summer,4,2,Friday,0,1,0,1.12,7,11
2023-04-15,Hyundai India,i20,Hatchback,North,739171.72,14.0,60.0,7450850.94,92.0,31.0,13.0,80987.51,0.0,Summer,4,2,Saturday,1,0,0,1.0,7,17
2023-04-15,Hyundai India,i20,Hatchback,South,781920.05,9.0,109.0,5066841.92,122.5,,11.0,41361.975,0.01,Summer,4,2,Saturday,1,0,0,1.0,5,29
2023-04-15,Hyundai India,i20,Hatchback,East,774795.11,13.0,71.0,7252082.23,107.5,50.0,10.0,67461.23,0.01,Summer,4,2,Saturday,1,0,0,1.0,5,28
2023-04-15,Hyundai India,i20,Hatchback,West,780535.36,10.0,173.0,5619854.59,182.5,27.0,14.0,30793.724,0.01,Summer,4,2,Saturday,1,0,1,1.0,7,7
2023-04-15,Hyundai India,i20,Hatchback,Central,783612.87,13.0,80.0,7334616.46,87.5,21.0,9.0,83824.188,0.0,Summer,4,2,Saturday,1,0,0,1.0,5,20
2023-04-15,Hyundai India,Verna,Sedan,North,1081799.67,11.0,165.0,8567853.39,165.5,15.0,13.0,51769.507,0.01,Summer,4,2,Saturday,1,0,1,1.12,3,39
2023-04-15,Hyundai India,Verna,Sedan,South,1049189.55,9.0,138.0,6798748.28,170.0,51.0,17.0,39992.637,0.01,Summer,4,2,Saturday,1,0,1,1.12,5,19
2023-04-15,Hyundai India,Verna,Sedan,East,1080890.45,11.0,163.0,8560652.36,131.5,26.0,15.0,65100.018,0.01,Summer,4,2,Saturday,1,0,0,1.12,3,24
2023-04-15,Hyundai India,Verna,Sedan,West,1062215.93,7.0,249.0,5353568.29,178.5,35.0,8.0,29991.979,0.01,Summer,4,2,Saturday,1,0,1,1.12,3,27
2023-04-15,Hyundai India,Verna,Sedan,Central,1101545.12,14.0,169.0,11103574.81,132.5,31.0,11.0,83800.565,0.0,Summer,4,2,Saturday,1,0,0,1.12,7,41
2023-04-15,Hyundai India,Creta,SUV,North,1147719.38,12.0,88.0,9916295.44,149.0,49.0,7.0,66552.318,0.01,Summer,4,2,Saturday,1,0,1,1.12,7,9
2023-04-15,Hyundai India,Creta,SUV,South,1179480.9,14.0,107.0,11889167.47,114.0,46.0,10.0,104290.943,0.0,Summer,4,2,Saturday,1,0,0,1.12,3,44
2023-04-15,Hyundai India,Creta,SUV,East,1203502.89,17.0,197.0,14730875.37,163.0,41.0,,90373.469,0.0,Summer,4,2,Saturday,1,0,0,1.12,3,45
2023-04-15,Hyundai India,Creta,SUV,West,1199273.95,15.0,138.0,12952158.66,173.5,42.0,7.0,74652.211,0.0,Summer,4,2,Saturday,1,0,1,1.12,5,12
2023-04-15,Hyundai India,Creta,SUV,Central,1100019.12,22.0,155.0,17424302.86,118.0,27.0,6.0,147663.584,0.0,Summer,4,2,Saturday,1,0,0,1.12,7,34
2023-04-15,Hyundai India,Venue,Compact SUV,North,813294.49,12.0,119.0,7026864.39,96.0,31.0,5.0,73196.504,0.0,Summer,4,2,Saturday,1,0,0,1.12,7,23
2023-04-15,Hyundai India,Venue,Compact SUV,South,773015.61,15.0,119.0,8348568.59,138.5,16.0,11.0,60278.474,0.01,Summer,4,2,Saturday,1,0,1,1.12,3,16
2023-04-15,Hyundai India,Venue,Compact SUV,East,769942.09,7.0,122.0,3880508.13,118.5,31.0,10.0,32746.904,0.01,Summer,4,2,Saturday,1,0,1,1.12,7,31
2023-04-15,Hyundai India,Venue,Compact SUV,West,837815.94,11.0,233.0,6635502.24,194.0,23.0,11.0,34203.62,0.01,Summer,4,2,Saturday,1,0,0,1.12,5,13
2023-04-15,Hyundai India,Venue,Compact SUV,Central,837568.2,13.0,41.0,7839638.35,104.0,53.0,8.0,75381.138,0.0,Summer,4,2,Saturday,1,0,0,1.12,3,4
2023-04-15,Hyundai India,Alcazar,MPV,North,1608923.82,2.0,199.0,2316850.3,168.0,35.0,15.0,13790.776,0.03,Summer,4,2,Saturday,1,0,0,1.0,3,29
2023-04-15,Hyundai India,Alcazar,MPV,South,1522212.14,3.0,84.0,3287978.22,147.0,42.0,11.0,22367.199,0.02,Summer,4,2,Saturday,1,0,0,1.0,5,14
2023-04-15,Hyundai India,Alcazar,MPV,East,1565777.96,9.0,131.0,10146241.18,161.0,34.0,7.0,63020.132,0.01,Summer,4,2,Saturday,1,0,0,1.0,3,7
2023-04-15,Hyundai India,Alcazar,MPV,West,1587147.94,10.0,162.0,11427465.17,110.0,51.0,13.0,103886.047,0.0,Summer,4,2,Saturday,1,0,0,1.0,7,15
2023-04-15,Hyundai India,Alcazar,MPV,Central,1534305.65,6.0,126.0,6628200.41,143.5,41.0,6.0,46189.55,0.01,Summer,4,2,Saturday,1,0,0,1.0,3,5
2023-04-15,Hyundai India,Tucson,Premium SUV,North,2860064.76,7.0,229.0,14414726.39,137.5,35.0,17.0,104834.374,0.0,Summer,4,2,Saturday,1,0,0,1.12,7,27
2023-04-15,Hyundai India,Tucson,Premium SUV,South,2872051.64,1.0,83.0,2067877.18,141.5,53.0,10.0,14613.973,0.02,Summer,4,2,Saturday,1,0,0,1.12,3,41
2023-04-15,Hyundai India,Tucson,Premium SUV,East,2835273.06,6.0,178.0,12248379.62,163.0,28.0,6.0,75143.433,0.0,Summer,4,2,Saturday,1,0,0,1.12,7,45
2023-04-15,Hyundai India,Tucson,Premium SUV,West,2941497.6,5.0,208.0,10589391.36,148.5,43.0,16.0,71309.033,0.01,Summer,4,2,Saturday,1,0,0,1.12,5,15
2023-04-15,Hyundai India,Tucson,Premium SUV,Central,2875978.9,5.0,120.0,10353524.04,135.5,38.0,5.0,76409.772,0.0,Summer,4,2,Saturday,1,0,0,1.12,5,9
2023-04-16,Hyundai India,i20,Hatchback,North,784991.47,5.0,186.0,2825969.29,171.5,20.0,14.0,16477.955,0.02,Summer,4,2,Sunday,1,0,0,1.0,7,32
2023-04-16,Hyundai India,i20,Hatchback,South,718118.71,13.0,104.0,6721591.13,123.0,49.0,17.0,54647.082,0.01,Summer,4,2,Sunday,1,0,0,1.0,5,42
2023-04-16,Hyundai India,i20,Hatchback,East,743454.25,12.0,228.0,6423444.72,190.0,45.0,16.0,33807.604,0.01,Summer,4,2,Sunday,1,0,0,1.0,7,39
2023-04-16,Hyundai India,i20,Hatchback,West,722258.8,9.0,160.0,4680237.02,98.5,32.0,11.0,47515.097,0.01,Summer,4,2,Sunday,1,0,0,1.0,7,23
2023-04-16,Hyundai India,i20,Hatchback,Central,740205.3,9.0,84.0,4796530.34,116.0,17.0,16.0,41349.399,0.01,Summer,4,2,Sunday,1,0,1,1.0,7,39
2023-04-16,Hyundai India,Verna,Sedan,North,1098149.75,8.0,175.0,6325342.56,156.5,35.0,6.0,40417.524,0.01,Summer,4,2,Sunday,1,0,0,1.12,7,0
2023-04-16,Hyundai India,Verna,Sedan,South,1127560.22,9.0,232.0,7306590.23,169.5,49.0,11.0,43106.727,0.01,Summer,4,2,Sunday,1,0,0,1.12,3,34
2023-04-16,Hyundai India,Verna,Sedan,East,1117729.14,10.0,208.0,8047649.81,213.5,15.0,6.0,37693.91,0.01,Summer,4,2,Sunday,1,0,0,1.12,3,47
2023-04-16,Hyundai India,Verna,Sedan,West,1096397.56,4.0,43.0,3157624.97,62.5,24.0,7.0,50522.0,0.01,Summer,4,2,Sunday,1,0,0,1.12,5,27
2023-04-16,Hyundai India,Verna,Sedan,Central,1137141.6,8.0,230.0,6549935.62,141.0,22.0,7.0,46453.444,0.01,Summer,4,2,Sunday,1,0,0,1.12,3,10
2023-04-16,Hyundai India,Creta,SUV,North,1142025.97,18.0,192.0,14800656.57,158.0,34.0,6.0,93675.042,0.0,Summer,4,2,Sunday,1,0,0,1.12,3,35
2023-04-16,Hyundai India,Creta,SUV,South,1175463.33,12.0,102.0,10156003.17,102.0,41.0,5.0,99568.659,0.0,Summer,4,2,Sunday,1,0,0,1.12,7,6
2023-04-16,Hyundai India,Creta,SUV,East,1128613.8,8.0,98.0,6500815.49,121.5,49.0,5.0,53504.654,0.01,Summer,4,2,Sunday,1,0,0,1.12,3,38
2023-04-16,Hyundai India,Creta,SUV,West,1142959.21,18.0,158.0,14812751.36,152.5,17.0,17.0,97132.796,0.0,Summer,4,2,Sunday,1,0,0,1.12,7,47
2023-04-16,Hyundai India,Creta,SUV,Central,1206353.18,12.0,133.0,10422891.48,106.0,34.0,11.0,98329.165,0.0,Summer,4,2,Sunday,1,0,0,1.12,5,32
2023-04-16,Hyundai India,Venue,Compact SUV,North,833235.37,12.0,216.0,7199153.6,203.0,24.0,14.0,35463.811,0.01,Summer,4,2,Sunday,1,0,0,1.12,7,14
2023-04-16,Hyundai India,Venue,Compact SUV,South,804727.31,14.0,156.0,8111651.28,101.5,40.0,15.0,79917.747,0.0,Summer,4,2,Sunday,1,0,0,1.12,7,25
2023-04-16,Hyundai India,Venue,Compact SUV,East,832165.61,13.0,172.0,7789070.11,145.5,29.0,17.0,53533.128,0.01,Summer,4,2,Sunday,1,0,1,1.12,7,43
2023-04-16,Hyundai India,Venue,Compact SUV,West,778174.56,14.0,46.0,7843999.56,118.0,27.0,11.0,66474.573,0.01,Summer,4,2,Sunday,1,0,0,1.12,3,14
2023-04-16,Hyundai India,Venue,Compact SUV,Central,808179.0,14.0,147.0,8146444.32,156.0,28.0,16.0,52220.797,0.01,Summer,4,2,Sunday,1,0,1,1.12,7,13
2023-04-16,Hyundai India,Alcazar,MPV,North,1553313.36,9.0,60.0,10065470.57,133.0,35.0,10.0,75680.23,0.0,Summer,4,2,Sunday,1,0,1,1.0,7,25
2023-04-16,Hyundai India,Alcazar,MPV,South,1659776.94,9.0,218.0,10755354.57,167.0,18.0,,64403.321,0.01,Summer,4,2,Sunday,1,0,0,1.0,7,32
2023-04-16,Hyundai India,Alcazar,MPV,East,1580006.47,2.0,239.0,2275209.32,223.5,20.0,12.0,10179.907,0.04,Summer,4,2,Sunday,1,0,0,1.0,5,27
2023-04-16,Hyundai India,Alcazar,MPV,West,1658005.71,7.0,119.0,8356348.78,77.5,25.0,7.0,107823.855,0.0,Summer,4,2,Sunday,1,0,0,1.0,3,16
2023-04-16,Hyundai India,Alcazar,MPV,Central,1621406.16,9.0,61.0,10506711.92,49.0,54.0,11.0,214422.692,0.0,Summer,4,2,Sunday,1,0,0,1.0,3,33
2023-04-16,Hyundai India,Tucson,Premium SUV,North,2956595.85,1.0,216.0,2128749.01,130.5,53.0,8.0,16312.253,0.02,Summer,4,2,Sunday,1,0,0,1.12,5,38
2023-04-16,Hyundai India,Tucson,Premium SUV,South,2880147.29,0.0,249.0,0.0,213.5,42.0,14.0,0.0,0.0,Summer,4,2,Sunday,1,0,0,1.12,5,38
2023-04-16,Hyundai India,Tucson,Premium SUV,East,3025746.71,1.0,209.0,2178537.63,206.0,,15.0,10575.425,0.03,Summer,4,2,Sunday,1,0,1,1.12,5,39
2023-04-16,Hyundai India,Tucson,Premium SUV,West,2817910.57,4.0,,8115582.44,127.5,20.0,17.0,63651.627,0.01,Summer,4,2,Sunday,1,0,0,1.12,3,45
2023-04-16,Hyundai India,Tucson,Premium SUV,Central,2764248.82,3.0,171.0,5970777.45,141.0,46.0,15.0,42345.939,0.01,Summer,4,2,Sunday,1,0,0,1.12,7,0
2023-04-17,Hyundai India,i20,Hatchback,North,776339.3,11.0,108.0,6148607.26,87.0,35.0,17.0,70673.647,0.01,Summer,4,2,Monday,0,0,0,1.0,7,13
2023-04-17,Hyundai India,i20,Hatchback,South,786067.82,13.0,205.0,7357594.8,187.0,34.0,6.0,39345.427,0.01,Summer,4,2,Monday,0,0,0,1.0,7,39
2023-04-17,Hyundai India,i20,Hatchback,East,719827.6,16.0,246.0,8292413.95,182.0,45.0,8.0,45562.714,0.01,Summer,4,2,Monday,0,0,0,1.0,7,20
2023-04-17,Hyundai India,i20,Hatchback,West,740865.73,11.0,78.0,5867656.58,128.5,29.0,17.0,45662.697,0.01,Summer,4,2,Monday,0,0,1,1.0,5,35
2023-04-17,Hyundai India,i20,Hatchback,Central,774993.1,7.0,141.0,3905965.22,129.5,29.0,17.0,30161.894,0.01,Summer,4,2,Monday,0,0,1,1.0,5,43
2023-04-17,Hyundai India,Verna,Sedan,North,1047093.64,4.0,40.0,3015629.68,113.5,43.0,13.0,26569.424,0.01,Summer,4,2,Monday,0,0,1,1.12,5,33
2023-04-17,Hyundai India,Verna,Sedan,South,1047463.29,12.0,225.0,9050082.83,187.5,46.0,12.0,48267.108,0.01,Summer,4,2,Monday,0,0,0,1.12,5,38
2023-04-17,Hyundai India,Verna,Sedan,East,1150172.15,7.0,175.0,5796867.64,169.0,50.0,17.0,34300.992,0.01,Summer,4,2,Monday,0,0,1,1.12,3,20
2023-04-17,Hyundai India,Verna,Sedan,West,1113551.05,7.0,60.0,5612297.29,65.0,42.0,10.0,86343.035,0.0,Summer,4,2,Monday,0,0,0,1.12,3,22
