,Unnamed: 0,Index,Company,Car_Model,Car_Type,Region,Price,Units_Sold,Stock_Quantity,COGS,Avg_Inventory,Reorder_Point,Lead_Time_Days,Inventory_Turnover_Ratio,Days_Sales_Inventory,Season,Month,Quarter,Day_of_Week,Is_Weekend,Is_Holiday,Promotion_Active,Seasonality_Flag,Day
7752,7752,7752,Tata Motors,Nexon,Compact SUV,East,890106.65,8.0,122.0,5198222.84,168.0,54.0,13.0,30941.803,0.01,Monsoon,9,3,Saturday,1,0,0,0.82,16
7753,7753,7753,Tata Motors,Nexon,Compact SUV,West,942974.88,9.0,100.0,6195344.96,90.5,46.0,9.0,68456.85,0.01,Monsoon,9,3,Saturday,1,0,0,0.82,16
7754,7754,7754,Tata Motors,Nexon,Compact SUV,Central,904962.14,19.0,186.0,12551824.88,130.0,19.0,9.0,96552.499,0.0,Monsoon,9,3,Saturday,1,0,0,0.82,16
7755,7755,7755,Tata Motors,Harrier,SUV,North,1561827.33,3.0,61.0,3420401.85,76.0,39.0,11.0,45005.287,0.01,Monsoon,9,3,Saturday,1,0,0,0.82,16
7756,7756,7756,Tata Motors,Harrier,SUV,South,1599725.85,11.0,207.0,12845798.58,223.5,57.0,10.0,57475.609,0.01,Monsoon,9,3,Saturday,1,0,1,0.82,16
7757,7757,7757,Tata Motors,Harrier,SUV,East,1572606.56,7.0,275.0,8036019.52,182.5,46.0,12.0,44032.984,0.01,Monsoon,9,3,Saturday,1,0,1,0.82,16
7758,7758,7758,Tata Motors,Harrier,SUV,West,1567896.67,6.0,63.0,6867387.41,57.5,42.0,6.0,119432.825,0.0,Monsoon,9,3,Saturday,1,0,1,0.82,16
7759,7759,7759,Tata Motors,Harrier,SUV,Central,1571952.41,6.0,117.0,6885151.56,121.5,23.0,7.0,56667.914,0.01,Monsoon,9,3,Saturday,1,0,1,0.82,16
7760,7760,7760,Tata Motors,Safari,MPV,North,1601050.04,4.0,81.0,4675066.12,74.5,29.0,10.0,62752.565,0.01,Monsoon,9,3,Saturday,1,0,0,0.82,16
7761,7761,7761,Tata Motors,Safari,MPV,South,1647023.6,1.0,238.0,1202327.23,178.0,25.0,4.0,6754.647,0.05,Monsoon,9,3,Saturday,1,0,0,0.82,16
7762,7762,7762,Tata Motors,Safari,MPV,East,1666950.58,5.0,209.0,6084369.62,151.5,44.0,11.0,40160.856,0.01,Monsoon,9,3,Saturday,1,0,1,0.82,16
7763,7763,7763,Tata Motors,Safari,MPV,West,1586285.47,3.0,123.0,3473965.18,148.5,42.0,9.0,23393.705,0.02,Monsoon,9,3,Saturday,1,0,0,0.82,16
7764,7764,7764,Tata Motors,Safari,MPV,Central,1606241.31,6.0,139.0,7035336.94,161.0,45.0,5.0,43697.745,0.01,Monsoon,9,3,Saturday,1,0,0,0.82,16
7765,7765,7765,Tata Motors,Nexon EV,Electric SUV,North,1529674.92,4.0,102.0,4466650.77,90.0,42.0,9.0,49629.453,0.01,Monsoon,9,3,Saturday,1,0,1,0.82,16
7766,7766,7766,Tata Motors,Nexon EV,Electric SUV,South,1489138.92,6.0,64.0,6522428.47,103.0,44.0,8.0,63324.548,0.01,Monsoon,9,3,Saturday,1,0,0,0.82,16
7767,7767,7767,Tata Motors,Nexon EV,Electric SUV,East,1495225.13,8.0,56.0,8732114.76,100.0,56.0,9.0,87321.148,0.0,Monsoon,9,3,Saturday,1,0,0,0.82,16
7768,7768,7768,Tata Motors,Nexon EV,Electric SUV,West,1504090.67,4.0,156.0,4391944.76,157.0,52.0,5.0,27974.17,0.01,Monsoon,9,3,Saturday,1,0,0,0.82,16
7769,7769,7769,Tata Motors,Nexon EV,Electric SUV,Central,1535201.8,8.0,185.0,8965578.51,201.0,23.0,11.0,44604.868,0.01,Monsoon,9,3,Saturday,1,0,0,0.82,16
7770,7770,7770,Tata Motors,Tiago,Hatchback,North,548973.04,10.0,214.0,4007503.19,144.5,23.0,12.0,27733.586,0.01,Monsoon,9,3,Sunday,1,0,0,0.82,17
7771,7771,7771,Tata Motors,Tiago,Hatchback,South,568273.86,9.0,73.0,3733559.26,154.5,56.0,14.0,24165.432,0.02,Monsoon,9,3,Sunday,1,0,0,0.82,17
7772,7772,7772,Tata Motors,Tiago,Hatchback,East,531605.93,11.0,224.0,4268795.62,163.5,19.0,9.0,26108.842,0.01,Monsoon,9,3,Sunday,1,0,0,0.82,17
7773,7773,7773,Tata Motors,Tiago,Hatchback,West,533085.46,8.0,158.0,3113219.09,160.5,37.0,6.0,19397.004,0.02,Monsoon,9,3,Sunday,1,0,0,0.82,17
7774,7774,7774,Tata Motors,Tiago,Hatchback,Central,556729.56,9.0,201.0,3657713.21,138.0,50.0,14.0,26505.168,0.01,Monsoon,9,3,Sunday,1,0,1,0.82,17
7775,7775,7775,Tata Motors,Tigor,Sedan,North,719581.42,1.0,272.0,525294.44,210.5,29.0,9.0,2495.461,0.15,Monsoon,9,3,Sunday,1,0,0,0.82,17
7776,7776,7776,Tata Motors,Tigor,Sedan,South,728566.06,8.0,62.0,4254825.79,131.0,30.0,4.0,32479.586,0.01,Monsoon,9,3,Sunday,1,0,0,0.82,17
7777,7777,7777,Tata Motors,Tigor,Sedan,East,684184.97,11.0,72.0,5494005.31,156.0,45.0,7.0,35217.983,0.01,Monsoon,9,3,Sunday,1,0,0,0.82,17
7778,7778,7778,Tata Motors,Tigor,Sedan,West,669901.99,6.0,211.0,2934170.72,187.5,47.0,5.0,15648.911,0.02,Monsoon,9,3,Sunday,1,0,0,0.82,17
7779,7779,7779,Tata Motors,Tigor,Sedan,Central,708490.39,4.0,243.0,2068791.94,208.0,48.0,11.0,9946.115,0.04,Monsoon,9,3,Sunday,1,0,0,0.82,17
7780,7780,7780,Tata Motors,Nexon,Compact SUV,North,862423.48,10.0,66.0,6295691.4,59.5,18.0,14.0,105809.939,0.0,Monsoon,9,3,Sunday,1,0,0,0.82,17
7781,7781,7781,Tata Motors,Nexon,Compact SUV,South,913316.33,9.0,252.0,6000488.29,153.5,23.0,9.0,39091.129,0.01,Monsoon,9,3,Sunday,1,0,0,0.82,17
7782,7782,7782,Tata Motors,Nexon,Compact SUV,East,877221.87,11.0,239.0,7044091.62,208.5,56.0,4.0,33784.612,0.01,Monsoon,9,3,Sunday,1,0,1,0.82,17
7783,7783,7783,Tata Motors,Nexon,Compact SUV,West,918927.69,11.0,187.0,7378989.35,168.0,32.0,13.0,43922.556,0.01,Monsoon,9,3,Sunday,1,0,1,0.82,17
7784,7784,7784,Tata Motors,Nexon,Compact SUV,Central,931860.09,10.0,274.0,6802578.66,165.0,40.0,13.0,41227.749,0.01,Monsoon,9,3,Sunday,1,0,0,0.82,17
7785,7785,7785,Tata Motors,Harrier,SUV,North,1505538.46,4.0,153.0,4396172.3,117.0,26.0,13.0,37574.122,0.01,Monsoon,9,3,Sunday,1,0,1,0.82,17
7786,7786,7786,Tata Motors,Harrier,SUV,South,1543529.09,5.0,216.0,5633881.18,135.5,51.0,8.0,41578.459,0.01,Monsoon,9,3,Sunday,1,0,0,0.82,17
7787,7787,7787,Tata Motors,Harrier,SUV,East,1542648.87,8.0,103.0,9009069.4,125.5,56.0,15.0,71785.414,0.01,Monsoon,9,3,Sunday,1,0,1,0.82,17
7788,7788,7788,Tata Motors,Harrier,SUV,West,1595320.17,,225.0,6987502.34,134.5,22.0,9.0,51951.69,0.01,Monsoon,9,3,Sunday,1,0,1,0.82,17
7789,7789,7789,Tata Motors,Harrier,SUV,Central,1534604.04,3.0,144.0,3360782.85,176.0,45.0,7.0,19095.357,0.02,Monsoon,9,3,Sunday,1,0,0,0.82,17
7790,7790,7790,Tata Motors,Safari,MPV,North,1592671.94,6.0,142.0,6975903.1,106.5,,5.0,65501.438,0.01,Monsoon,9,3,Sunday,1,0,0,0.82,17
7791,7791,7791,Tata Motors,Safari,MPV,South,1588360.19,3.0,261.0,3478508.82,247.0,26.0,9.0,14083.032,0.03,Monsoon,9,3,Sunday,1,0,1,0.82,17
7792,7792,7792,Tata Motors,Safari,MPV,East,1682327.11,4.0,70.0,4912395.16,142.5,39.0,12.0,34472.948,0.01,Monsoon,9,3,Sunday,1,0,0,0.82,17
7793,7793,7793,Tata Motors,Safari,MPV,West,1644656.92,3.0,214.0,3601798.65,148.0,26.0,12.0,24336.477,0.01,Monsoon,9,3,Sunday,1,0,0,0.82,17
7794,7794,7794,Tata Motors,Safari,MPV,Central,1695025.42,5.0,61.0,6186842.78,117.5,22.0,13.0,52653.981,0.01,Monsoon,9,3,Sunday,1,0,1,0.82,17
7795,7795,7795,Tata Motors,Nexon EV,Electric SUV,North,1456030.06,3.0,75.0,3188705.83,155.0,33.0,9.0,20572.296,0.02,Monsoon,9,3,Sunday,1,0,0,0.82,17
7796,7796,7796,Tata Motors,Nexon EV,Electric SUV,South,1485893.92,7.0,70.0,7592917.93,140.5,,5.0,54042.12,0.01,Monsoon,9,3,Sunday,1,0,1,0.82,17
7797,7797,7797,Tata Motors,Nexon EV,Electric SUV,East,1553626.84,10.0,104.0,11341475.93,119.0,57.0,13.0,95306.52,0.0,Monsoon,9,3,Sunday,1,0,1,0.82,17
7798,7798,7798,Tata Motors,Nexon EV,Electric SUV,West,1537797.15,7.0,197.0,7858143.44,221.5,24.0,7.0,35476.946,0.01,Monsoon,9,3,Sunday,1,0,0,0.82,17
7799,7799,7799,Tata Motors,Nexon EV,Electric SUV,Central,1448554.12,12.0,259.0,12689334.09,152.5,27.0,5.0,83208.748,0.0,Monsoon,9,3,Sunday,1,0,0,0.82,17
7800,7800,7800,Tata Motors,Tiago,Hatchback,North,534689.37,8.0,211.0,3122585.92,146.5,,9.0,21314.58,0.02,Monsoon,9,3,Monday,0,0,0,0.82,18
7801,7801,7801,Tata Motors,Tiago,Hatchback,South,564766.55,7.0,109.0,2885957.07,96.5,27.0,13.0,29906.291,0.01,Monsoon,9,3,Monday,0,0,0,0.82,18
7802,7802,7802,Tata Motors,Tiago,Hatchback,East,533506.29,6.0,196.0,2336757.55,138.5,39.0,5.0,16871.896,0.02,Monsoon,9,3,Monday,0,0,0,0.82,18
7803,7803,7803,Tata Motors,Tiago,Hatchback,West,530242.74,12.0,236.0,4644926.4,230.5,36.0,7.0,20151.525,0.02,Monsoon,9,3,Monday,0,0,0,0.82,18
7804,7804,7804,Tata Motors,Tiago,Hatchback,Central,563242.59,12.0,166.0,4934005.09,123.5,51.0,6.0,39951.458,0.01,Monsoon,9,3,Monday,0,0,0,0.82,18
7805,7805,7805,Tata Motors,Tigor,Sedan,North,682273.7,12.0,161.0,5976717.61,204.0,42.0,8.0,29297.635,0.01,Monsoon,9,3,Monday,0,0,0,0.82,18
7806,7806,7806,Tata Motors,Tigor,Sedan,South,681589.21,3.0,49.0,1492680.37,128.5,30.0,11.0,11616.19,0.03,Monsoon,9,3,Monday,0,0,0,0.82,18
7807,7807,7807,Tata Motors,Tigor,Sedan,East,726920.2,11.0,76.0,5837169.21,103.0,48.0,10.0,56671.546,0.01,Monsoon,9,3,Monday,0,0,0,0.82,18
7808,7808,7808,Tata Motors,Tigor,Sedan,West,715732.04,11.0,176.0,5747328.28,138.0,33.0,12.0,41647.306,0.01,Monsoon,9,3,Monday,0,0,0,0.82,18
7809,7809,7809,Tata Motors,Tigor,Sedan,Central,666238.07,9.0,99.0,4377184.12,89.0,29.0,6.0,49181.844,0.01,Monsoon,9,3,Monday,0,0,0,0.82,18
7810,7810,7810,Tata Motors,Nexon,Compact SUV,North,902797.62,9.0,269.0,5931380.36,204.5,47.0,8.0,29004.305,0.01,Monsoon,9,3,Monday,0,0,1,0.82,18
7811,7811,7811,Tata Motors,Nexon,Compact SUV,South,914347.6,10.0,154.0,6674737.48,102.0,43.0,8.0,65438.603,0.01,Monsoon,9,3,Monday,0,0,1,0.82,18
7812,7812,7812,Tata Motors,Nexon,Compact SUV,East,857588.21,10.0,196.0,6260393.93,217.0,43.0,11.0,28849.742,0.01,Monsoon,9,3,Monday,0,0,0,0.82,18
7813,7813,7813,Tata Motors,Nexon,Compact SUV,West,885455.62,8.0,148.0,5171060.82,96.5,50.0,14.0,53586.122,0.01,Monsoon,9,3,Monday,0,0,0,0.82,18
7814,7814,7814,Tata Motors,Nexon,Compact SUV,Central,935215.31,15.0,266.0,10240607.64,239.0,28.0,14.0,42847.731,0.01,Monsoon,9,3,Monday,0,0,0,0.82,18
7815,7815,7815,Tata Motors,Harrier,SUV,North,1603731.67,11.0,,12877965.31,199.0,42.0,6.0,64713.394,0.01,Monsoon,9,3,Monday,0,0,0,0.82,18
7816,7816,7816,Tata Motors,Harrier,SUV,South,1477033.25,7.0,166.0,7547639.91,143.0,31.0,7.0,52780.699,0.01,Monsoon,9,3,Monday,0,0,0,0.82,18
7817,7817,7817,Tata Motors,Harrier,SUV,East,1528348.2,8.0,90.0,8925553.49,145.0,30.0,8.0,61555.541,0.01,Monsoon,9,3,Monday,0,0,1,0.82,18
7818,7818,7818,Tata Motors,Harrier,SUV,West,1623753.62,6.0,118.0,7112040.86,149.0,57.0,11.0,47731.818,0.01,Monsoon,9,3,Monday,0,0,0,0.82,18
7819,7819,7819,Tata Motors,Harrier,SUV,Central,1475536.23,5.0,166.0,5385707.24,113.5,21.0,4.0,47451.165,0.01,Monsoon,9,3,Monday,0,0,0,0.82,18
7820,7820,7820,Tata Motors,Safari,MPV,North,1607032.12,8.0,145.0,,162.5,38.0,5.0,57754.262,0.01,Monsoon,9,3,Monday,0,0,1,0.82,18
7821,7821,7821,Tata Motors,Safari,MPV,South,1656287.12,4.0,264.0,4836358.39,255.0,55.0,11.0,18966.111,0.02,Monsoon,9,3,Monday,0,0,0,0.82,18
7822,7822,7822,Tata Motors,Safari,MPV,East,1692636.95,6.0,126.0,7413749.84,97.0,18.0,7.0,76430.411,0.0,Monsoon,9,3,Monday,0,0,0,0.82,18
7823,7823,7823,Tata Motors,Safari,MPV,West,1651193.23,2.0,45.0,2410742.12,54.0,37.0,12.0,44643.373,0.01,Monsoon,9,3,Monday,0,0,0,0.82,18
7824,7824,7824,Tata Motors,Safari,MPV,Central,1591950.44,8.0,236.0,9296990.57,138.5,54.0,7.0,67126.286,0.01,Monsoon,9,3,Monday,0,0,1,0.82,18
7825,7825,7825,Tata Motors,Nexon EV,Electric SUV,North,1523719.42,5.0,182.0,5561575.88,212.0,18.0,10.0,26233.848,0.01,Monsoon,9,3,Monday,0,0,0,0.82,18
7826,7826,7826,Tata Motors,Nexon EV,Electric SUV,South,1544930.07,13.0,73.0,14661386.36,115.5,22.0,11.0,126938.41,0.0,Monsoon,9,3,Monday,0,0,0,0.82,18
7827,7827,7827,Tata Motors,Nexon EV,Electric SUV,East,1492763.04,5.0,258.0,5448585.1,164.5,39.0,4.0,33122.098,0.01,Monsoon,9,3,Monday,0,0,0,0.82,18
7828,7828,7828,Tata Motors,Nexon EV,Electric SUV,West,1452034.16,7.0,187.0,7419894.56,177.0,32.0,14.0,41920.308,0.01,Monsoon,9,3,Monday,0,0,0,0.82,18
7829,7829,7829,Tata Motors,Nexon EV,Electric SUV,Central,1540045.82,8.0,81.0,8993867.59,99.0,,11.0,90847.147,0.0,Monsoon,9,3,Monday,0,0,0,0.82,18
7830,7830,7830,Tata Motors,Tiago,Hatchback,North,572803.55,16.0,55.0,6690345.46,107.5,56.0,14.0,62235.772,0.01,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7831,7831,7831,Tata Motors,Tiago,Hatchback,South,567429.26,14.0,81.0,5799127.04,164.0,37.0,15.0,35360.531,0.01,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7832,7832,7832,Tata Motors,Tiago,Hatchback,East,563125.72,16.0,119.0,6577308.41,142.5,22.0,5.0,46156.55,0.01,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7833,7833,7833,Tata Motors,Tiago,Hatchback,West,528676.8,9.0,270.0,3473406.58,226.5,22.0,5.0,15335.128,0.02,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7834,7834,7834,Tata Motors,Tiago,Hatchback,Central,559780.41,15.0,245.0,6129595.49,195.0,24.0,5.0,31433.823,0.01,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7835,7835,7835,Tata Motors,Tigor,Sedan,North,680809.64,1.0,208.0,496991.04,222.5,48.0,7.0,2233.668,0.16,Monsoon,9,3,Tuesday,0,0,1,0.82,19
7836,7836,7836,Tata Motors,Tigor,Sedan,South,723025.23,6.0,64.0,3166850.51,76.5,46.0,8.0,41396.739,0.01,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7837,7837,7837,Tata Motors,Tigor,Sedan,East,719517.33,3.0,142.0,1575742.95,175.0,46.0,10.0,9004.245,0.04,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7838,7838,7838,Tata Motors,Tigor,Sedan,West,689893.21,6.0,125.0,3021732.26,104.0,23.0,11.0,29055.118,0.01,Monsoon,9,3,Tuesday,0,0,1,0.82,19
7839,7839,7839,Tata Motors,Tigor,Sedan,Central,682696.82,5.0,255.0,2491843.39,246.5,50.0,15.0,10108.898,0.04,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7840,7840,7840,Tata Motors,Nexon,Compact SUV,North,888737.39,8.0,90.0,5190226.36,91.0,40.0,4.0,57035.455,0.01,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7841,7841,7841,Tata Motors,Nexon,Compact SUV,South,924192.02,6.0,48.0,4047961.05,116.5,36.0,10.0,34746.447,0.01,Monsoon,9,3,Tuesday,0,0,1,0.82,19
7842,7842,7842,Tata Motors,Nexon,Compact SUV,East,882431.03,11.0,193.0,7085921.17,176.0,32.0,7.0,40260.916,0.01,Monsoon,9,3,Tuesday,0,0,1,0.82,19
7843,7843,7843,Tata Motors,Nexon,Compact SUV,West,872299.15,16.0,110.0,10188454.07,179.5,50.0,10.0,56760.19,0.01,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7844,7844,7844,Tata Motors,Nexon,Compact SUV,Central,917447.07,14.0,202.0,9376309.06,129.0,50.0,10.0,72684.566,0.01,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7845,7845,7845,Tata Motors,Harrier,SUV,North,1478775.27,8.0,86.0,8636047.58,151.5,32.0,14.0,57003.614,0.01,Monsoon,9,3,Tuesday,0,0,1,0.82,19
7846,7846,7846,Tata Motors,Harrier,SUV,South,1573887.36,6.0,242.0,6893626.64,218.5,45.0,14.0,31549.779,0.01,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7847,7847,7847,Tata Motors,Harrier,SUV,East,1476340.05,14.0,277.0,15088195.31,162.5,36.0,13.0,92850.433,0.0,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7848,7848,7848,Tata Motors,Harrier,SUV,West,1497927.85,9.0,64.0,9841385.97,99.5,26.0,11.0,98908.402,0.0,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7849,7849,7849,Tata Motors,Harrier,SUV,Central,1512600.27,8.0,202.0,8833585.58,201.0,26.0,12.0,43948.187,0.01,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7850,7850,7850,Tata Motors,Safari,MPV,North,1707106.76,5.0,72.0,6230939.67,135.5,22.0,5.0,45984.795,0.01,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7851,7851,7851,Tata Motors,Safari,MPV,South,1601765.79,0.0,238.0,0.0,199.0,27.0,11.0,0.0,0.0,Monsoon,9,3,Tuesday,0,0,1,0.82,19
7852,7852,7852,Tata Motors,Safari,MPV,East,1660349.68,8.0,251.0,9696442.13,162.0,30.0,6.0,59854.581,0.01,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7853,7853,7853,Tata Motors,Safari,MPV,West,1699759.72,8.0,94.0,9926596.76,135.5,42.0,7.0,73259.017,0.0,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7854,7854,7854,Tata Motors,Safari,MPV,Central,1602305.18,3.0,47.0,3509048.34,130.5,33.0,13.0,26889.259,0.01,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7855,7855,7855,Tata Motors,Nexon EV,Electric SUV,North,1511975.89,5.0,224.0,5518712.0,181.0,23.0,,30490.122,0.01,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7856,7856,7856,Tata Motors,Nexon EV,Electric SUV,South,1470493.0,5.0,88.0,5367299.45,137.5,19.0,12.0,39034.905,0.01,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7857,7857,7857,Tata Motors,Nexon EV,Electric SUV,East,1499067.87,10.0,113.0,10943195.45,111.5,29.0,14.0,98145.251,0.0,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7858,7858,7858,Tata Motors,Nexon EV,Electric SUV,West,1498003.67,1.0,120.0,1093542.68,112.5,40.0,6.0,9720.379,0.04,Monsoon,9,3,Tuesday,0,0,0,0.82,19
7859,7859,7859,Tata Motors,Nexon EV,Electric SUV,Central,1537195.99,10.0,162.0,11221530.73,192.0,24.0,4.0,58445.473,0.01,Monsoon,9,3,Tuesday,0,0,1,0.82,19
7860,7860,7860,Tata Motors,Tiago,Hatchback,North,573329.02,7.0,107.0,2929711.29,128.0,19.0,12.0,22888.369,0.02,Monsoon,9,3,Wednesday,0,0,0,0.82,20
7861,7861,7861,Tata Motors,Tiago,Hatchback,South,562013.32,3.0,84.0,1230809.17,142.5,26.0,14.0,8637.257,0.04,Monsoon,9,3,Wednesday,0,0,1,0.82,20
7862,7862,7862,Tata Motors,Tiago,Hatchback,East,550010.87,7.0,154.0,2810555.55,106.5,39.0,10.0,26390.193,0.01,Monsoon,9,3,Wednesday,0,0,1,0.82,20
7863,7863,7863,Tata Motors,Tiago,Hatchback,West,549997.15,10.0,205.0,4014979.2,152.5,20.0,12.0,26327.732,0.01,Monsoon,9,3,Wednesday,0,0,1,0.82,20
7864,7864,7864,Tata Motors,Tiago,Hatchback,Central,545905.37,14.0,147.0,5579152.88,109.0,50.0,8.0,51184.889,0.01,Monsoon,9,3,Wednesday,0,0,0,0.82,20
7865,7865,7865,Tata Motors,Tigor,Sedan,North,682282.78,1.0,,498066.43,209.0,38.0,9.0,2383.093,0.15,Monsoon,9,3,Wednesday,0,0,1,0.82,20
7866,7866,7866,Tata Motors,Tigor,Sedan,South,688978.78,10.0,73.0,5029545.09,93.0,35.0,12.0,54081.13,0.01,Monsoon,9,3,Wednesday,0,0,0,0.82,20
7867,7867,7867,Tata Motors,Tigor,Sedan,East,729488.64,6.0,111.0,3195160.24,105.5,43.0,14.0,30285.879,0.01,Monsoon,9,3,Wednesday,0,0,0,0.82,20
7868,7868,7868,Tata Motors,Tigor,Sedan,West,706851.85,8.0,62.0,4128014.8,100.5,23.0,6.0,41074.774,0.01,Monsoon,9,3,Wednesday,0,0,0,0.82,20
7869,7869,7869,Tata Motors,Tigor,Sedan,Central,718870.16,6.0,237.0,3148651.3,205.5,56.0,7.0,15321.904,0.02,Monsoon,9,3,Wednesday,0,0,0,0.82,20
7870,7870,7870,Tata Motors,Nexon,Compact SUV,North,878740.28,13.0,150.0,8339245.26,140.5,40.0,7.0,59354.059,0.01,Monsoon,9,3,Wednesday,0,0,1,0.82,20
7871,7871,7871,Tata Motors,Nexon,Compact SUV,South,906966.62,12.0,107.0,7945027.59,147.0,29.0,14.0,54047.807,0.01,Monsoon,9,3,Wednesday,0,0,0,0.82,20
7872,7872,7872,Tata Motors,Nexon,Compact SUV,East,899004.22,5.0,66.0,3281365.4,111.0,,5.0,29561.85,0.01,Monsoon,9,3,Wednesday,0,0,0,0.82,20
7873,7873,7873,Tata Motors,Nexon,Compact SUV,West,932549.09,4.0,175.0,2723043.34,120.0,30.0,13.0,22692.028,0.02,Monsoon,9,3,Wednesday,0,0,0,0.82,20
7874,7874,7874,Tata Motors,Nexon,Compact SUV,Central,934398.54,7.0,107.0,4774776.54,93.5,48.0,7.0,51067.129,0.01,Monsoon,9,3,Wednesday,0,0,0,0.82,20
7875,7875,7875,Tata Motors,Harrier,SUV,North,1504016.89,12.0,56.0,13175187.96,131.0,41.0,13.0,100573.954,0.0,Monsoon,9,3,Wednesday,0,0,1,0.82,20
7876,7876,7876,Tata Motors,Harrier,SUV,South,1627476.94,7.0,193.0,8316407.16,216.5,53.0,5.0,38412.966,0.01,Monsoon,9,3,Wednesday,0,0,1,0.82,20
7877,7877,7877,Tata Motors,Harrier,SUV,East,1626112.16,9.0,88.0,10683556.89,162.0,21.0,10.0,65947.882,0.01,Monsoon,9,3,Wednesday,0,0,0,0.82,20
7878,7878,7878,Tata Motors,Harrier,SUV,West,1528742.6,14.0,190.0,15623749.37,214.5,35.0,12.0,72837.992,0.01,Monsoon,9,3,Wednesday,0,0,1,0.82,20
7879,7879,7879,Tata Motors,Harrier,SUV,Central,1516044.31,16.0,240.0,17707397.54,210.0,28.0,14.0,84320.941,0.0,Monsoon,9,3,Wednesday,0,0,0,0.82,20
7880,7880,7880,Tata Motors,Safari,MPV,North,1699606.06,9.0,208.0,11166411.81,124.5,33.0,7.0,89690.055,0.0,Monsoon,9,3,Wednesday,0,0,0,0.82,20
7881,7881,7881,Tata Motors,Safari,MPV,South,1682834.51,8.0,117.0,9827753.54,115.0,51.0,11.0,85458.726,0.0,Monsoon,9,3,Wednesday,0,0,0,0.82,20
7882,7882,7882,Tata Motors,Safari,MPV,East,1677672.11,10.0,171.0,12247006.4,139.0,45.0,6.0,88107.96,0.0,Monsoon,9,3,Wednesday,0,0,1,0.82,20
7883,7883,7883,Tata Motors,Safari,MPV,West,1606183.5,3.0,275.0,3517541.87,182.5,31.0,4.0,19274.202,0.02,Monsoon,9,3,Wednesday,0,0,0,0.82,20
7884,7884,7884,Tata Motors,Safari,MPV,Central,1639580.01,7.0,55.0,8378253.85,96.5,24.0,8.0,86821.283,0.0,Monsoon,9,3,Wednesday,0,0,0,0.82,20
7885,7885,7885,Tata Motors,Nexon EV,Electric SUV,North,1463363.59,9.0,137.0,9614298.79,156.0,23.0,10.0,61630.12,0.01,Monsoon,9,3,Wednesday,0,0,1,0.82,20
7886,7886,7886,Tata Motors,Nexon EV,Electric SUV,South,1514127.04,11.0,267.0,12158440.13,219.0,50.0,8.0,55517.991,0.01,Monsoon,9,3,Wednesday,0,0,1,0.82,20
7887,7887,7887,Tata Motors,Nexon EV,Electric SUV,East,1453257.74,3.0,114.0,3182634.45,152.5,41.0,7.0,20869.734,0.02,Monsoon,9,3,Wednesday,0,0,1,0.82,20
7888,7888,7888,Tata Motors,Nexon EV,Electric SUV,West,1526883.79,7.0,58.0,7802376.17,144.0,46.0,13.0,54183.168,0.01,Monsoon,9,3,Wednesday,0,0,0,0.82,20
7889,7889,7889,Tata Motors,Nexon EV,Electric SUV,Central,1450819.66,6.0,147.0,6354590.11,145.5,28.0,13.0,43674.159,0.01,Monsoon,9,3,Wednesday,0,0,1,0.82,20
7890,7890,7890,Tata Motors,Tiago,Hatchback,North,569508.72,14.0,70.0,5820379.12,142.5,31.0,12.0,40844.766,0.01,Monsoon,9,3,Thursday,0,0,0,0.82,21
7891,7891,7891,Tata Motors,Tiago,Hatchback,South,567348.64,18.0,186.0,7454961.13,176.5,40.0,4.0,42237.74,0.01,Monsoon,9,3,Thursday,0,0,0,0.82,21
7892,7892,7892,Tata Motors,Tiago,Hatchback,East,531350.98,4.0,83.0,,114.0,23.0,10.0,13610.043,0.03,Monsoon,9,3,Thursday,0,0,0,0.82,21
7893,7893,7893,Tata Motors,Tiago,Hatchback,West,573169.91,14.0,175.0,5857796.48,151.5,24.0,13.0,38665.323,0.01,Monsoon,9,3,Thursday,0,0,0,0.82,21
7894,7894,7894,Tata Motors,Tiago,Hatchback,Central,563273.31,9.0,153.0,3700705.65,165.0,,6.0,22428.519,0.02,Monsoon,9,3,Thursday,0,0,0,0.82,21
